Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.00773,7.095026,[ 4 24] ; [14 16],[ 8.68965517 19.31034483] ; [ 9.31034483 20.68965517],0
a3,1,0.016162,5.785133,[12 17] ; [23  9],[16.63934426 12.36065574] ; [18.36065574 13.63934426],0
s3,1,0.020722,5.349992,[18 10] ; [11 21],[13.53333333 14.46666667] ; [15.46666667 16.53333333],0
a5,1,0.031497,4.625661,[14 15] ; [24  8],[18.06557377 10.93442623] ; [19.93442623 12.06557377],0
p4,1,0.031946,4.601366,[13 16] ; [23  9],[17.1147541 11.8852459] ; [18.8852459 13.1147541],0
r1,1,0.077508,3.116407,[20  9] ; [28  4],[22.81967213  6.18032787] ; [25.18032787  6.81967213],0
r4,1,0.077508,3.116407,[20  9] ; [28  4],[22.81967213  6.18032787] ; [25.18032787  6.81967213],0
n3,1,0.078983,3.085714,[2 4] ; [5 1],[3.5 2.5] ; [3.5 2.5],0
n4,1,0.081455,3.035625,[ 9 20] ; [17 15],[12.36065574 16.63934426] ; [13.63934426 18.36065574],0
b4,1,0.094322,2.799014,[11 18] ; [19 13],[14.26229508 14.73770492] ; [15.73770492 16.26229508],0
s8,1,0.104426,2.636614,[15 14] ; [10 22],[11.8852459 17.1147541] ; [13.1147541 18.8852459],0
s4,1,0.119864,2.419094,[ 7 22] ; [ 3 29],[ 4.75409836 24.24590164] ; [ 5.24590164 26.75409836],0
r3,1,0.129301,2.300881,[25  4] ; [31  1],[26.62295082  2.37704918] ; [29.37704918  2.62295082],0
s5,1,0.152927,2.04281,[ 9 20] ; [ 5 27],[ 6.6557377 22.3442623] ; [ 7.3442623 24.6557377],0
b5,1,0.170731,1.87651,[22  7] ; [19 13],[19.49180328  9.50819672] ; [21.50819672 10.49180328],0
s7,1,0.194871,1.680401,[12 16] ; [ 8 22],[ 9.65517241 18.34482759] ; [10.34482759 19.65517241],0
n5,1,0.205964,1.599571,[ 9 20] ; [15 17],[11.40983607 17.59016393] ; [12.59016393 19.40983607],0
