Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000158,14.274333,[ 5 64] ; [7 9],[ 9.74117647 59.25882353] ; [ 2.25882353 13.74117647],1
p6,1,0.000855,11.116893,[ 7 59] ; [7 8],[11.40740741 54.59259259] ; [ 2.59259259 12.40740741],1
s5,1,0.006973,7.28,[ 9 56] ; [6 7],[12.5 52.5] ; [ 2.5 10.5],0
p3,1,0.00727,7.204989,[15 52] ; [9 7],[19.37349398 47.62650602] ; [ 4.62650602 11.37349398],0
s3,1,0.007852,7.0669,[26 42] ; [12  4],[30.76190476 37.23809524] ; [7.23809524 8.76190476],0
s2,1,0.007866,7.063801,[19 50] ; [10  6],[23.54117647 45.45882353] ; [ 5.45882353 10.54117647],0
s7,1,0.008337,6.959707,[12 51] ; [7 6],[15.75 47.25] ; [3.25 9.75],0
s6,1,0.053913,3.715385,[23 46] ; [9 6],[26.28571429 42.71428571] ; [5.71428571 9.28571429],0
r4,1,0.062813,3.461498,[34 35] ; [12  4],[37.34117647 31.65882353] ; [8.65882353 7.34117647],0
u3,1,0.070041,3.282051,[11 15] ; [5 1],[13. 13.] ; [3. 3.],0
a2,1,0.126981,2.329031,[16 53] ; [ 1 15],[13.8 55.2] ; [ 3.2 12.8],0
d4,1,0.130267,2.289322,[46 21] ; [14  2],[48.43373494 18.56626506] ; [11.56626506  4.43373494],0
n5,1,0.132855,2.258824,[31 37] ; [ 4 12],[28.33333333 39.66666667] ; [6.66666667 9.33333333],0
v2,1,0.172842,1.858121,[20 43] ; [8 8],[22.32911392 40.67088608] ; [ 5.67088608 10.32911392],0
p2,1,0.18529,1.754679,[30 38] ; [10  6],[32.38095238 35.61904762] ; [7.61904762 8.38095238],0
p7,1,0.210315,1.569259,[20 47] ; [7 8],[22.06097561 44.93902439] ; [ 4.93902439 10.06097561],0
a7,1,0.212083,1.557149,[46 23] ; [8 8],[43.83529412 25.16470588] ; [10.16470588  5.83529412],0
r3,1,0.226792,1.46087,[44 25] ; [12  3],[46. 23.] ; [10.  5.],0
d5,1,0.240611,1.377009,[45 23] ; [13  3],[46.95238095 21.04761905] ; [11.04761905  4.95238095],0
n3,1,0.253555,1.303611,[17 13] ; [7 2],[18.46153846 11.53846154] ; [5.53846154 3.46153846],0
d1,1,0.254675,1.297475,[28 41] ; [9 7],[30.03529412 38.96470588] ; [6.96470588 9.03529412],0
p5,1,0.270679,1.213305,[ 1 65] ; [ 1 15],[ 1.6097561 64.3902439] ; [ 0.3902439 15.6097561],0
b1,1,0.271523,1.209038,[37 32] ; [11  5],[38.96470588 30.03529412] ; [9.03529412 6.96470588],0
b4,1,0.302624,1.062595,[40 29] ; [7 9],[38.15294118 30.84705882] ; [8.84705882 7.15294118],0
u1,1,0.345619,0.889477,[ 4 65] ; [ 2 14],[ 4.87058824 64.12941176] ; [ 1.12941176 14.87058824],0
d2,1,0.381297,0.766516,[30 38] ; [9 7],[31.57142857 36.42857143] ; [7.42857143 8.57142857],0
d3,1,0.438892,0.599179,[39 28] ; [11  5],[40.36144578 26.63855422] ; [9.63855422 6.36144578],0
v4,1,0.496536,0.462332,[45 23] ; [12  4],[46.14285714 21.85714286] ; [10.85714286  5.14285714],0
p10,1,0.497394,0.460492,[22 44] ; [6 8],[23.1 42.9] ; [4.9 9.1],0
a6,1,0.528264,0.39773,[44 24] ; [9 7],[42.9047619 25.0952381] ; [10.0952381  5.9047619],0
r2,1,0.534039,0.386701,[55 14] ; [13  2],[55.85714286 13.14285714] ; [12.14285714  2.85714286],0
u2,1,0.568261,0.3256,[14 12] ; [4 2],[14.625 11.375] ; [3.375 2.625],0
a5,1,0.636403,0.223477,[39 30] ; [8 8],[38.15294118 30.84705882] ; [8.84705882 7.15294118],0
p1,1,0.638675,0.220479,[ 6 63] ; [ 2 14],[ 6.49411765 62.50588235] ; [ 1.50588235 14.49411765],0
a8,1,0.655514,0.199018,[ 7 60] ; [ 1 14],[ 6.53658537 60.46341463] ; [ 1.46341463 13.53658537],0
s1,1,0.677461,0.172998,[ 7 62] ; [ 1 14],[ 6.57142857 62.42857143] ; [ 1.42857143 13.57142857],0
p9,1,0.678861,0.171411,[29 37] ; [7 7],[29.7 36.3] ; [6.3 7.7],0
p4,1,0.699686,0.148799,[18 50] ; [ 5 11],[18.61904762 49.38095238] ; [ 4.38095238 11.61904762],0
b2,1,0.709875,0.138401,[12 27] ; [3 5],[12.44680851 26.55319149] ; [2.55319149 5.44680851],0
b3,1,0.709875,0.138401,[12 27] ; [3 5],[12.44680851 26.55319149] ; [2.55319149 5.44680851],0
n2,1,0.768321,0.086772,[16 16] ; [5 4],[16.3902439 15.6097561] ; [4.6097561 4.3902439],0
p8,1,0.818604,0.052597,[15 51] ; [ 3 12],[14.66666667 51.33333333] ; [ 3.33333333 11.66666667],0
v1,1,0.837627,0.041996,[24 45] ; [ 6 10],[24.35294118 44.64705882] ; [ 5.64705882 10.35294118],0
n4,1,0.849323,0.036093,[32 37] ; [7 9],[31.65882353 37.34117647] ; [7.34117647 8.65882353],0
a4,1,0.900108,0.015756,[29 40] ; [7 9],[29.22352941 39.77647059] ; [6.77647059 9.22352941],0
n1,1,0.905546,0.01408,[10 22] ; [3 6],[10.14634146 21.85365854] ; [2.85365854 6.14634146],0
v3,1,0.945644,0.004648,[16 46] ; [ 4 11],[16.1038961 45.8961039] ; [ 3.8961039 11.1038961],0
a3,1,0.956543,0.002969,[42 26] ; [10  6],[42.0952381 25.9047619] ; [9.9047619 6.0952381],0
b5,1,0.958342,0.002728,[34 35] ; [8 8],[34.09411765 34.90588235] ; [7.90588235 8.09411765],0
r1,1,0.989249,0.000182,[43 26] ; [10  6],[43.02352941 25.97647059] ; [9.97647059 6.02352941],0
