Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5e-06,20.963502,[15 47] ; [24  9],[25.45263158 36.54736842] ; [13.54736842 19.45263158],1
s2,1,1e-05,19.434874,[20 43] ; [28  8],[30.54545455 32.45454545] ; [17.45454545 18.54545455],1
s5,1,2.1e-05,18.071214,[11 51] ; [21 14],[20.45360825 41.54639175] ; [11.54639175 23.45360825],1
s6,1,0.001279,10.372197,[33 29] ; [30  5],[40.26804124 21.73195876] ; [22.73195876 12.26804124],0
s3,1,0.001377,10.235848,[24 38] ; [26 10],[31.63265306 30.36734694] ; [18.36734694 17.63265306],0
b2,1,0.00143,10.166092,[ 6 22] ; [14  7],[11.42857143 16.57142857] ; [ 8.57142857 12.42857143],0
b3,1,0.00143,10.166092,[ 6 22] ; [14  7],[11.42857143 16.57142857] ; [ 8.57142857 12.42857143],0
p1,1,0.005718,7.637176,[ 2 61] ; [ 7 28],[ 5.78571429 57.21428571] ; [ 3.21428571 31.78571429],0
n1,1,0.008908,6.841174,[ 2 20] ; [7 8],[ 5.35135135 16.64864865] ; [ 3.64864865 11.35135135],0
p10,1,0.011305,6.416719,[42 19] ; [32  3],[47.02083333 13.97916667] ; [26.97916667  8.02083333],0
p6,1,0.011907,6.324649,[ 9 48] ; [14 22],[14.09677419 42.90322581] ; [ 8.90322581 27.09677419],0
r4,1,0.026192,4.943287,[46 17] ; [33  3],[50.27272727 12.72727273] ; [28.72727273  7.27272727],0
d2,1,0.049651,3.85322,[19 44] ; [18 18],[23.54545455 39.45454545] ; [13.45454545 22.54545455],0
a5,1,0.054246,3.70512,[39 24] ; [29  7],[43.27272727 19.72727273] ; [24.72727273 11.27272727],0
d3,1,0.054868,3.686102,[37 26] ; [28  8],[41.36363636 21.63636364] ; [23.63636364 12.36363636],0
r3,1,0.064219,3.424931,[53  9] ; [35  1],[55.67346939  6.32653061] ; [32.32653061  3.67346939],0
s4,1,0.085609,2.955063,[10 53] ; [11 25],[13.36363636 49.63636364] ; [ 7.63636364 28.36363636],0
a8,1,0.087568,2.91853,[ 1 60] ; [ 3 30],[ 2.59574468 58.40425532] ; [ 1.40425532 31.59574468],0
d1,1,0.138296,2.196822,[27 36] ; [21 15],[30.54545455 32.45454545] ; [17.45454545 18.54545455],0
p4,1,0.144616,2.128146,[25 37] ; [20 16],[28.46938776 33.53061224] ; [16.53061224 19.46938776],0
b5,1,0.173672,1.850962,[35 28] ; [25 11],[38.18181818 24.81818182] ; [21.81818182 14.18181818],0
r2,1,0.175516,1.835185,[53  9] ; [34  2],[55.04081633  6.95918367] ; [31.95918367  4.04081633],0
p8,1,0.198216,1.65547,[24 37] ; [19 17],[27.04123711 33.95876289] ; [15.95876289 20.04123711],0
d4,1,0.226778,1.460955,[50 13] ; [32  4],[52.18181818 10.81818182] ; [29.81818182  6.18181818],0
d5,1,0.24388,1.358027,[44 19] ; [29  7],[46.45454545 16.54545455] ; [26.54545455  9.45454545],0
p12,1,0.252832,1.307586,[ 2 60] ; [ 3 32],[ 3.19587629 58.80412371] ; [ 1.80412371 33.19587629],0
u1,1,0.294861,1.097291,[ 6 57] ; [ 6 30],[ 7.63636364 55.36363636] ; [ 4.36363636 31.63636364],0
b4,1,0.350864,0.87033,[36 27] ; [24 12],[38.18181818 24.81818182] ; [21.81818182 14.18181818],0
p3,1,0.357616,0.846247,[23 38] ; [17 19],[25.15463918 35.84536082] ; [14.84536082 21.15463918],0
a3,1,0.385446,0.753261,[42 21] ; [27  9],[43.90909091 19.09090909] ; [25.09090909 10.90909091],0
n5,1,0.410195,0.678235,[24 38] ; [17 19],[25.93877551 36.06122449] ; [15.06122449 20.93877551],0
v3,1,0.47693,0.505876,[21 41] ; [14 20],[22.60416667 39.39583333] ; [12.39583333 21.60416667],0
a7,1,0.478027,0.50336,[43 20] ; [27  9],[44.54545455 18.45454545] ; [25.45454545 10.54545455],0
a2,1,0.485863,0.485675,[12 51] ; [ 9 27],[13.36363636 49.63636364] ; [ 7.63636364 28.36363636],0
r1,1,0.489833,0.476893,[45 18] ; [28  8],[46.45454545 16.54545455] ; [26.54545455  9.45454545],0
u2,1,0.507256,0.439724,[13  8] ; [6 2],[13.75862069  7.24137931] ; [5.24137931 2.75862069],0
a6,1,0.548522,0.359971,[40 23] ; [25 11],[41.36363636 21.63636364] ; [23.63636364 12.36363636],0
a1,1,0.562752,0.334962,[ 2 61] ; [ 2 34],[ 2.54545455 60.45454545] ; [ 1.45454545 34.54545455],0
s1,1,0.61913,0.247093,[ 3 59] ; [ 1 35],[ 2.53061224 59.46938776] ; [ 1.46938776 34.53061224],0
a4,1,0.643568,0.214105,[25 38] ; [16 20],[26.09090909 36.90909091] ; [14.90909091 21.09090909],0
p7,1,0.656645,0.197625,[33 28] ; [20 14],[34.03157895 26.96842105] ; [18.96842105 15.03157895],0
p2,1,0.694766,0.153975,[47 15] ; [26 10],[46.18367347 15.81632653] ; [26.81632653  9.18367347],0
v2,1,0.706787,0.141507,[40 22] ; [20 13],[39.15789474 22.84210526] ; [20.84210526 12.15789474],0
b1,1,0.725214,0.123552,[25 38] ; [13 23],[24.18181818 38.81818182] ; [13.81818182 22.18181818],0
p11,1,0.776207,0.080807,[42 21] ; [25 11],[42.63636364 20.36363636] ; [24.36363636 11.63636364],0
n3,1,0.822818,0.050141,[14  8] ; [9 6],[13.67567568  8.32432432] ; [9.32432432 5.67567568],0
n2,1,0.84316,0.039146,[17  5] ; [12  3],[17.24324324  4.75675676] ; [11.75675676  3.24324324],0
p5,1,0.884892,0.020958,[ 4 58] ; [ 2 33],[ 3.83505155 58.16494845] ; [ 2.16494845 32.83505155],0
n6,1,0.925754,0.008684,[39 24] ; [22 13],[39.21428571 23.78571429] ; [21.78571429 13.21428571],0
