Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.000966,10.89218,[27  5] ; [5 9],[22.26086957  9.73913043] ; [9.73913043 4.26086957],1
d2,1,0.003029,8.790068,[22 10] ; [ 3 11],[17.39130435 14.60869565] ; [7.60869565 6.39130435],0
r4,1,0.00844,6.937741,[29  3] ; [8 6],[25.73913043  6.26086957] ; [11.26086957  2.73913043],0
a4,1,0.014809,5.939017,[14 18] ; [ 1 13],[10.43478261 21.56521739] ; [4.56521739 9.43478261],0
s6,1,0.019172,5.485714,[26  2] ; [9 5],[23.33333333  4.66666667] ; [11.66666667  2.33333333],0
u3,1,0.036331,4.381481,[1 4] ; [7 2],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
n4,1,0.038603,4.278274,[30  2] ; [10  4],[27.82608696  4.17391304] ; [12.17391304  1.82608696],0
s8,1,0.042082,4.131892,[19 12] ; [ 4 10],[15.84444444 15.15555556] ; [7.15555556 6.84444444],0
p1,1,0.077777,3.110761,[10 22] ; [ 1 13],[ 7.65217391 24.34782609] ; [ 3.34782609 10.65217391],0
s7,1,0.085898,2.949621,[22  8] ; [6 7],[19.53488372 10.46511628] ; [8.46511628 4.53488372],0
s3,1,0.097782,2.741355,[22 10] ; [6 8],[19.47826087 12.52173913] ; [8.52173913 5.47826087],0
n6,1,0.103534,2.65024,[30  2] ; [10  3],[28.44444444  3.55555556] ; [11.55555556  1.44444444],0
r2,1,0.103534,2.65024,[30  2] ; [10  3],[28.44444444  3.55555556] ; [11.55555556  1.44444444],0
n1,1,0.118991,2.430556,[6 2] ; [2 4],[4.57142857 3.42857143] ; [3.42857143 2.57142857],0
n5,1,0.128047,2.316028,[30  2] ; [11  3],[28.52173913  3.47826087] ; [12.47826087  1.52173913],0
a2,1,0.160087,1.973402,[ 8 24] ; [ 1 13],[ 6.26086957 25.73913043] ; [ 2.73913043 11.26086957],0
s2,1,0.199934,1.642857,[18 14] ; [5 9],[16. 16.] ; [7. 7.],0
d1,1,0.216244,1.529121,[20 12] ; [6 8],[18.08695652 13.91304348] ; [7.91304348 6.08695652],0
a5,1,0.225845,1.466837,[24  8] ; [8 6],[22.26086957  9.73913043] ; [9.73913043 4.26086957],0
