Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,40.702148,[28 50] ; [106  27],[49.53554502 28.46445498] ; [84.46445498 48.53554502],1
a5,1,0.0,27.320314,[27 51] ; [95 38],[45.09952607 32.90047393] ; [76.90047393 56.09952607],1
a3,1,7.8e-05,15.607733,[34 43] ; [94 37],[47.38461538 29.61538462] ; [80.61538462 50.38461538],1
a4,1,0.00024,13.491467,[15 63] ; [58 73],[27.24401914 50.75598086] ; [45.75598086 85.24401914],1
a2,1,0.001136,10.591609,[ 5 73] ; [ 32 101],[13.67772512 64.32227488] ; [ 23.32227488 109.67772512],0
s7,1,0.001912,9.631807,[12 63] ; [46 80],[21.64179104 53.35820896] ; [36.35820896 89.64179104],0
a8,1,0.003337,8.613563,[ 2 73] ; [ 20 104],[ 8.29145729 66.70854271] ; [ 13.70854271 110.29145729],0
n1,1,0.003926,8.317796,[ 7 26] ; [26 23],[13.2804878 19.7195122] ; [19.7195122 29.2804878],0
r1,1,0.006318,7.457386,[39 39] ; [91 41],[48.28571429 29.71428571] ; [81.71428571 50.28571429],0
u1,1,0.016608,5.737314,[ 3 75] ; [ 19 114],[ 8.13270142 69.86729858] ; [ 13.86729858 119.13270142],0
v3,1,0.020925,5.333053,[ 7 70] ; [ 28 102],[13.01932367 63.98067633] ; [ 21.98067633 108.01932367],0
p5,1,0.049955,3.842953,[ 1 76] ; [ 10 122],[ 4.05263158 72.94736842] ; [  6.94736842 125.05263158],0
r2,1,0.056066,3.6501,[63 15] ; [118  13],[67.55023923 10.44976077] ; [113.44976077  17.55023923],0
s6,1,0.084855,2.969367,[29 48] ; [65 65],[34.96618357 42.03381643] ; [59.03381643 70.96618357],0
u3,1,0.088775,2.896441,[24 20] ; [14 25],[20.14457831 23.85542169] ; [17.85542169 21.14457831],0
n6,1,0.091484,2.848061,[48 30] ; [96 36],[53.48571429 24.51428571] ; [90.51428571 41.48571429],0
s3,1,0.119728,2.420873,[28 50] ; [61 69],[33.375 44.625] ; [55.625 74.375],0
s4,1,0.131483,2.274902,[17 61] ; [ 18 113],[13.06220096 64.93779904] ; [ 21.93779904 109.06220096],0
s8,1,0.209107,1.577597,[14 63] ; [34 98],[17.68421053 59.31578947] ; [ 30.31578947 101.68421053],0
d2,1,0.227648,1.455499,[27 51] ; [56 74],[31.125 46.875] ; [51.875 78.125],0
d5,1,0.244712,1.353241,[47 30] ; [91 41],[50.84210526 26.15789474] ; [87.15789474 44.84210526],0
v1,1,0.298299,1.081785,[19 57] ; [42 90],[22.28846154 53.71153846] ; [38.71153846 93.28846154],0
p9,1,0.344207,0.894698,[52 23] ; [81 48],[48.89705882 26.10294118] ; [84.10294118 44.89705882],0
a7,1,0.355571,0.853476,[49 28] ; [76 57],[45.83333333 31.16666667] ; [79.16666667 53.83333333],0
s1,1,0.36996,0.803798,[ 3 75] ; [  9 123],[ 4.45714286 73.54285714] ; [  7.54285714 124.45714286],0
a1,1,0.376541,0.781965,[ 3 75] ; [  9 124],[ 4.43601896 73.56398104] ; [  7.56398104 125.43601896],0
r3,1,0.410982,0.675959,[64 14] ; [102  30],[61.65714286 16.34285714] ; [104.34285714  27.65714286],0
r4,1,0.413627,0.668351,[54 24] ; [99 34],[56.55924171 21.44075829] ; [96.44075829 36.55924171],0
d1,1,0.433544,0.613311,[28 50] ; [55 78],[30.68246445 47.31753555] ; [52.31753555 80.68246445],0
p11,1,0.498659,0.45779,[45 33] ; [83 50],[47.31753555 30.68246445] ; [80.68246445 52.31753555],0
v4,1,0.539905,0.375716,[65 12] ; [107  25],[63.36842105 13.63157895] ; [108.63157895  23.36842105],0
b2,1,0.542533,0.370865,[11 27] ; [28 53],[12.45378151 25.54621849] ; [26.54621849 54.45378151],0
b3,1,0.542533,0.370865,[11 27] ; [28 53],[12.45378151 25.54621849] ; [26.54621849 54.45378151],0
n2,1,0.544758,0.366793,[21 12] ; [35 15],[22.26506024 10.73493976] ; [33.73493976 16.26506024],0
u2,1,0.559219,0.341059,[22 22] ; [17 22],[20.6746988 23.3253012] ; [18.3253012 20.6746988],0
s5,1,0.562957,0.33461,[15 62] ; [ 30 101],[16.65865385 60.34134615] ; [ 28.34134615 102.65865385],0
a6,1,0.625035,0.238854,[44 34] ; [79 53],[45.68571429 32.31428571] ; [77.31428571 54.68571429],0
p1,1,0.629805,0.232325,[ 4 73] ; [  9 122],[ 4.8125 72.1875] ; [  8.1875 122.8125],0
b4,1,0.641503,0.216782,[42 36] ; [76 57],[43.62085308 34.37914692] ; [74.37914692 58.62085308],0
p6,1,0.670385,0.181152,[12 64] ; [ 18 114],[10.96153846 65.03846154] ; [ 19.03846154 112.96153846],0
b1,1,0.679297,0.170919,[30 48] ; [55 78],[31.42180095 46.57819905] ; [53.57819905 79.42180095],0
p7,1,0.685604,0.163886,[26 48] ; [49 80],[27.33990148 46.66009852] ; [47.66009852 81.33990148],0
b5,1,0.700903,0.147534,[49 29] ; [80 53],[47.68720379 30.31279621] ; [81.31279621 51.68720379],0
d4,1,0.724045,0.12465,[55 23] ; [90 42],[53.85714286 24.14285714] ; [91.14285714 40.85714286],0
p3,1,0.780653,0.077545,[13 65] ; [ 24 108],[13.74285714 64.25714286] ; [ 23.25714286 108.74285714],0
s2,1,0.861793,0.030308,[24 53] ; [43 90],[24.56666667 52.43333333] ; [42.43333333 90.56666667],0
d3,1,0.894182,0.017693,[39 37] ; [69 63],[39.46153846 36.53846154] ; [68.53846154 63.46153846],0
n3,1,0.921089,0.009813,[20 13] ; [29 18],[20.2125 12.7875] ; [28.7875 18.2125],0
p8,1,0.943464,0.005029,[24 54] ; [40 92],[23.77142857 54.22857143] ; [40.22857143 91.77142857],0
p2,1,1.0,0.0,[49 28] ; [84 48],[49. 28.] ; [84. 48.],0
p10,1,1.0,0.0,[44 32] ; [77 56],[44. 32.] ; [77. 56.],0
