Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,104.994746,[64 38] ; [448  18],[91.94366197 10.05633803] ; [420.05633803  45.94366197],1
v4,1,0.0,36.444062,[85 17] ; [454  11],[96.96296296  5.03703704] ; [442.03703704  22.96296296],1
r2,1,0.0,33.892164,[83 16] ; [452  11],[94.24377224  4.75622776] ; [440.75622776  22.24377224],1
r3,1,0.0,33.355052,[84 18] ; [448  14],[96.21276596  5.78723404] ; [435.78723404  26.21276596],1
s6,1,1.4e-05,18.931612,[51 47] ; [339 118],[68.86486486 29.13513514] ; [321.13513514 135.86486486],1
u1,1,0.000119,14.810251,[ 8 94] ; [118 348],[22.62676056 79.37323944] ; [103.37323944 362.62676056],1
s8,1,0.000574,11.858924,[34 68] ; [241 221],[49.73404255 52.26595745] ; [225.26595745 236.73404255],1
p7,1,0.00091,11.001836,[53 48] ; [313 136],[67.21090909 33.78909091] ; [298.78909091 150.21090909],1
d4,1,0.001012,10.80504,[80 22] ; [419  46],[89.76719577 12.23280423] ; [409.23280423  55.76719577],0
p2,1,0.001068,10.705433,[75 25] ; [407  57],[85.46099291 14.53900709] ; [396.53900709  67.46099291],0
a2,1,0.001176,10.527464,[16 86] ; [148 318],[29.45070423 72.54929577] ; [134.54929577 331.45070423],0
d1,1,0.001285,10.363691,[59 43] ; [344 122],[72.36971831 29.63028169] ; [330.63028169 135.36971831],0
p8,1,0.001732,9.814052,[40 60] ; [261 195],[54.13669065 45.86330935] ; [246.86330935 209.13669065],0
s5,1,0.003171,8.706643,[21 73] ; [173 278],[33.46055046 60.53944954] ; [160.53944954 290.46055046],0
s7,1,0.00331,8.628091,[37 58] ; [246 197],[49.97211896 45.02788104] ; [233.02788104 209.97211896],0
u3,1,0.0056,7.674649,[10 20] ; [62 38],[16.61538462 13.38461538] ; [55.38461538 44.61538462],0
a7,1,0.00771,7.099589,[63 39] ; [347 117],[73.8869258 28.1130742] ; [336.1130742 127.8869258],0
v1,1,0.010572,6.535879,[46 52] ; [278 178],[57.31407942 40.68592058] ; [266.68592058 189.31407942],0
s2,1,0.012657,6.216385,[43 59] ; [256 203],[54.36363636 47.63636364] ; [244.63636364 214.36363636],0
p4,1,0.013311,6.127251,[56 45] ; [317 147],[66.67787611 34.32212389] ; [306.32212389 157.67787611],0
d3,1,0.015956,5.807721,[64 37] ; [350 116],[73.74603175 27.25396825] ; [340.25396825 125.74603175],0
d2,1,0.031798,4.609355,[46 54] ; [268 196],[55.67375887 44.32624113] ; [258.32624113 205.67375887],0
v2,1,0.034734,4.458209,[48 50] ; [272 177],[57.3308958 40.6691042] ; [262.6691042 186.3308958],0
a5,1,0.035345,4.42844,[73 29] ; [377  89],[80.80985915 21.19014085] ; [369.19014085  96.80985915],0
n4,1,0.035988,4.397682,[86 16] ; [425  41],[91.76408451 10.23591549] ; [419.23591549  46.76408451],0
n6,1,0.045024,4.017741,[86 15] ; [426  39],[91.3639576  9.6360424] ; [420.6360424  44.3639576],0
p10,1,0.05206,3.773832,[79 22] ; [397  65],[85.39253996 15.60746004] ; [390.60746004  71.39253996],0
v3,1,0.056138,3.647957,[35 64] ; [206 243],[43.53832117 55.46167883] ; [197.46167883 251.53832117],0
p12,1,0.069732,3.289319,[ 4 97] ; [ 44 418],[ 8.61101243 92.38898757] ; [ 39.38898757 422.61101243],0
a3,1,0.069936,3.284522,[72 30] ; [366  98],[78.93286219 23.06713781] ; [359.06713781 104.93286219],0
a4,1,0.093106,2.819831,[45 56] ; [250 215],[52.64134276 48.35865724] ; [242.35865724 222.64134276],0
s3,1,0.098315,2.732672,[51 51] ; [270 188],[58.46785714 43.53214286] ; [262.53214286 195.46785714],0
a1,1,0.150873,2.063398,[ 9 93] ; [ 24 442],[ 5.92605634 96.07394366] ; [ 27.07394366 438.92605634],0
p3,1,0.209016,1.578227,[49 52] ; [257 207],[54.70088496 46.29911504] ; [251.29911504 212.70088496],0
b4,1,0.243037,1.36289,[64 38] ; [263 203],[58.72183099 43.27816901] ; [268.27816901 197.72183099],0
a8,1,0.27316,1.20081,[12 85] ; [ 70 344],[15.56555773 81.43444227] ; [ 66.43444227 347.56555773],0
a6,1,0.389776,0.73964,[68 34] ; [330 135],[71.5978836 30.4021164] ; [326.4021164 138.5978836],0
p11,1,0.405489,0.691988,[80 22] ; [382  84],[82.96478873 19.03521127] ; [379.03521127  86.96478873],0
p5,1,0.427494,0.629622,[11 90] ; [ 64 398],[13.45470693 87.54529307] ; [ 61.54529307 400.45470693],0
n2,1,0.462286,0.540354,[23  9] ; [72 20],[24.51612903  7.48387097] ; [70.48387097 21.51612903],0
p9,1,0.50836,0.437441,[86 15] ; [402  57],[88.01428571 12.98571429] ; [399.98571429  59.01428571],0
n3,1,0.53807,0.379129,[21 11] ; [65 26],[22.37398374  9.62601626] ; [63.62601626 27.37398374],0
u4,1,0.563978,0.332864,[  2 100] ; [ 14 452],[ 2.87323944 99.12676056] ; [ 13.12676056 452.87323944],0
s4,1,0.565159,0.33085,[18 84] ; [ 70 386],[16.08602151 85.91397849] ; [ 71.91397849 384.08602151],0
p6,1,0.633605,0.227204,[37 62] ; [183 275],[39.10233393 59.89766607] ; [180.89766607 277.10233393],0
n1,1,0.637665,0.221809,[14 16] ; [38 53],[12.89256198 17.10743802] ; [39.10743802 51.89256198],0
u2,1,0.681288,0.16868,[16 14] ; [57 42],[16.97674419 13.02325581] ; [56.02325581 42.97674419],0
s1,1,0.709511,0.138766,[ 2 99] ; [ 12 446],[ 2.52951699 98.47048301] ; [ 11.47048301 446.52951699],0
p1,1,0.718877,0.129571,[ 9 93] ; [ 36 428],[ 8.10954064 93.89045936] ; [ 36.89045936 427.10954064],0
b5,1,0.814906,0.054804,[63 39] ; [282 184],[61.95422535 40.04577465] ; [283.04577465 182.95422535],0
b1,1,0.830852,0.045629,[41 61] ; [182 284],[40.04577465 61.95422535] ; [182.95422535 283.04577465],0
b3,1,0.864759,0.029009,[24 39] ; [115 178],[24.59831461 38.40168539] ; [114.40168539 178.59831461],0
b2,1,0.864759,0.029009,[24 39] ; [115 178],[24.59831461 38.40168539] ; [114.40168539 178.59831461],0
