Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.993447,[183  81] ; [16 33],[167.84664537  96.15335463] ; [31.15335463 17.84664537],1
p4,1,8.3e-05,15.483351,[172  94] ; [17 32],[159.6 106.4] ; [29.4 19.6],1
v1,1,0.00021,13.739034,[156 107] ; [15 34],[144.14423077 118.85576923] ; [26.85576923 22.14423077],1
p11,1,0.000743,11.37883,[228  38] ; [33 17],[219.70253165  46.29746835] ; [41.29746835  8.70253165],1
d5,1,0.001933,9.612504,[224  41] ; [33 17],[216.20634921  48.79365079] ; [40.79365079  9.20634921],0
r4,1,0.006301,7.462259,[239  27] ; [38 12],[233.17088608  32.82911392] ; [43.82911392  6.17088608],0
p9,1,0.008267,6.974714,[254  12] ; [42  7],[249.95555556  16.04444444] ; [46.04444444  2.95555556],0
p6,1,0.017153,5.680667,[ 99 165] ; [10 40],[ 91.6433121 172.3566879] ; [17.3566879 32.6433121],0
s4,1,0.021814,5.260584,[ 28 235] ; [11 38],[ 32.875 230.125] ; [ 6.125 42.875],0
r1,1,0.022029,5.243498,[210  56] ; [32 18],[203.70886076  62.29113924] ; [38.29113924 11.70886076],0
d3,1,0.034837,4.45313,[183  81] ; [27 23],[176.56050955  87.43949045] ; [33.43949045 16.56050955],0
p8,1,0.038939,4.263527,[156 105] ; [22 28],[149.38263666 111.61736334] ; [28.61736334 21.38263666],0
n5,1,0.03965,4.232785,[205  59] ; [32 18],[199.2611465  64.7388535] ; [37.7388535 12.2611465],0
s1,1,0.048883,3.879384,[  4 260] ; [ 3 47],[  5.88535032 258.11464968] ; [ 1.11464968 48.88535032],0
v4,1,0.05691,3.625216,[256  10] ; [45  5],[253.37341772  12.62658228] ; [47.62658228  2.37341772],0
n4,1,0.067247,3.348963,[203  63] ; [32 18],[197.8164557  68.1835443] ; [37.1835443 12.8164557],0
a1,1,0.090158,2.871553,[  8 258] ; [ 4 46],[ 10.10126582 255.89873418] ; [ 1.89873418 48.10126582],0
r3,1,0.099286,2.716981,[250  15] ; [44  6],[247.33333333  17.66666667] ; [46.66666667  3.33333333],0
d4,1,0.119838,2.419431,[217  49] ; [36 14],[212.96835443  53.03164557] ; [40.03164557  9.96835443],0
p3,1,0.148748,2.08504,[136 130] ; [20 30],[131.3164557 134.6835443] ; [24.6835443 25.3164557],0
n6,1,0.153954,2.032625,[232  33] ; [40 10],[228.82539683  36.17460317] ; [43.17460317  6.82539683],0
s6,1,0.178365,1.811197,[129 133] ; [19 30],[124.68167203 137.31832797] ; [23.31832797 25.68167203],0
n2,1,0.218258,1.515789,[36 21] ; [12  3],[38. 19.] ; [10.  5.],0
d1,1,0.247708,1.336184,[146 120] ; [23 27],[142.25949367 123.74050633] ; [26.74050633 23.25949367],0
r2,1,0.263573,1.249891,[240  24] ; [42  7],[237.85303514  26.14696486] ; [44.14696486  4.85303514],0
a8,1,0.276637,1.183535,[ 29 207] ; [ 3 42],[ 26.87544484 209.12455516] ; [ 5.12455516 39.87544484],0
a7,1,0.294384,1.099463,[199  66] ; [34 16],[196.01587302  68.98412698] ; [36.98412698 13.01587302],0
a4,1,0.307848,1.039886,[116 149] ; [18 32],[112.73015873 152.26984127] ; [21.26984127 28.73015873],0
p5,1,0.340181,0.909748,[ 34 232] ; [ 4 46],[ 31.98734177 234.01265823] ; [ 6.01265823 43.98734177],0
b5,1,0.361069,0.834171,[162 104] ; [27 23],[159.09493671 106.90506329] ; [29.90506329 20.09493671],0
s7,1,0.367918,0.810686,[ 83 170] ; [12 34],[ 80.38461538 172.61538462] ; [14.61538462 31.38461538],0
v3,1,0.370594,0.801671,[ 96 164] ; [21 27],[ 98.76623377 161.23376623] ; [18.23376623 29.76623377],0
p12,1,0.374447,0.788855,[ 13 252] ; [ 4 46],[ 14.3015873 250.6984127] ; [ 2.6984127 47.3015873],0
n1,1,0.380021,0.770632,[18 39] ; [ 3 12],[16.625 40.375] ; [ 4.375 10.625],0
a5,1,0.406463,0.689123,[201  65] ; [35 15],[198.65822785  67.34177215] ; [37.34177215 12.65822785],0
u2,1,0.457753,0.551382,[50 34] ; [9 9],[48.58823529 35.41176471] ; [10.41176471  7.58823529],0
a3,1,0.515539,0.422808,[182  83] ; [32 18],[180.03174603  84.96825397] ; [33.96825397 16.03174603],0
a2,1,0.518837,0.416204,[ 53 213] ; [ 8 42],[ 51.34810127 214.65189873] ; [ 9.65189873 40.34810127],0
n3,1,0.593517,0.284885,[37 19] ; [11  4],[37.85915493 18.14084507] ; [10.14084507  4.85915493],0
a6,1,0.618654,0.247763,[185  81] ; [33 17],[183.50632911  82.49367089] ; [34.49367089 15.50632911],0
p1,1,0.619162,0.247047,[ 21 245] ; [ 5 45],[ 21.88607595 244.11392405] ; [ 4.11392405 45.88607595],0
d2,1,0.629014,0.233401,[113 153] ; [19 30],[111.46666667 154.53333333] ; [20.53333333 28.46666667],0
s5,1,0.668278,0.183624,[ 65 198] ; [13 34],[ 66.17419355 196.82580645] ; [11.82580645 35.17419355],0
b4,1,0.71741,0.130988,[151 115] ; [27 23],[149.83544304 116.16455696] ; [28.16455696 21.83544304],0
u3,1,0.782942,0.075893,[45 39] ; [9 9],[44.47058824 39.52941176] ; [9.52941176 8.47058824],0
u1,1,0.798338,0.065279,[ 41 225] ; [ 7 43],[ 40.40506329 225.59493671] ; [ 7.59493671 42.40506329],0
b2,1,0.804571,0.061225,[58 91] ; [12 17],[58.59550562 90.40449438] ; [11.40449438 17.59550562],0
b3,1,0.804571,0.061225,[58 91] ; [12 17],[58.59550562 90.40449438] ; [11.40449438 17.59550562],0
s2,1,0.8796,0.022945,[ 41 224] ; [ 8 41],[ 41.35350318 223.64649682] ; [ 7.64649682 41.35350318],0
b1,1,0.899463,0.015962,[ 88 178] ; [17 33],[ 88.38607595 177.61392405] ; [16.61392405 33.38607595],0
v2,1,0.91749,0.010732,[149 110] ; [28 20],[149.3257329 109.6742671] ; [27.6742671 20.3257329],0
s8,1,0.965313,0.001891,[ 75 190] ; [14 36],[ 74.87301587 190.12698413] ; [14.12698413 35.87301587],0
