Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004243,8.176746,[70  2] ; [64 13],[64.75167785  7.24832215] ; [69.24832215  7.75167785],0
v3,1,0.005843,7.598232,[26 42] ; [13 61],[18.67605634 49.32394366] ; [20.32394366 53.67605634],0
v1,1,0.006213,7.48744,[33 37] ; [19 56],[25.10344828 44.89655172] ; [26.89655172 48.10344828],0
d1,1,0.018757,5.523983,[40 32] ; [28 49],[32.8590604 39.1409396] ; [35.1409396 41.8590604],0
d5,1,0.025761,4.971976,[59 13] ; [50 26],[53.02702703 18.97297297] ; [55.97297297 20.02702703],0
n6,1,0.029091,4.762248,[50 22] ; [40 37],[43.48993289 28.51006711] ; [46.51006711 30.48993289],0
d3,1,0.050092,3.838391,[51 21] ; [42 34],[45.24324324 26.75675676] ; [47.75675676 28.24324324],0
r2,1,0.055122,3.678394,[65  4] ; [64 12],[61.3862069  7.6137931] ; [67.6137931  8.3862069],0
d4,1,0.057284,3.614325,[63  9] ; [58 19],[58.46979866 13.53020134] ; [62.53020134 14.46979866],0
u3,1,0.066189,3.375091,[ 7 14] ; [20 14],[10.30909091 10.69090909] ; [16.69090909 17.30909091],0
a6,1,0.070876,3.262614,[47 25] ; [39 38],[41.55704698 30.44295302] ; [44.44295302 32.55704698],0
a3,1,0.071783,3.241778,[51 21] ; [43 33],[45.72972973 26.27027027] ; [48.27027027 27.72972973],0
r1,1,0.096483,2.762735,[54 18] ; [48 29],[49.2885906 22.7114094] ; [52.7114094 24.2885906],0
s6,1,0.106993,2.598078,[36 34] ; [29 47],[31.16438356 38.83561644] ; [33.83561644 42.16438356],0
a5,1,0.10976,2.55768,[44 28] ; [37 40],[39.1409396 32.8590604] ; [41.8590604 35.1409396],0
s8,1,0.12871,2.307992,[22 50] ; [15 61],[18. 54.] ; [19. 57.],0
a2,1,0.133815,2.247681,[10 62] ; [ 5 72],[ 7.24832215 64.75167785] ; [ 7.75167785 69.24832215],0
u2,1,0.171263,1.871849,[ 9 12] ; [21 13],[11.45454545  9.54545455] ; [18.54545455 15.45454545],0
s1,1,0.174789,1.84138,[ 2 70] ; [ 6 71],[ 3.86577181 68.13422819] ; [ 4.13422819 72.86577181],0
a4,1,0.182587,1.776437,[28 44] ; [22 55],[24.16107383 47.83892617] ; [25.83892617 51.16107383],0
u1,1,0.184778,1.758769,[ 8 64] ; [ 4 73],[ 5.79865772 66.20134228] ; [ 6.20134228 70.79865772],0
p11,1,0.224273,1.476818,[49 23] ; [45 32],[45.42281879 26.57718121] ; [48.57718121 28.42281879],0
d2,1,0.244909,1.352113,[30 42] ; [25 52],[26.57718121 45.42281879] ; [28.42281879 48.57718121],0
s7,1,0.326504,0.962712,[23 47] ; [18 53],[20.35460993 49.64539007] ; [20.64539007 50.35460993],0
p6,1,0.347458,0.882721,[ 8 60] ; [13 62],[ 9.98601399 58.01398601] ; [11.01398601 63.98601399],0
p9,1,0.350876,0.870288,[49 21] ; [47 28],[46.34482759 23.65517241] ; [49.65517241 25.34482759],0
a8,1,0.356435,0.850414,[ 5 59] ; [ 3 70],[ 3.73722628 60.26277372] ; [ 4.26277372 68.73722628],0
v4,1,0.405848,0.69093,[63  8] ; [63 12],[61.2739726  9.7260274] ; [64.7260274 10.2739726],0
n4,1,0.407346,0.686535,[30 42] ; [27 50],[27.54362416 44.45637584] ; [29.45637584 47.54362416],0
s5,1,0.410699,0.676777,[18 48] ; [16 59],[15.91489362 50.08510638] ; [18.08510638 56.91489362],0
a7,1,0.486993,0.483164,[53 19] ; [52 24],[51.08108108 20.91891892] ; [53.91891892 22.08108108],0
p12,1,0.520075,0.413744,[ 2 69] ; [ 1 75],[ 1.44897959 69.55102041] ; [ 1.55102041 74.44897959],0
r4,1,0.576547,0.31185,[57 15] ; [58 19],[55.5704698 16.4295302] ; [59.4295302 17.5704698],0
b1,1,0.581227,0.304255,[24 48] ; [29 48],[25.61073826 46.38926174] ; [27.38926174 49.61073826],0
p7,1,0.584608,0.298843,[31 40] ; [29 45],[29.37931034 41.62068966] ; [30.62068966 43.37931034],0
a1,1,0.595046,0.282533,[ 3 69] ; [ 2 75],[ 2.41610738 69.58389262] ; [ 2.58389262 74.41610738],0
b4,1,0.622533,0.242324,[44 28] ; [44 33],[42.52348993 29.47651007] ; [45.47651007 31.52348993],0
p10,1,0.625869,0.237705,[42 28] ; [42 33],[40.55172414 29.44827586] ; [43.44827586 31.55172414],0
s2,1,0.644533,0.212863,[25 47] ; [24 53],[23.67785235 48.32214765] ; [25.32214765 51.67785235],0
n1,1,0.679125,0.171113,[ 5 17] ; [ 7 18],[ 5.61702128 16.38297872] ; [ 6.38297872 18.61702128],0
s4,1,0.680335,0.169749,[16 56] ; [15 62],[14.97986577 57.02013423] ; [16.02013423 60.97986577],0
