Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,49.038133,[424  82] ; [34 37],[401.64298094 104.35701906] ; [56.35701906 14.64298094],1
n4,1,0.0,25.933037,[429  78] ; [43 29],[413.30569948  93.69430052] ; [58.69430052 13.30569948],1
p10,1,9.5e-05,15.225299,[474  32] ; [57 14],[465.66031196  40.33968804] ; [65.33968804  5.66031196],1
p6,1,0.000442,12.346122,[219 285] ; [15 55],[205.46341463 298.53658537] ; [28.53658537 41.46341463],1
b1,1,0.00052,12.04301,[175 333] ; [40 32],[188.31034483 319.68965517] ; [26.68965517 45.31034483],1
p2,1,0.004291,8.156382,[445  60] ; [53 17],[437.37391304  67.62608696] ; [60.62608696  9.37391304],0
r4,1,0.004439,8.094718,[473  35] ; [60 12],[466.83448276  41.16551724] ; [66.16551724  5.83448276],0
r2,1,0.005534,7.695991,[481  19] ; [63  8],[476.35726795  23.64273205] ; [67.64273205  3.35726795],0
s5,1,0.007189,7.22513,[197 290] ; [16 52],[186.9027027 300.0972973] ; [26.0972973 41.9027027],0
s7,1,0.007368,7.180894,[278 210] ; [27 41],[267.69784173 220.30215827] ; [37.30215827 30.69784173],0
p11,1,0.012241,6.275584,[433  75] ; [53 19],[425.66896552  82.33103448] ; [60.33103448 11.66896552],0
u1,1,0.012842,6.190814,[123 385] ; [ 8 64],[114.73793103 393.26206897] ; [16.26206897 55.73793103],0
v4,1,0.016351,5.764757,[487  18] ; [65  7],[483.11958406  21.88041594] ; [68.88041594  3.11958406],0
u2,1,0.019307,5.473517,[51 46] ; [12  2],[55.05405405 41.94594595] ; [7.94594595 6.05405405],0
p8,1,0.0208,5.343432,[291 209] ; [31 40],[281.9614711 218.0385289] ; [40.0385289 30.9614711],0
s6,1,0.028321,4.80843,[364 131] ; [44 28],[356.19047619 138.80952381] ; [51.80952381 20.19047619],0
p4,1,0.041516,4.154813,[340 166] ; [39 32],[332.36395147 173.63604853] ; [46.63604853 24.36395147],0
b5,1,0.063974,3.431252,[302 206] ; [51 21],[309.17931034 198.82068966] ; [43.82068966 28.17931034],0
r1,1,0.077538,3.115761,[427  79] ; [54 17],[421.81282496  84.18717504] ; [59.18717504 11.81282496],0
p3,1,0.082575,3.013477,[291 216] ; [33 38],[284.20069204 222.79930796] ; [39.79930796 31.20069204],0
s2,1,0.093367,2.815347,[280 223] ; [32 39],[273.40766551 229.59233449] ; [38.59233449 32.40766551],0
d1,1,0.119018,2.430197,[350 158] ; [43 29],[344.2137931 163.7862069] ; [48.7862069 23.2137931],0
b2,1,0.127121,2.327313,[139 182] ; [13 29],[134.41322314 186.58677686] ; [17.58677686 24.41322314],0
b3,1,0.127121,2.327313,[139 182] ; [13 29],[134.41322314 186.58677686] ; [17.58677686 24.41322314],0
s4,1,0.138836,2.190812,[ 91 410] ; [ 8 64],[ 86.56020942 414.43979058] ; [12.43979058 59.56020942],0
s8,1,0.151887,2.053197,[263 242] ; [31 41],[257.31369151 247.68630849] ; [36.68630849 35.31369151],0
p7,1,0.163409,1.942392,[339 157] ; [42 28],[333.87985866 162.12014134] ; [47.12014134 22.87985866],0
r3,1,0.170206,1.881127,[487  18] ; [67  5],[484.87001733  20.12998267] ; [69.12998267  2.87001733],0
p5,1,0.180596,1.792711,[ 72 433] ; [ 6 65],[ 68.38541667 436.61458333] ; [ 9.61458333 61.38541667],0
d4,1,0.186621,1.744089,[443  64] ; [58 13],[439.45847751  67.54152249] ; [61.54152249  9.45847751],0
v1,1,0.201981,1.62799,[290 203] ; [35 34],[285.09786477 207.90213523] ; [39.90213523 29.09786477],0
d5,1,0.204833,1.607573,[442  65] ; [58 13],[438.58131488  68.41868512] ; [61.41868512  9.58131488],0
p12,1,0.214284,1.542247,[ 52 453] ; [ 4 67],[ 49.09722222 455.90277778] ; [ 6.90277778 64.09722222],0
d2,1,0.220367,1.501981,[296 211] ; [36 35],[291.21799308 215.78200692] ; [40.78200692 30.21799308],0
v3,1,0.244179,1.356302,[211 280] ; [23 42],[206.64388489 284.35611511] ; [27.35611511 37.64388489],0
a2,1,0.283981,1.147939,[166 342] ; [19 53],[162.03448276 345.96551724] ; [22.96551724 49.03448276],0
s1,1,0.29875,1.079764,[ 11 491] ; [ 3 68],[ 12.26527051 489.73472949] ; [ 1.73472949 69.26527051],0
d3,1,0.302471,1.063267,[373 135] ; [48 23],[369.37478411 138.62521589] ; [51.62521589 19.37478411],0
s3,1,0.306688,1.044887,[290 211] ; [36 34],[286.03502627 214.96497373] ; [39.96497373 30.03502627],0
a4,1,0.321575,0.982531,[278 229] ; [35 37],[274.07772021 232.92227979] ; [38.92227979 33.07772021],0
v2,1,0.383673,0.758901,[302 188] ; [37 29],[298.75899281 191.24100719] ; [40.24100719 25.75899281],0
u3,1,0.452318,0.564838,[56 40] ; [9 4],[57.24770642 38.75229358] ; [7.75229358 5.24770642],0
n1,1,0.460674,0.544257,[37 63] ; [10 12],[38.52459016 61.47540984] ; [ 8.47540984 13.52459016],0
n2,1,0.510592,0.432853,[76 25] ; [18  4],[77.18699187 23.81300813] ; [16.81300813  5.18699187],0
b4,1,0.685927,0.16353,[295 213] ; [40 32],[293.4137931 214.5862069] ; [41.5862069 30.4137931],0
n3,1,0.822663,0.050231,[75 25] ; [17  5],[75.40983607 24.59016393] ; [16.59016393  5.40983607],0
a8,1,0.853767,0.033972,[ 68 393] ; [10 54],[ 68.49142857 392.50857143] ; [ 9.50857143 54.49142857],0
p1,1,0.862122,0.030162,[ 46 460] ; [ 7 65],[ 46.39792388 459.60207612] ; [ 6.60207612 65.39792388],0
a7,1,0.884632,0.021054,[378 130] ; [53 19],[377.49655172 130.50344828] ; [53.50344828 18.49655172],0
a3,1,0.917857,0.010636,[411  96] ; [58 14],[410.67875648  96.32124352] ; [58.32124352 13.67875648],0
a6,1,0.98101,0.000567,[372 135] ; [52 19],[371.91695502 135.08304498] ; [52.08304498 18.91695502],0
a1,1,0.987861,0.000231,[ 28 480] ; [ 4 68],[ 28.02758621 479.97241379] ; [ 3.97241379 68.02758621],0
