Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,32.718604,[15 53] ; [67 33],[33.19047619 34.80952381] ; [48.80952381 51.19047619],1
d5,1,1.6e-05,18.623024,[25 43] ; [71 30],[38.62721893 29.37278107] ; [57.37278107 43.62721893],1
a6,1,2e-05,18.220396,[21 47] ; [65 36],[34.6035503 33.3964497] ; [51.3964497 49.6035503],1
r3,1,0.000103,15.072794,[47 21] ; [93  8],[56.33136095 11.66863905] ; [83.66863905 17.33136095],1
d4,1,0.000165,14.196033,[29 38] ; [73 28],[40.67857143 26.32142857] ; [61.32142857 39.67857143],1
r4,1,0.000201,13.81864,[38 30] ; [83 18],[48.68639053 19.31360947] ; [72.31360947 28.68639053],1
d1,1,0.00123,10.444784,[ 9 59] ; [36 65],[18.10650888 49.89349112] ; [26.89349112 74.10650888],0
v4,1,0.001857,9.68583,[50 17] ; [93  8],[57.0297619  9.9702381] ; [85.9702381 15.0297619],0
p10,1,0.006905,7.297508,[31 36] ; [66 32],[39.38787879 27.61212121] ; [57.61212121 40.38787879],0
b1,1,0.009997,6.635518,[32 36] ; [28 73],[24.14201183 43.85798817] ; [35.85798817 65.14201183],0
n3,1,0.011178,6.436782,[15 12] ; [25  4],[19.28571429  7.71428571] ; [20.71428571  8.28571429],0
d2,1,0.011694,6.35664,[22 46] ; [16 85],[15.28994083 52.71005917] ; [22.71005917 78.28994083],0
a3,1,0.014356,5.993869,[21 46] ; [50 49],[28.65662651 38.34337349] ; [42.34337349 56.65662651],0
p2,1,0.018025,5.593696,[41 27] ; [78 23],[47.8816568 20.1183432] ; [71.1183432 29.8816568],0
v2,1,0.018952,5.505933,[19 43] ; [48 49],[26.12578616 35.87421384] ; [40.87421384 56.12578616],0
v3,1,0.024213,5.079334,[13 53] ; [36 64],[19.48192771 46.51807229] ; [29.51807229 70.48192771],0
r2,1,0.025346,5.000122,[50 17] ; [88 12],[55.36526946 11.63473054] ; [82.63473054 17.36526946],0
v1,1,0.043239,4.086039,[19 48] ; [43 55],[25.17575758 41.82424242] ; [36.82424242 61.17575758],0
n6,1,0.047923,3.9127,[43 25] ; [78 23],[48.68639053 19.31360947] ; [72.31360947 28.68639053],0
s6,1,0.048828,3.881263,[19 48] ; [43 56],[25.02409639 41.97590361] ; [36.97590361 62.02409639],0
p3,1,0.048934,3.877621,[17 51] ; [40 61],[22.93491124 45.06508876] ; [34.06508876 66.93491124],0
p9,1,0.051204,3.801588,[39 28] ; [72 27],[44.80120482 22.19879518] ; [66.19879518 32.80120482],0
n5,1,0.051581,3.789303,[45 22] ; [52 48],[38.91616766 28.08383234] ; [58.08383234 41.91616766],0
r1,1,0.055523,3.666302,[32 36] ; [62 38],[38.04761905 29.95238095] ; [55.95238095 44.04761905],0
p11,1,0.068443,3.319968,[40 28] ; [73 28],[45.46745562 22.53254438] ; [67.53254438 33.46745562],0
s7,1,0.21012,1.570598,[ 9 56] ; [21 76],[12.03703704 52.96296296] ; [17.96296296 79.03703704],0
p7,1,0.2798,1.168063,[29 37] ; [52 47],[32.4 33.6] ; [48.6 50.4],0
s8,1,0.338983,0.914275,[ 9 59] ; [19 82],[11.26627219 56.73372781] ; [16.73372781 84.26627219],0
s1,1,0.358783,0.842148,[ 4 64] ; [ 3 97],[ 2.83333333 65.16666667] ; [ 4.16666667 95.83333333],0
u2,1,0.358912,0.841695,[21 26] ; [27 23],[23.25773196 23.74226804] ; [24.74226804 25.25773196],0
a1,1,0.360284,0.836904,[ 3 65] ; [ 2 99],[ 2.01183432 65.98816568] ; [ 2.98816568 98.01183432],0
s4,1,0.383653,0.758965,[ 9 59] ; [ 9 91],[ 7.28571429 60.71428571] ; [10.71428571 89.28571429],0
u3,1,0.392816,0.730207,[19 28] ; [25 26],[21.10204082 25.89795918] ; [22.89795918 28.10204082],0
