Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,32.587976,[50 48] ; [113  19],[69.45217391 28.54782609] ; [93.54782609 38.45217391],1
b1,1,0.345355,0.89045,[36 64] ; [56 77],[39.48497854 60.51502146] ; [52.51502146 80.48497854],0
a7,1,0.384537,0.756148,[72 28] ; [88 44],[68.96551724 31.03448276] ; [91.03448276 40.96551724],0
a3,1,0.513761,0.426399,[80 20] ; [110  22],[81.89655172 18.10344828] ; [108.10344828  23.89655172],0
a8,1,0.530996,0.392485,[20 68] ; [23 97],[18.19230769 69.80769231] ; [24.80769231 95.19230769],0
p9,1,0.567647,0.326636,[94  5] ; [122   9],[92.97391304  6.02608696] ; [123.02608696   7.97391304],0
a5,1,0.625679,0.237966,[81 19] ; [111  22],[82.40343348 17.59656652] ; [109.59656652  23.40343348],0
p7,1,0.632356,0.228879,[73 23] ; [100  27],[74.47533632 21.52466368] ; [98.52466368 28.47533632],0
v4,1,0.6329,0.228148,[97  2] ; [128   4],[96.42857143  2.57142857] ; [128.57142857   3.42857143],0
s3,1,0.707258,0.141031,[72 28] ; [95 33],[73.24561404 26.75438596] ; [93.75438596 34.24561404],0
p6,1,0.715158,0.133179,[54 44] ; [69 62],[52.63755459 45.36244541] ; [70.36244541 60.63755459],0
b4,1,0.71703,0.131356,[61 39] ; [78 55],[59.65665236 40.34334764] ; [79.34334764 53.65665236],0
d2,1,0.747895,0.103309,[57 43] ; [73 60],[55.79399142 44.20600858] ; [74.20600858 58.79399142],0
a2,1,0.855163,0.033319,[26 74] ; [36 97],[26.60944206 73.39055794] ; [35.39055794 97.60944206],0
a4,1,0.86467,0.029047,[50 50] ; [68 65],[50.64377682 49.35622318] ; [67.35622318 65.64377682],0
p10,1,0.870392,0.026621,[88  9] ; [118  13],[87.64035088  9.35964912] ; [118.35964912  12.64035088],0
r3,1,0.893969,0.017765,[98  2] ; [130   3],[97.85407725  2.14592275] ; [130.14592275   2.85407725],0
u1,1,0.902052,0.015146,[24 76] ; [ 31 102],[23.60515021 76.39484979] ; [ 31.39484979 101.60515021],0
b3,1,0.90556,0.014076,[34 42] ; [42 50],[34.38095238 41.61904762] ; [41.61904762 50.38095238],0
b2,1,0.90556,0.014076,[34 42] ; [42 50],[34.38095238 41.61904762] ; [41.61904762 50.38095238],0
s1,1,0.909544,0.012908,[ 4 94] ; [  5 127],[ 3.83478261 94.16521739] ; [  5.16521739 126.83478261],0
s2,1,0.91563,0.011223,[74 26] ; [97 33],[74.34782609 25.65217391] ; [96.65217391 33.34782609],0
s5,1,0.95866,0.002687,[50 44] ; [68 59],[50.19004525 43.80995475] ; [67.80995475 59.19004525],0
u3,1,0.975298,0.000959,[14  6] ; [16  7],[13.95348837  6.04651163] ; [16.04651163  6.95348837],0
r2,1,0.989229,0.000182,[95  3] ; [128   4],[95.0173913  2.9826087] ; [127.9826087   4.0173913],0
