Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,32.587976,[50 48] ; [113  19],[69.45217391 28.54782609] ; [93.54782609 38.45217391],1
s4,1,0.005358,7.754385,[27 72] ; [ 17 116],[18.77586207 80.22413793] ; [ 25.22413793 107.77586207],0
d4,1,0.009698,6.689563,[80 20] ; [121  11],[86.63793103 13.36206897] ; [114.36206897  17.63793103],0
p8,1,0.022157,5.233429,[55 43] ; [92 38],[63.18421053 34.81578947] ; [83.81578947 46.18421053],0
p2,1,0.023965,5.097158,[81 18] ; [122  11],[86.625 12.375] ; [116.375  16.625],0
p5,1,0.027307,4.871279,[13 86] ; [ 33 100],[19.62931034 79.37068966] ; [ 26.37068966 106.62931034],0
d1,1,0.032623,4.565473,[58 42] ; [95 38],[65.66523605 34.33476395] ; [87.33476395 45.66523605],0
p3,1,0.033541,4.51793,[54 46] ; [90 43],[61.80257511 38.19742489] ; [82.19742489 50.80257511],0
b5,1,0.03514,4.438343,[72 28] ; [78 55],[64.3776824 35.6223176] ; [85.6223176 47.3776824],0
n4,1,0.03616,4.389559,[78 20] ; [119  14],[83.57575758 14.42424242] ; [113.42424242  19.57575758],0
n3,1,0.036696,4.364449,[17  4] ; [10 10],[13.82926829  7.17073171] ; [13.17073171  6.82926829],0
a1,1,0.042981,4.096134,[ 3 97] ; [ 13 120],[ 6.86695279 93.13304721] ; [  9.13304721 123.86695279],0
u4,1,0.049273,3.866032,[ 1 99] ; [  8 125],[ 3.86266094 96.13733906] ; [  5.13733906 127.86266094],0
p12,1,0.058282,3.585601,[ 8 90] ; [ 22 110],[12.7826087 85.2173913] ; [ 17.2173913 114.7826087],0
s6,1,0.061229,3.503771,[88 10] ; [105  25],[82.95614035 15.04385965] ; [110.04385965  19.95614035],0
r4,1,0.095695,2.775861,[91  9] ; [128   5],[93.99141631  6.00858369] ; [125.00858369   7.99141631],0
s7,1,0.155799,2.014536,[72 23] ; [106  21],[76.17117117 18.82882883] ; [101.82882883  25.17117117],0
n1,1,0.162305,1.952617,[14  7] ; [ 9 11],[11.7804878  9.2195122] ; [11.2195122  8.7804878],0
n6,1,0.165789,1.920614,[85 14] ; [120  11],[88.23913043 10.76086957] ; [116.76086957  14.23913043],0
p11,1,0.178553,1.80963,[79 21] ; [114  19],[82.83261803 17.16738197] ; [110.16738197  22.83261803],0
p4,1,0.207657,1.587683,[67 32] ; [100  33],[71.26293103 27.73706897] ; [95.73706897 37.26293103],0
d5,1,0.2176,1.520127,[83 17] ; [117  15],[86.20689655 13.79310345] ; [113.79310345  18.20689655],0
d3,1,0.225944,1.466214,[68 32] ; [100  33],[72.10300429 27.89699571] ; [95.89699571 37.10300429],0
p1,1,0.245388,1.349369,[ 8 91] ; [ 17 115],[10.71428571 88.28571429] ; [ 14.28571429 117.71428571],0
n5,1,0.277672,1.178451,[82 17] ; [116  16],[84.85714286 14.14285714] ; [113.14285714  18.85714286],0
r1,1,0.302146,1.064698,[84 15] ; [118  14],[86.57142857 12.42857143] ; [115.42857143  16.57142857],0
a6,1,0.310736,1.027545,[61 39] ; [89 43],[64.65517241 35.34482759] ; [85.34482759 46.65517241],0
u2,1,0.324343,0.971352,[11  9] ; [16  7],[12.55813953  7.44186047] ; [14.44186047  8.55813953],0
n2,1,0.342794,0.899955,[19  2] ; [16  4],[17.92682927  3.07317073] ; [17.07317073  2.92682927],0
