Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,57.4286,[54 65] ; [300  70],[86.14723926 32.85276074] ; [267.85276074 102.14723926],1
a4,1,0.0,44.427266,[23 96] ; [200 168],[54.49075975 64.50924025] ; [168.50924025 199.49075975],1
d2,1,0.0,34.991648,[33 85] ; [218 150],[60.94238683 57.05761317] ; [190.05761317 177.94238683],1
u1,1,8e-06,19.83703,[  4 115] ; [ 77 293],[19.71165644 99.28834356] ; [ 61.28834356 308.71165644],1
a6,1,1.6e-05,18.645363,[65 54] ; [279  91],[83.71370143 35.28629857] ; [260.28629857 109.71370143],1
n4,1,7.1e-05,15.782646,[70 49] ; [285  83],[86.74537988 32.25462012] ; [268.25462012  99.74537988],1
d1,1,8.9e-05,15.348081,[61 58] ; [262 108],[78.60327198 40.39672802] ; [244.39672802 125.60327198],1
n5,1,0.001975,9.572574,[70 49] ; [270  96],[83.42268041 35.57731959] ; [256.57731959 109.42268041],0
p11,1,0.003652,8.449101,[76 43] ; [286  84],[88.09406953 30.90593047] ; [273.90593047  96.09406953],0
d4,1,0.003874,8.342165,[93 25] ; [330  40],[102.28278689  15.71721311] ; [320.71721311  49.28278689],0
r1,1,0.006193,7.493333,[84 34] ; [303  63],[94.35123967 23.64876033] ; [292.64876033  73.35123967],0
p7,1,0.008357,6.955265,[46 70] ; [195 168],[58.36325678 57.63674322] ; [182.63674322 180.36325678],0
v2,1,0.008821,6.858624,[50 62] ; [208 146],[62.00858369 49.99141631] ; [195.99141631 158.00858369],0
b4,1,0.009267,6.770654,[82 37] ; [205 165],[69.84253579 49.15746421] ; [217.15746421 152.84253579],0
p9,1,0.011543,6.379702,[79 35] ; [294  71],[88.77244259 25.22755741] ; [284.22755741  80.77244259],0
b2,1,0.017268,5.668911,[11 48] ; [ 80 150],[18.57785467 40.42214533] ; [ 72.42214533 157.57785467],0
b3,1,0.017268,5.668911,[11 48] ; [ 80 150],[18.57785467 40.42214533] ; [ 72.42214533 157.57785467],0
p4,1,0.017574,5.638152,[45 73] ; [187 182],[56.21355236 61.78644764] ; [175.78644764 193.21355236],0
v1,1,0.025945,4.959654,[43 72] ; [176 181],[53.35805085 61.64194915] ; [165.64194915 191.35805085],0
a1,1,0.048139,3.905136,[  1 118] ; [ 18 352],[  4.62372188 114.37627812] ; [ 14.37627812 355.62372188],0
r4,1,0.049403,3.861605,[96 23] ; [325  45],[102.45194274  16.54805726] ; [318.54805726  51.45194274],0
s7,1,0.055864,3.656107,[38 74] ; [155 196],[46.68682505 65.31317495] ; [146.31317495 204.68682505],0
r2,1,0.057869,3.597429,[106  12] ; [344  19],[110.3950104   7.6049896] ; [339.6049896  23.3950104],0
p8,1,0.05815,3.589386,[39 79] ; [157 209],[47.78512397 70.21487603] ; [148.21487603 217.78512397],0
p3,1,0.064237,3.424475,[40 79] ; [159 209],[48.62628337 70.37371663] ; [150.37371663 217.62628337],0
s4,1,0.070506,3.271207,[24 95] ; [ 49 318],[ 17.8744856 101.1255144] ; [ 55.1255144 311.8744856],0
s8,1,0.072573,3.223835,[36 83] ; [145 223],[44.22792608 74.77207392] ; [136.77207392 231.22792608],0
p10,1,0.084501,2.976123,[81 34] ; [288  80],[87.85714286 27.14285714] ; [281.14285714  86.85714286],0
s6,1,0.086658,2.935391,[64 53] ; [232 133],[71.85062241 45.14937759] ; [224.14937759 140.85062241],0
p12,1,0.120579,2.409784,[  3 115] ; [ 23 346],[  6.29979466 111.70020534] ; [ 19.70020534 349.29979466],0
s5,1,0.1235,2.372367,[26 88] ; [109 251],[32.46835443 81.53164557] ; [102.53164557 257.46835443],0
n2,1,0.159758,1.976511,[15 11] ; [72 28],[17.95238095  8.04761905] ; [69.04761905 30.95238095],0
n1,1,0.185761,1.750924,[ 7 20] ; [39 59],[ 9.936 17.064] ; [36.064 61.936],0
s1,1,0.232653,1.424567,[  5 113] ; [  8 357],[  3.17598344 114.82401656] ; [  9.82401656 355.17598344],0
v4,1,0.235226,1.408976,[106  12] ; [341  25],[108.97933884   9.02066116] ; [338.02066116  27.97933884],0
p2,1,0.250053,1.323006,[87 31] ; [290  78],[91.53497942 26.46502058] ; [285.46502058  82.53497942],0
u3,1,0.26747,1.229678,[41 24] ; [37 32],[37.8358209 27.1641791] ; [40.1641791 28.8358209],0
d3,1,0.302238,1.064294,[80 39] ; [267 103],[84.44376278 34.55623722] ; [262.55623722 107.44376278],0
u4,1,0.350732,0.870808,[  1 118] ; [  8 362],[  2.19018405 116.80981595] ; [  6.80981595 363.19018405],0
v3,1,0.36809,0.810102,[38 73] ; [138 216],[42.01290323 68.98709677] ; [133.98709677 220.01290323],0
a8,1,0.396682,0.718362,[12 98] ; [ 47 287],[14.61711712 95.38288288] ; [ 44.38288288 289.61711712],0
n3,1,0.440381,0.59529,[17 10] ; [70 29],[18.64285714  8.35714286] ; [68.35714286 30.64285714],0
s3,1,0.481763,0.49487,[64 53] ; [185 178],[60.69375 56.30625] ; [188.30625 174.69375],0
a7,1,0.541603,0.372576,[91 27] ; [275  95],[88.5 29.5] ; [277.5  92.5],0
u2,1,0.573715,0.316506,[37 27] ; [36 32],[35.39393939 28.60606061] ; [37.60606061 30.39393939],0
p5,1,0.60784,0.263332,[  7 110] ; [ 27 339],[  8.23602484 108.76397516] ; [ 25.76397516 340.23602484],0
b5,1,0.666096,0.186203,[75 44] ; [225 145],[73.00613497 45.99386503] ; [226.99386503 143.00613497],0
s2,1,0.685113,0.164427,[51 67] ; [166 200],[52.90495868 65.09504132] ; [164.09504132 201.90495868],0
n6,1,0.701873,0.146531,[94 25] ; [295  71],[95.44536082 23.55463918] ; [293.55463918  72.44536082],0
p1,1,0.731633,0.117617,[  7 110] ; [ 19 349],[  6.27216495 110.72783505] ; [ 19.72783505 348.27216495],0
r3,1,0.751887,0.099952,[109   9] ; [344  25],[109.76180698   8.23819302] ; [343.23819302  25.76180698],0
b1,1,0.944651,0.00482,[43 76] ; [135 235],[43.31697342 75.68302658] ; [134.68302658 235.31697342],0
