Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,46.283495,[113  32] ; [ 3 24],[97.79069767 47.20930233] ; [18.20930233  8.79069767],1
n6,1,2e-06,22.31942,[122  23] ; [11 15],[112.77777778  32.22222222] ; [20.22222222  5.77777778],1
v4,1,8e-06,19.935844,[134  10] ; [17 10],[127.15789474  16.84210526] ; [23.84210526  3.15789474],1
s6,1,0.001133,10.597147,[79 61] ; [ 6 21],[71.25748503 68.74251497] ; [13.74251497 13.25748503],0
p2,1,0.002354,9.251032,[109  33] ; [13 14],[102.50887574  39.49112426] ; [19.49112426  7.50887574],0
d4,1,0.002425,9.196316,[107  38] ; [12 15],[100.31976744  44.68023256] ; [18.68023256  8.31976744],0
p11,1,0.003218,8.679738,[106  39] ; [12 15],[99.47674419 45.52325581] ; [18.52325581  8.47674419],0
a1,1,0.003561,8.495072,[  8 137] ; [ 6 21],[ 11.80232558 133.19767442] ; [ 2.19767442 24.80232558],0
v2,1,0.004132,8.224883,[62 78] ; [ 4 23],[55.32934132 84.67065868] ; [10.67065868 16.32934132],0
p9,1,0.004457,8.087729,[118  25] ; [15 11],[112.53846154  30.46153846] ; [20.46153846  5.53846154],0
p10,1,0.007686,7.105234,[109  33] ; [14 13],[103.34911243  38.65088757] ; [19.65088757  7.34911243],0
d5,1,0.011402,6.401518,[109  35] ; [14 13],[103.57894737  40.42105263] ; [19.42105263  7.57894737],0
s8,1,0.015737,5.83198,[50 95] ; [ 3 24],[ 44.68023256 100.31976744] ; [ 8.31976744 18.68023256],0
p3,1,0.019124,5.490154,[67 77] ; [ 6 21],[61.47368421 82.52631579] ; [11.52631579 15.47368421],0
s1,1,0.019309,5.473295,[  3 141] ; [ 3 24],[  5.05263158 138.94736842] ; [ 0.94736842 26.05263158],0
a7,1,0.029084,4.762655,[91 53] ; [11 16],[85.89473684 58.10526316] ; [16.10526316 10.89473684],0
b5,1,0.031713,4.613942,[96 49] ; [12 15],[91.04651163 53.95348837] ; [16.95348837 10.04651163],0
n2,1,0.040498,4.196896,[35  9] ; [6 6],[32.21428571 11.78571429] ; [8.78571429 3.21428571],0
s2,1,0.050666,3.819266,[67 78] ; [ 7 20],[62.38372093 82.61627907] ; [11.61627907 15.38372093],0
p7,1,0.056673,3.632167,[78 64] ; [ 9 17],[73.53571429 68.46428571] ; [13.46428571 12.53571429],0
p6,1,0.061658,3.492227,[52 88] ; [ 5 22],[47.78443114 92.21556886] ; [ 9.21556886 17.78443114],0
s7,1,0.061976,3.483691,[57 81] ; [ 6 21],[52.69090909 85.30909091] ; [10.30909091 16.69090909],0
s3,1,0.070591,3.269231,[72 72] ; [ 8 18],[67.76470588 76.23529412] ; [12.23529412 13.76470588],0
b2,1,0.101043,2.689004,[26 54] ; [10  9],[29.09090909 50.90909091] ; [ 6.90909091 12.09090909],0
b3,1,0.101043,2.689004,[26 54] ; [10  9],[29.09090909 50.90909091] ; [ 6.90909091 12.09090909],0
v3,1,0.10704,2.597386,[48 92] ; [ 5 22],[44.43113772 95.56886228] ; [ 8.56886228 18.43113772],0
d3,1,0.128284,2.313148,[81 62] ; [11 16],[77.38823529 65.61176471] ; [14.61176471 12.38823529],0
p4,1,0.135619,2.226975,[70 73] ; [ 9 18],[66.45294118 76.54705882] ; [12.54705882 14.45294118],0
p1,1,0.140315,2.174496,[ 13 131] ; [ 5 22],[ 15.15789474 128.84210526] ; [ 2.84210526 24.15789474],0
