Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00045,12.310435,[21 12] ; [ 5 22],[14.3 18.7] ; [11.7 15.3],1
p9,1,0.002099,9.460905,[20 10] ; [ 7 20],[14.21052632 15.78947368] ; [12.78947368 14.21052632],0
p2,1,0.004013,8.278076,[19 13] ; [ 6 21],[13.55932203 18.44067797] ; [11.44067797 15.55932203],0
r2,1,0.00489,7.919618,[27  5] ; [13 13],[22.06896552  9.93103448] ; [17.93103448  8.06896552],0
s6,1,0.005818,7.605684,[14 18] ; [ 3 24],[ 9.22033898 22.77966102] ; [ 7.77966102 19.22033898],0
n6,1,0.012173,6.285556,[21 12] ; [ 8 18],[16.22033898 16.77966102] ; [12.77966102 13.22033898],0
p8,1,0.024732,5.042576,[12 20] ; [ 3 23],[ 8.27586207 23.72413793] ; [ 6.72413793 19.27586207],0
u2,1,0.02951,4.737634,[7 7] ; [ 1 10],[4.48 9.52] ; [3.52 7.48],0
a7,1,0.030411,4.685916,[19 14] ; [ 8 19],[14.85 18.15] ; [12.15 14.85],0
p1,1,0.032041,4.59629,[ 2 31] ; [ 7 20],[ 4.95 28.05] ; [ 4.05 22.95],0
s7,1,0.036523,4.372532,[11 19] ; [ 3 22],[ 7.63636364 22.36363636] ; [ 6.36363636 18.63636364],0
n2,1,0.036546,4.371429,[13  7] ; [ 4 10],[10. 10.] ; [7. 7.],0
p11,1,0.047661,3.921889,[14 19] ; [ 5 22],[10.45 22.55] ; [ 8.55 18.45],0
n3,1,0.049437,3.86046,[12  7] ; [ 4 10],[9.21212121 9.78787879] ; [6.78787879 7.21212121],0
s5,1,0.105768,2.616338,[ 9 23] ; [ 3 24],[ 6.50847458 25.49152542] ; [ 5.49152542 21.50847458],0
s1,1,0.134796,2.23638,[ 2 31] ; [ 5 22],[ 3.85 29.15] ; [ 3.15 23.85],0
r1,1,0.138031,2.199776,[16 17] ; [ 8 19],[13.2 19.8] ; [10.8 16.2],0
a1,1,0.156439,2.008318,[ 3 30] ; [ 6 21],[ 4.95 28.05] ; [ 4.05 22.95],0
b5,1,0.176245,1.829004,[18 15] ; [10 17],[15.4 17.6] ; [12.6 14.4],0
d5,1,0.19446,1.683502,[19 14] ; [11 16],[16.5 16.5] ; [13.5 13.5],0
s2,1,0.243896,1.357933,[ 9 24] ; [ 4 23],[ 7.15 25.85] ; [ 5.85 21.15],0
n4,1,0.306238,1.046832,[19 14] ; [19  8],[20.9 12.1] ; [17.1  9.9],0
a5,1,0.356981,0.848485,[21 12] ; [14 13],[19.25 13.75] ; [15.75 11.25],0
a4,1,0.404199,0.695798,[ 9 23] ; [10 16],[10.48275862 21.51724138] ; [ 8.51724138 17.48275862],0
p3,1,0.495549,0.464455,[ 7 25] ; [ 8 19],[ 8.13559322 23.86440678] ; [ 6.86440678 20.13559322],0
b4,1,0.496012,0.463458,[20 13] ; [14 13],[18.7 14.3] ; [15.3 11.7],0
v1,1,0.533349,0.388007,[11 22] ; [ 7 20],[ 9.9 23.1] ; [ 8.1 18.9],0
p5,1,0.549901,0.357495,[ 4 28] ; [ 2 24],[ 3.31034483 28.68965517] ; [ 2.68965517 23.31034483],0
d3,1,0.58558,0.2973,[17 16] ; [12 15],[15.95 17.05] ; [13.05 13.95],0
a6,1,0.621784,0.243368,[15 18] ; [14 13],[15.95 17.05] ; [13.05 13.95],0
s3,1,0.642028,0.2161,[11 19] ; [ 8 18],[10.17857143 19.82142857] ; [ 8.82142857 17.17857143],0
d4,1,0.657497,0.196579,[19 14] ; [14 13],[18.15 14.85] ; [14.85 12.15],0
n1,1,0.681314,0.168651,[10 10] ; [6 8],[ 9.41176471 10.58823529] ; [6.58823529 7.41176471],0
b2,1,0.74743,0.103704,[ 7 14] ; [ 8 13],[ 7.5 13.5] ; [ 7.5 13.5],0
b3,1,0.74743,0.103704,[ 7 14] ; [ 8 13],[ 7.5 13.5] ; [ 7.5 13.5],0
n5,1,0.758981,0.094138,[22 11] ; [19  8],[22.55 10.45] ; [18.45  8.55],0
s4,1,0.79525,0.06734,[ 7 26] ; [ 5 22],[ 6.6 26.4] ; [ 5.4 21.6],0
a2,1,0.814421,0.055096,[ 3 30] ; [ 2 25],[ 2.75 30.25] ; [ 2.25 24.75],0
d2,1,0.82105,0.051164,[13 20] ; [11 15],[13.42372881 19.57627119] ; [10.57627119 15.42372881],0
a3,1,0.866973,0.028058,[19 13] ; [16 10],[19.31034483 12.68965517] ; [15.68965517 10.31034483],0
b1,1,0.895308,0.017316,[19 14] ; [16 11],[19.25 13.75] ; [15.75 11.25],0
p4,1,0.906572,0.013774,[ 9 24] ; [ 7 20],[ 8.8 24.2] ; [ 7.2 19.8],0
d1,1,0.954842,0.003207,[10 23] ; [ 8 19],[ 9.9 23.1] ; [ 8.1 18.9],0
v3,1,0.97325,0.001124,[ 6 27] ; [ 5 22],[ 6.05 26.95] ; [ 4.95 22.05],0
p7,1,0.975654,0.000931,[ 9 21] ; [ 8 19],[ 8.94736842 21.05263158] ; [ 8.05263158 18.94736842],0
