Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.006069,7.529772,[27 19] ; [35  6],[32.7816092 13.2183908] ; [29.2183908 11.7816092],0
a5,1,0.027034,4.888613,[23 23] ; [30 11],[28.02298851 17.97701149] ; [24.97701149 16.02298851],0
a3,1,0.038726,4.27284,[25 21] ; [31 10],[29.6091954 16.3908046] ; [26.3908046 14.6091954],0
s4,1,0.055101,3.679021,[ 5 41] ; [11 30],[ 8.45977011 37.54022989] ; [ 7.54022989 33.45977011],0
n5,1,0.083713,2.991304,[27 19] ; [16 24],[23. 23.] ; [20. 20.],0
p9,1,0.083822,2.989183,[28 18] ; [32  9],[31.72413793 14.27586207] ; [28.27586207 12.72413793],0
d4,1,0.084595,2.974325,[28 16] ; [33  8],[31.57647059 12.42352941] ; [29.42352941 11.57647059],0
s5,1,0.099323,2.716377,[ 7 39] ; [12 28],[10.1627907 35.8372093] ; [ 8.8372093 31.1627907],0
p6,1,0.103745,2.647003,[12 33] ; [17 22],[15.53571429 29.46428571] ; [13.46428571 25.53571429],0
p8,1,0.119182,2.428044,[21 24] ; [26 15],[24.59302326 20.40697674] ; [22.40697674 18.59302326],0
v3,1,0.120399,2.412122,[ 7 36] ; [12 27],[ 9.96341463 33.03658537] ; [ 9.03658537 29.96341463],0
p4,1,0.125899,2.342358,[24 22] ; [28 13],[27.49425287 18.50574713] ; [24.50574713 16.49425287],0
r2,1,0.154122,2.030976,[32 12] ; [35  6],[34.68235294  9.31764706] ; [32.31764706  8.68235294],0
p10,1,0.156213,2.010512,[27 19] ; [30 11],[30.13793103 15.86206897] ; [26.86206897 14.13793103],0
a2,1,0.172667,1.859631,[ 6 40] ; [10 31],[ 8.45977011 37.54022989] ; [ 7.54022989 33.45977011],0
d1,1,0.174701,1.842132,[18 28] ; [22 19],[21.14942529 24.85057471] ; [18.85057471 22.14942529],0
r1,1,0.18677,1.742917,[30 16] ; [32  9],[32.7816092 13.2183908] ; [29.2183908 11.7816092],0
b1,1,0.224379,1.47614,[28 18] ; [30 11],[30.66666667 15.33333333] ; [27.33333333 13.66666667],0
v1,1,0.249314,1.327143,[15 29] ; [19 22],[17.6 26.4] ; [16.4 24.6],0
p1,1,0.25288,1.307323,[ 1 45] ; [ 3 38],[ 2.11494253 43.88505747] ; [ 1.88505747 39.11494253],0
p2,1,0.253875,1.301851,[34 11] ; [35  6],[36.10465116  8.89534884] ; [32.89534884  8.10465116],0
p5,1,0.334178,0.932638,[ 2 43] ; [ 4 37],[ 3.13953488 41.86046512] ; [ 2.86046512 38.13953488],0
v4,1,0.344063,0.895233,[38  6] ; [38  3],[39.34117647  4.65882353] ; [36.65882353  4.34117647],0
u2,1,0.362953,0.827651,[16  5] ; [9 1],[16.93548387  4.06451613] ; [8.06451613 1.93548387],0
r3,1,0.381315,0.766457,[40  6] ; [38  3],[41.24137931  4.75862069] ; [36.75862069  4.24137931],0
a8,1,0.388489,0.743666,[ 6 36] ; [ 3 34],[ 4.78481013 37.21518987] ; [ 4.21518987 32.78481013],0
a4,1,0.40012,0.707965,[14 32] ; [16 25],[15.86206897 30.13793103] ; [14.13793103 26.86206897],0
d2,1,0.429099,0.625261,[16 29] ; [18 23],[17.79069767 27.20930233] ; [16.20930233 24.79069767],0
v2,1,0.438781,0.599467,[19 23] ; [21 18],[20.74074074 21.25925926] ; [19.25925926 19.74074074],0
s7,1,0.444144,0.585552,[15 28] ; [16 21],[16.6625 26.3375] ; [14.3375 22.6625],0
a7,1,0.470494,0.520816,[28 18] ; [28 13],[29.6091954 16.3908046] ; [26.3908046 14.6091954],0
d5,1,0.48767,0.481662,[31 14] ; [31 10],[32.44186047 12.55813953] ; [29.55813953 11.44186047],0
b3,1,0.524758,0.404532,[ 4 22] ; [ 6 21],[ 4.90566038 21.09433962] ; [ 5.09433962 21.90566038],0
b2,1,0.524758,0.404532,[ 4 22] ; [ 6 21],[ 4.90566038 21.09433962] ; [ 5.09433962 21.90566038],0
b5,1,0.532802,0.389044,[31 15] ; [25 16],[29.6091954 16.3908046] ; [26.3908046 14.6091954],0
a6,1,0.534294,0.386218,[29 16] ; [29 12],[30.34883721 14.65116279] ; [27.65116279 13.34883721],0
p11,1,0.553638,0.35084,[33 13] ; [27 14],[31.72413793 14.27586207] ; [28.27586207 12.72413793],0
