Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-06,22.671816,[ 2 12] ; [82 25],[9.71900826 4.28099174] ; [74.28099174 32.71900826],1
r4,1,2.8e-05,17.54644,[9 6] ; [101   6],[13.52459016  1.47540984] ; [96.47540984 10.52459016],1
s7,1,0.000135,14.566246,[ 2 13] ; [66 35],[8.79310345 6.20689655] ; [59.20689655 41.79310345],1
v4,1,0.000545,11.95586,[11  3] ; [105   2],[13.4214876  0.5785124] ; [102.5785124   4.4214876],1
s3,1,0.001492,10.088901,[5 9] ; [81 25],[10.03333333  3.96666667] ; [75.96666667 30.03333333],0
r1,1,0.011192,6.434632,[8 7] ; [87 19],[11.7768595  3.2231405] ; [83.2231405 22.7768595],0
s8,1,0.015785,5.826723,[ 3 12] ; [57 50],[7.37704918 7.62295082] ; [52.62295082 54.37704918],0
p9,1,0.02286,5.179081,[10  5] ; [93 12],[12.875  2.125] ; [90.125 14.875],0
s4,1,0.02607,4.951403,[ 1 14] ; [37 68],[ 4.75 10.25] ; [33.25 71.75],0
p4,1,0.034436,4.47292,[6 9] ; [72 34],[9.66942149 5.33057851] ; [68.33057851 37.66942149],0
b4,1,0.037557,4.32497,[13  2] ; [63 44],[9.3442623 5.6557377] ; [66.6557377 40.3442623],0
p7,1,0.072842,3.21779,[6 8] ; [70 34],[9.01694915 4.98305085] ; [66.98305085 37.01694915],0
n5,1,0.082939,3.006354,[8 7] ; [80 27],[10.81967213  4.18032787] ; [77.18032787 29.81967213],0
p6,1,0.103573,2.64964,[ 4 11] ; [52 54],[6.94214876 8.05785124] ; [49.05785124 56.94214876],0
r3,1,0.116359,2.46566,[12  3] ; [98  8],[13.63636364  1.36363636] ; [96.36363636  9.63636364],0
p8,1,0.129792,2.294996,[ 5 10] ; [58 49],[7.74590164 7.25409836] ; [55.25409836 51.74590164],0
p10,1,0.134982,2.23425,[10  4] ; [91 14],[11.88235294  2.11764706] ; [89.11764706 15.88235294],0
a5,1,0.141575,2.16076,[8 7] ; [77 30],[10.45081967  4.54918033] ; [74.54918033 32.45081967],0
a7,1,0.147822,2.094588,[12  3] ; [65 42],[9.46721311 5.53278689] ; [67.53278689 39.46721311],0
b5,1,0.148035,2.092386,[ 5 10] ; [57 50],[7.62295082 7.37704918] ; [54.37704918 52.62295082],0
n6,1,0.16479,1.92971,[11  4] ; [93 14],[12.78688525  2.21311475] ; [91.21311475 15.78688525],0
p3,1,0.168043,1.900312,[ 5 10] ; [56 51],[7.5 7.5] ; [53.5 53.5],0
u3,1,0.173617,1.851429,[2 4] ; [19 11],[3.5 2.5] ; [17.5 12.5],0
u2,1,0.230139,1.44,[2 4] ; [18 12],[3.33333333 2.66666667] ; [16.66666667 13.33333333],0
n4,1,0.237,1.398349,[9 6] ; [79 27],[10.90909091  4.09090909] ; [77.09090909 28.90909091],0
p5,1,0.2833,1.151189,[ 1 13] ; [20 87],[ 2.42975207 11.57024793] ; [18.57024793 88.42975207],0
u1,1,0.309695,1.031975,[ 1 14] ; [18 89],[ 2.33606557 12.66393443] ; [16.66393443 90.33606557],0
b2,1,0.320913,0.985222,[2 6] ; [29 38],[3.30666667 4.69333333] ; [27.69333333 39.30666667],0
b3,1,0.320913,0.985222,[2 6] ; [29 38],[3.30666667 4.69333333] ; [27.69333333 39.30666667],0
a2,1,0.344236,0.89459,[ 2 13] ; [26 81],[ 3.44262295 11.55737705] ; [24.55737705 82.44262295],0
p2,1,0.398166,0.713857,[11  3] ; [93 14],[12.03305785  1.96694215] ; [91.96694215 15.03305785],0
a4,1,0.408174,0.684112,[6 9] ; [55 52],[7.5 7.5] ; [53.5 53.5],0
d5,1,0.411362,0.674862,[13  2] ; [82 24],[11.7768595  3.2231405] ; [83.2231405 22.7768595],0
p11,1,0.451644,0.566523,[10  5] ; [81 26],[11.18852459  3.81147541] ; [79.81147541 27.18852459],0
d1,1,0.477601,0.504336,[10  5] ; [61 46],[8.7295082 6.2704918] ; [62.2704918 44.7295082],0
a3,1,0.551354,0.354897,[9 5] ; [77 30],[9.95041322 4.04958678] ; [76.04958678 30.95041322],0
b1,1,0.683441,0.166279,[7 8] ; [44 63],[6.2704918 8.7295082] ; [44.7295082 62.2704918],0
d3,1,0.79667,0.066388,[11  4] ; [75 32],[10.57377049  4.42622951] ; [75.42622951 31.57377049],0
d2,1,0.835279,0.043237,[8 7] ; [54 53],[7.62295082 7.37704918] ; [54.37704918 52.62295082],0
d4,1,0.857632,0.032181,[13  2] ; [90 16],[12.76859504  2.23140496] ; [90.23140496 15.76859504],0
a6,1,0.879821,0.02286,[9 6] ; [62 45],[8.7295082 6.2704918] ; [62.2704918 44.7295082],0
a8,1,0.893964,0.017766,[ 2 12] ; [13 87],[ 1.84210526 12.15789474] ; [13.15789474 86.84210526],0
v1,1,0.947091,0.004404,[7 7] ; [52 54],[6.88333333 7.11666667] ; [52.11666667 53.88333333],0
n3,1,0.96817,0.001592,[2 1] ; [19 10],[1.96875 1.03125] ; [19.03125  9.96875],0
r2,1,0.985432,0.000333,[14  1] ; [100   7],[14.01639344  0.98360656] ; [99.98360656  7.01639344],0
a1,1,0.985432,0.000333,[ 1 14] ; [  7 100],[ 0.98360656 14.01639344] ; [ 7.01639344 99.98360656],0
p1,1,0.989156,0.000185,[ 2 12] ; [15 91],[ 1.98333333 12.01666667] ; [15.01666667 90.98333333],0
