Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.336465,[ 4 20] ; [76 17],[16.41025641  7.58974359] ; [63.58974359 29.41025641],1
v4,1,0.0,31.547508,[11 13] ; [86  6],[20.06896552  3.93103448] ; [76.93103448 15.06896552],1
p11,1,7e-06,20.254074,[ 7 17] ; [72 21],[16.20512821  7.79487179] ; [62.79487179 30.20512821],1
v2,1,0.000332,12.881238,[ 1 22] ; [39 48],[ 8.36363636 14.63636364] ; [31.63636364 55.36363636],1
n6,1,0.00049,12.151822,[ 9 15] ; [69 23],[16.13793103  7.86206897] ; [61.86206897 30.13793103],1
r1,1,0.000651,11.623852,[ 8 16] ; [66 27],[15.17948718  8.82051282] ; [58.82051282 34.17948718],1
d4,1,0.003408,8.574915,[ 5 19] ; [50 42],[11.37931034 12.62068966] ; [43.62068966 48.37931034],0
p10,1,0.00421,8.191108,[ 7 16] ; [59 34],[13.0862069  9.9137931] ; [52.9137931 40.0862069],0
p9,1,0.004359,8.127949,[ 8 13] ; [66 27],[13.63157895  7.36842105] ; [60.36842105 32.63157895],0
p7,1,0.015307,5.880729,[ 4 19] ; [41 50],[ 9.07894737 13.92105263] ; [35.92105263 55.07894737],0
p1,1,0.015746,5.831041,[ 5 19] ; [ 5 88],[ 2.05128205 21.94871795] ; [ 7.94871795 85.05128205],0
u3,1,0.016396,5.759936,[ 2 12] ; [26 26],[5.93939394 8.06060606] ; [22.06060606 29.93939394],0
s3,1,0.016432,5.756031,[ 5 17] ; [47 45],[10.03508772 11.96491228] ; [41.96491228 50.03508772],0
d3,1,0.019066,5.495494,[ 3 21] ; [35 58],[ 7.79487179 16.20512821] ; [30.20512821 62.79487179],0
a6,1,0.019461,5.459594,[ 7 17] ; [52 41],[12.1025641 11.8974359] ; [46.8974359 46.1025641],0
u2,1,0.019488,5.457216,[ 2 12] ; [25 26],[5.81538462 8.18461538] ; [21.18461538 29.81538462],0
p2,1,0.021646,5.274045,[ 9 15] ; [59 34],[13.94871795 10.05128205] ; [54.05128205 38.94871795],0
a7,1,0.02492,5.029455,[ 7 17] ; [51 42],[11.8974359 12.1025641] ; [46.1025641 46.8974359],0
r2,1,0.027606,4.852535,[16  8] ; [80 13],[19.69230769  4.30769231] ; [76.30769231 16.69230769],0
s6,1,0.053693,3.722206,[ 6 17] ; [45 48],[10.11206897 12.88793103] ; [40.88793103 52.11206897],0
b5,1,0.074306,3.185234,[ 8 16] ; [50 43],[11.8974359 12.1025641] ; [46.1025641 46.8974359],0
n5,1,0.101732,2.678182,[19  5] ; [57 36],[15.58974359  8.41025641] ; [60.41025641 32.58974359],0
p8,1,0.114214,2.494925,[ 4 19] ; [32 61],[ 7.13793103 15.86206897] ; [28.86206897 64.13793103],0
a5,1,0.128404,2.311694,[ 6 18] ; [39 54],[ 9.23076923 14.76923077] ; [35.76923077 57.23076923],0
a1,1,0.131066,2.279833,[ 3 21] ; [ 4 89],[ 1.43589744 22.56410256] ; [ 5.56410256 87.43589744],0
p5,1,0.137246,2.208571,[ 2 22] ; [ 2 91],[ 0.82051282 23.17948718] ; [ 3.17948718 89.82051282],0
n1,1,0.137348,2.207425,[7 6] ; [ 9 21],[4.8372093 8.1627907] ; [11.1627907 18.8372093],0
s1,1,0.139626,2.182076,[ 3 21] ; [ 4 87],[ 1.46086957 22.53913043] ; [ 5.53913043 85.46086957],0
v3,1,0.143051,2.144833,[ 4 20] ; [29 62],[ 6.88695652 17.11304348] ; [26.11304348 64.88695652],0
s8,1,0.160577,1.968783,[ 2 21] ; [20 73],[ 4.36206897 18.63793103] ; [17.63793103 75.36206897],0
p6,1,0.178091,1.813484,[ 2 21] ; [19 72],[ 4.23684211 18.76315789] ; [16.76315789 74.23684211],0
s2,1,0.181235,1.787465,[ 5 19] ; [32 59],[ 7.72173913 16.27826087] ; [29.27826087 61.72173913],0
n3,1,0.251326,1.315915,[6 6] ; [20  9],[7.6097561 4.3902439] ; [18.3902439 10.6097561],0
a8,1,0.268122,1.226328,[ 1 22] ; [11 78],[ 2.46428571 20.53571429] ; [ 9.53571429 79.46428571],0
n2,1,0.296482,1.089953,[9 4] ; [25  5],[10.27906977  2.72093023] ; [23.72093023  6.27906977],0
v1,1,0.312327,1.02081,[ 7 17] ; [36 53],[ 9.13274336 14.86725664] ; [33.86725664 55.13274336],0
p3,1,0.375384,0.785764,[ 3 21] ; [19 74],[ 4.51282051 19.48717949] ; [17.48717949 75.51282051],0
d2,1,0.383531,0.759353,[ 6 18] ; [16 77],[ 4.51282051 19.48717949] ; [17.48717949 75.51282051],0
s7,1,0.41584,0.662042,[ 5 18] ; [27 62],[ 6.57142857 16.42857143] ; [25.42857143 63.57142857],0
b1,1,0.477498,0.504571,[12 12] ; [39 54],[10.46153846 13.53846154] ; [40.53846154 52.46153846],0
n4,1,0.562448,0.335484,[16  8] ; [56 37],[14.76923077  9.23076923] ; [57.23076923 35.76923077],0
a2,1,0.577448,0.310378,[ 1 23] ; [ 2 91],[ 0.61538462 23.38461538] ; [ 2.38461538 90.61538462],0
