Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3.4e-05,17.187211,[ 42 117] ; [138 160],[62.62582057 96.37417943] ; [117.37417943 180.62582057],1
n3,1,0.33898,0.914286,[32  8] ; [40 16],[30. 10.] ; [42. 14.],0
u1,1,0.352084,0.86593,[ 30 132] ; [ 69 242],[ 33.90697674 128.09302326] ; [ 65.09302326 245.90697674],0
a5,1,0.371229,0.799546,[121  40] ; [245  66],[124.84322034  36.15677966] ; [241.15677966  69.84322034],0
u3,1,0.374272,0.789432,[22 19] ; [46 28],[24.24347826 16.75652174] ; [43.75652174 30.24347826],0
a6,1,0.441951,0.591212,[118  43] ; [216  93],[114.41276596  46.58723404] ; [219.58723404  89.41276596],0
r2,1,0.466083,0.531247,[153   8] ; [297  11],[154.47761194   6.52238806] ; [295.52238806  12.47761194],0
b4,1,0.563056,0.33444,[94 68] ; [189 122],[96.92600423 65.07399577] ; [186.07399577 124.92600423],0
n2,1,0.577156,0.310854,[31  8] ; [41 14],[29.87234043  9.12765957] ; [42.12765957 12.87234043],0
d2,1,0.667014,0.185115,[80 81] ; [160 149],[82.21276596 78.78723404] ; [157.78723404 151.21276596],0
b1,1,0.714653,0.133674,[ 59 103] ; [108 203],[ 57.19661734 104.80338266] ; [109.80338266 201.19661734],0
a3,1,0.754666,0.097652,[121  40] ; [237  73],[122.37367304  38.62632696] ; [235.62632696  74.37367304],0
a2,1,0.803434,0.061954,[ 41 121] ; [ 82 229],[ 42.12684989 119.87315011] ; [ 80.87315011 230.12684989],0
a1,1,0.866271,0.028358,[ 10 152] ; [ 18 293],[  9.58985201 152.41014799] ; [ 18.41014799 292.58985201],0
r1,1,0.952739,0.003513,[137  24] ; [264  47],[136.78177966  24.21822034] ; [264.21822034  46.78177966],0
s3,1,0.979726,0.000646,[85 73] ; [165 141],[85.12931034 72.87068966] ; [164.87068966 141.12931034],0
