Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3.4e-05,17.187211,[ 42 117] ; [138 160],[62.62582057 96.37417943] ; [117.37417943 180.62582057],1
n5,1,3.5e-05,17.103767,[104  56] ; [253  55],[122.05128205  37.94871795] ; [234.94871795  73.05128205],1
p2,1,0.000391,12.573624,[121  40] ; [270  37],[134.51068376  26.48931624] ; [256.48931624  50.51068376],1
p4,1,0.001288,10.359582,[82 76] ; [205 100],[97.93952484 60.06047516] ; [189.06047516 115.93952484],0
p3,1,0.001627,9.929045,[72 89] ; [183 122],[88.10085837 72.89914163] ; [166.89914163 138.10085837],0
p9,1,0.006398,7.434705,[127  32] ; [271  33],[136.67818575  22.32181425] ; [261.32181425  42.67818575],0
b5,1,0.008986,6.825634,[83 79] ; [198 113],[96.2410148 65.7589852] ; [184.7589852 126.2410148],0
v3,1,0.009004,6.822057,[78 82] ; [186 117],[91.23110151 68.76889849] ; [172.76889849 130.23110151],0
s8,1,0.012432,6.248263,[64 98] ; [158 148],[76.84615385 85.15384615] ; [145.15384615 160.84615385],0
p5,1,0.013645,6.083555,[ 11 150] ; [ 45 263],[ 19.2238806 141.7761194] ; [ 36.7761194 271.2238806],0
n1,1,0.017658,5.629795,[ 7 31] ; [23 32],[12.25806452 25.74193548] ; [17.74193548 37.25806452],0
p8,1,0.019353,5.469305,[77 81] ; [181 120],[88.81045752 69.18954248] ; [169.18954248 131.81045752],0
n4,1,0.024913,5.029954,[117  44] ; [253  57],[126.47558386  34.52441614] ; [243.52441614  66.47558386],0
r3,1,0.032156,4.59015,[152   9] ; [304   6],[155.87261146   5.12738854] ; [300.12738854   9.87261146],0
s6,1,0.040679,4.189341,[98 62] ; [214  89],[107.81857451  52.18142549] ; [204.18142549  98.81857451],0
r4,1,0.044549,4.035642,[145  17] ; [294  17],[150.3551797  11.6448203] ; [288.6448203  22.3551797],0
s7,1,0.047267,3.935856,[71 82] ; [166 129],[80.93973214 72.06026786] ; [156.06026786 138.93973214],0
b3,1,0.049896,3.844967,[29 66] ; [ 82 111],[36.61458333 58.38541667] ; [ 74.38541667 118.61458333],0
b2,1,0.049896,3.844967,[29 66] ; [ 82 111],[36.61458333 58.38541667] ; [ 74.38541667 118.61458333],0
p10,1,0.052408,3.762707,[126  34] ; [260  43],[133.39092873  26.60907127] ; [252.60907127  50.39092873],0
p11,1,0.058057,3.592047,[122  40] ; [257  54],[129.80549683  32.19450317] ; [249.19450317  61.80549683],0
p1,1,0.073644,3.199881,[  8 153] ; [ 30 279],[ 13.01702128 147.98297872] ; [ 24.98297872 284.01702128],0
u4,1,0.075213,3.165413,[  1 161] ; [ 10 301],[  3.76744186 158.23255814] ; [  7.23255814 303.76744186],0
s4,1,0.085636,2.954549,[ 30 131] ; [ 39 268],[ 23.73717949 137.26282051] ; [ 45.26282051 261.73717949],0
a4,1,0.097662,2.74331,[65 96] ; [150 160],[73.492569 87.507431] ; [141.507431 168.492569],0
a8,1,0.101321,2.684621,[ 15 131] ; [ 44 229],[ 20.55847255 125.44152745] ; [ 38.44152745 234.55847255],0
p7,1,0.108792,2.571688,[101  57] ; [213  86],[108.56017505  49.43982495] ; [205.43982495  93.56017505],0
d1,1,0.116365,2.465572,[96 66] ; [207 104],[103.77589852  58.22410148] ; [199.22410148 111.77589852],0
p12,1,0.138755,2.191712,[ 11 149] ; [ 34 271],[ 15.48387097 144.51612903] ; [ 29.51612903 275.48387097],0
n6,1,0.146261,2.110815,[134  28] ; [269  38],[139.20255864  22.79744136] ; [263.79744136  43.20255864],0
d4,1,0.148327,2.089373,[132  28] ; [271  39],[137.19148936  22.80851064] ; [265.80851064  44.19148936],0
s5,1,0.172696,1.859384,[ 49 104] ; [116 185],[55.60572687 97.39427313] ; [109.39427313 191.60572687],0
s2,1,0.185374,1.754002,[78 84] ; [167 139],[84.80769231 77.19230769] ; [160.19230769 145.80769231],0
d3,1,0.19314,1.693501,[112  49] ; [233  77],[117.92993631  43.07006369] ; [227.07006369  82.92993631],0
u2,1,0.244035,1.357132,[19 21] ; [43 30],[21.94690265 18.05309735] ; [40.05309735 32.94690265],0
s1,1,0.257218,1.283671,[  2 157] ; [  9 297],[  3.76129032 155.23870968] ; [  7.23870968 298.76129032],0
a7,1,0.274815,1.192554,[126  34] ; [230  80],[121.19148936  38.80851064] ; [234.80851064  75.19148936],0
d5,1,0.336885,0.922249,[133  29] ; [265  45],[136.60169492  25.39830508] ; [261.39830508  48.60169492],0
