Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,256.198782,[ 74 258] ; [262  44],[174.84639498 157.15360502] ; [161.15360502 144.84639498],1
s6,1,0.0,127.828614,[140 192] ; [260  44],[208.80503145 123.19496855] ; [191.19496855 112.80503145],1
s7,1,0.0,94.41378,[ 90 230] ; [199  97],[150.12987013 169.87012987] ; [138.87012987 157.12987013],1
s8,1,0.0,90.986267,[ 83 252] ; [191 117],[142.75272162 192.24727838] ; [131.24727838 176.75272162],1
s5,1,0.0,54.091749,[ 59 270] ; [134 163],[101.43290735 227.56709265] ; [ 91.56709265 205.43290735],1
p12,1,3e-06,21.635598,[ 11 321] ; [ 41 265],[ 27.05956113 304.94043887] ; [ 24.94043887 281.05956113],1
p4,1,7e-06,20.217303,[164 168] ; [205 101],[192.01880878 139.98119122] ; [176.98119122 129.01880878],1
n5,1,4.5e-05,16.63622,[219 115] ; [244  61],[242.00625978  91.99374022] ; [220.99374022  84.00625978],1
p10,1,5e-05,16.450048,[242  90] ; [263  43],[262.78996865  69.21003135] ; [242.21003135  63.78996865],1
p9,1,0.000112,14.928249,[257  76] ; [269  34],[275.40566038  57.59433962] ; [250.59433962  52.40566038],1
p6,1,0.000251,13.407671,[ 88 240] ; [123 180],[109.67987322 218.32012678] ; [101.32012678 201.67987322],1
v3,1,0.000338,12.845957,[112 215] ; [141 150],[133.86893204 193.13106796] ; [119.13106796 171.86893204],1
v4,1,0.000379,12.633411,[301  35] ; [297  10],[312.48522551  23.51477449] ; [285.51477449  21.48522551],1
v1,1,0.000446,12.330759,[159 172] ; [183 112],[180.83386581 150.16613419] ; [161.16613419 133.83386581],1
r4,1,0.000647,11.636507,[281  56] ; [285  24],[295.26625387  41.73374613] ; [270.73374613  38.26625387],1
p3,1,0.000673,11.562063,[139 195] ; [169 138],[160.48673947 173.51326053] ; [147.51326053 159.48673947],1
r3,1,0.000725,11.424136,[309  28] ; [301   7],[318.71317829  18.28682171] ; [291.28682171  16.71317829],1
n4,1,0.001998,9.550998,[246  91] ; [256  52],[262.28527132  74.71472868] ; [239.71472868  68.28527132],0
u4,1,0.003883,8.337813,[  3 334] ; [ 14 295],[  8.86842105 328.13157895] ; [  8.13157895 300.86842105],0
