Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,76.846368,[43 79] ; [233  59],[81.33333333 40.66666667] ; [194.66666667  97.33333333],1
d3,1,0.0,44.024272,[61 61] ; [240  53],[88.48674699 33.51325301] ; [212.51325301  80.48674699],1
a2,1,1e-06,25.187162,[ 14 108] ; [106 189],[35.10791367 86.89208633] ; [ 84.89208633 210.10791367],1
u1,1,5e-06,21.016057,[ 12 110] ; [ 92 203],[30.42685851 91.57314149] ; [ 73.57314149 221.42685851],1
b5,1,0.00019,13.92304,[54 68] ; [189 106],[71.09352518 50.90647482] ; [171.90647482 123.09352518],1
b1,1,0.002515,9.129962,[62 60] ; [103 192],[48.27338129 73.72661871] ; [116.72661871 178.27338129],0
d1,1,0.0081,7.011153,[66 56] ; [200  95],[77.82254197 44.17745803] ; [188.17745803 106.82254197],0
v2,1,0.010276,6.586373,[59 59] ; [183 104],[70.50864198 47.49135802] ; [171.49135802 115.50864198],0
n4,1,0.026976,4.892345,[109  12] ; [239  55],[101.46506024  19.53493976] ; [246.53493976  47.46506024],0
b4,1,0.027508,4.858612,[58 64] ; [175 120],[68.16786571 53.83213429] ; [164.83213429 130.16786571],0
r1,1,0.03962,4.234073,[96 26] ; [255  39],[102.9375  19.0625] ; [248.0625  45.9375],0
r4,1,0.043059,4.093091,[108  14] ; [278  17],[112.93045564   9.06954436] ; [273.06954436  21.93045564],0
b2,1,0.061728,3.490349,[45 44] ; [ 78 123],[37.74827586 51.25172414] ; [ 85.25172414 115.74827586],0
b3,1,0.061728,3.490349,[45 44] ; [ 78 123],[37.74827586 51.25172414] ; [ 85.25172414 115.74827586],0
s8,1,0.087372,2.922147,[93 29] ; [198  94],[85.75362319 36.24637681] ; [205.24637681  86.75362319],0
r2,1,0.109799,2.557119,[115   6] ; [286   6],[117.4842615   3.5157385] ; [283.5157385   8.4842615],0
n1,1,0.110921,2.541056,[20 13] ; [26 34],[16.32258065 16.67741935] ; [29.67741935 30.32258065],0
d4,1,0.114874,2.485857,[98 23] ; [255  38],[103.17149758  17.82850242] ; [249.82850242  43.17149758],0
n5,1,0.129919,2.293471,[104  17] ; [234  60],[98.54939759 22.45060241] ; [239.45060241  54.54939759],0
u3,1,0.173444,1.852918,[11  8] ; [46 16],[13.37037037  5.62962963] ; [43.62962963 18.37037037],0
p11,1,0.238119,1.391697,[101  21] ; [229  66],[96.54676259 25.45323741] ; [233.45323741  61.54676259],0
a3,1,0.24632,1.344058,[103  19] ; [233  60],[98.77590361 23.22409639] ; [237.22409639  55.77590361],0
s4,1,0.251236,1.31642,[30 91] ; [ 58 236],[25.65783133 95.34216867] ; [ 62.34216867 231.65783133],0
p3,1,0.272788,1.202672,[75 47] ; [163 130],[69.96626506 52.03373494] ; [168.03373494 124.96626506],0
s1,1,0.334423,0.931695,[  4 118] ; [ 16 274],[  5.9223301 116.0776699] ; [ 14.0776699 275.9223301],0
r3,1,0.343277,0.898155,[119   3] ; [281  13],[117.30769231   4.69230769] ; [282.69230769  11.30769231],0
p1,1,0.36852,0.80865,[ 10 111] ; [ 33 261],[ 12.5373494 108.4626506] ; [ 30.4626506 263.5373494],0
p12,1,0.435404,0.608365,[ 10 110] ; [ 32 262],[ 12.17391304 107.82608696] ; [ 29.82608696 264.17391304],0
s3,1,0.545307,0.365792,[94 28] ; [216  75],[91.57384988 30.42615012] ; [218.42615012  72.57384988],0
p4,1,0.547971,0.360964,[80 42] ; [201  92],[82.60722892 39.39277108] ; [198.39277108  94.60722892],0
p2,1,0.569328,0.323809,[102  19] ; [255  40],[103.83894231  17.16105769] ; [253.16105769  41.83894231],0
a8,1,0.57682,0.311403,[ 18 100] ; [ 45 211],[19.87700535 98.12299465] ; [ 43.12299465 212.87700535],0
v3,1,0.588098,0.293324,[58 62] ; [128 154],[55.52238806 64.47761194] ; [130.47761194 151.52238806],0
p10,1,0.596348,0.280539,[102  19] ; [252  40],[103.71428571  17.28571429] ; [250.28571429  41.71428571],0
s6,1,0.596736,0.279946,[102  17] ; [245  48],[100.22572816  18.77427184] ; [246.77427184  46.22572816],0
a5,1,0.606312,0.265581,[94 28] ; [234  61],[95.9616307 26.0383693] ; [232.0383693  62.9616307],0
n2,1,0.641009,0.217426,[28  6] ; [47 13],[27.12765957  6.87234043] ; [47.87234043 12.12765957],0
a1,1,0.651121,0.204489,[  8 114] ; [ 16 279],[  7.02158273 114.97841727] ; [ 16.97841727 278.02158273],0
d2,1,0.660769,0.192591,[65 57] ; [163 130],[67.02650602 54.97349398] ; [160.97349398 132.02650602],0
s5,1,0.670713,0.18077,[55 62] ; [126 156],[53.07518797 63.92481203] ; [127.92481203 154.07518797],0
a4,1,0.685528,0.16397,[62 60] ; [143 151],[60.12019231 61.87980769] ; [144.87980769 149.12019231],0
u2,1,0.720317,0.128189,[13  6] ; [39 22],[12.35  6.65] ; [39.65 21.35],0
n6,1,0.743103,0.107418,[106  15] ; [260  33],[106.97101449  14.02898551] ; [259.02898551  33.97101449],0
s2,1,0.758397,0.094609,[91 31] ; [215  79],[89.74038462 32.25961538] ; [216.25961538  77.74038462],0
v1,1,0.77343,0.082881,[67 51] ; [168 120],[68.30049261 49.69950739] ; [166.69950739 121.30049261],0
d5,1,0.809064,0.058387,[100  21] ; [245  48],[100.83333333  20.16666667] ; [244.16666667  48.83333333],0
p5,1,0.813913,0.055404,[ 19 101] ; [ 49 243],[ 19.80582524 100.19417476] ; [ 48.19417476 243.80582524],0
u4,1,0.85815,0.031944,[  5 117] ; [ 11 284],[  4.68105516 117.31894484] ; [ 11.31894484 283.68105516],0
p6,1,0.861017,0.030653,[57 63] ; [135 155],[56.19512195 63.80487805] ; [135.80487805 154.19512195],0
p7,1,0.861564,0.03041,[85 35] ; [198  85],[84.26799007 35.73200993] ; [198.73200993  84.26799007],0
p9,1,0.886854,0.020245,[108  13] ; [262  30],[108.40193705  12.59806295] ; [261.59806295  30.40193705],0
p8,1,0.890476,0.018962,[67 52] ; [166 125],[67.62682927 51.37317073] ; [165.37317073 125.62682927],0
n3,1,0.94532,0.004704,[23 11] ; [41 19],[23.14893617 10.85106383] ; [40.85106383 19.14893617],0
