Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,132.027104,[241   3] ; [37 41],[210.65838509  33.34161491] ; [67.34161491 10.65838509],1
r2,1,0.0,87.432667,[236   6] ; [45 33],[212.50625  29.49375] ; [68.49375  9.50625],1
v4,1,0.0,86.662328,[235   8] ; [44 35],[210.54968944  32.45031056] ; [68.45031056 10.54968944],1
r1,1,0.0,80.758137,[200  43] ; [23 57],[167.76780186  75.23219814] ; [55.23219814 24.76780186],1
p11,1,0.0,50.929195,[200  44] ; [33 48],[174.92923077  69.07076923] ; [58.07076923 22.92923077],1
p2,1,0.0,38.806142,[195  48] ; [34 44],[173.35514019  69.64485981] ; [55.64485981 22.35514019],1
p7,1,0.0,26.091591,[145  96] ; [21 57],[125.41065831 115.58934169] ; [40.58934169 37.41065831],1
v2,1,2e-06,22.491122,[132 101] ; [20 58],[113.8778135 119.1221865] ; [38.1221865 39.8778135],1
n6,1,7e-06,20.169157,[192  52] ; [41 37],[176.55900621  67.44099379] ; [56.44099379 21.55900621],1
p10,1,2.1e-05,18.083689,[174  68] ; [35 42],[158.55172414  83.44827586] ; [50.44827586 26.55172414],1
p9,1,2.6e-05,17.717875,[182  59] ; [38 38],[167.2555205  73.7444795] ; [52.7444795 23.2555205],1
a7,1,2.7e-05,17.637322,[177  67] ; [37 42],[161.65944272  82.34055728] ; [52.34055728 26.65944272],1
d3,1,4e-05,16.888656,[161  83] ; [32 48],[145.34567901  98.65432099] ; [47.65432099 32.34567901],1
p3,1,0.000127,14.690357,[104 138] ; [15 64],[ 89.71339564 152.28660436] ; [29.28660436 49.71339564],1
a1,1,0.00013,14.644832,[  5 239] ; [10 71],[ 11.26153846 232.73846154] ; [ 3.73846154 77.26153846],1
d5,1,0.000142,14.471929,[189  55] ; [45 36],[175.68  68.32] ; [58.32 22.68],1
a6,1,0.000144,14.446494,[174  70] ; [39 42],[159.91384615  84.08615385] ; [53.08615385 27.91384615],1
p8,1,0.000333,12.874543,[116 124] ; [20 59],[102.31974922 137.68025078] ; [33.68025078 45.31974922],1
a5,1,0.000459,12.27437,[170  74] ; [39 42],[156.91076923  87.08923077] ; [52.08923077 28.91076923],1
p4,1,0.000781,11.285927,[116 125] ; [21 58],[103.178125 137.821875] ; [33.821875 45.178125],1
d4,1,0.001003,10.821461,[191  52] ; [48 32],[179.80495356  63.19504644] ; [59.19504644 20.80495356],0
v1,1,0.001167,10.542628,[112 129] ; [20 58],[ 99.72413793 141.27586207] ; [32.27586207 45.72413793],0
n3,1,0.001806,9.737179,[43 11] ; [19 20],[36. 18.] ; [26. 13.],0
v3,1,0.001855,9.687661,[ 88 143] ; [15 64],[ 76.7516129 154.2483871] ; [26.2483871 52.7516129],0
b1,1,0.002505,9.136575,[ 89 155] ; [45 36],[100.60307692 143.39692308] ; [33.39692308 47.60307692],0
d1,1,0.003531,8.510738,[136 108] ; [30 51],[124.62769231 119.37230769] ; [41.37230769 39.62769231],0
s8,1,0.00463,8.018677,[ 52 192] ; [ 6 75],[ 43.54461538 200.45538462] ; [14.45538462 66.54461538],0
u3,1,0.005978,7.556806,[39 35] ; [ 9 27],[32.29090909 41.70909091] ; [15.70909091 20.29090909],0
s1,1,0.006389,7.437301,[  5 236] ; [ 7 73],[  9.00934579 231.99065421] ; [ 2.99065421 77.00934579],0
n4,1,0.009426,6.74031,[178  66] ; [46 34],[168.69135802  75.30864198] ; [55.30864198 24.69135802],0
p6,1,0.015466,5.862631,[ 63 176] ; [10 67],[ 55.21202532 183.78797468] ; [17.78797468 59.21202532],0
b5,1,0.018677,5.531517,[145  99] ; [36 45],[135.88923077 108.11076923] ; [45.11076923 35.88923077],0
a3,1,0.033135,4.538803,[170  73] ; [45 34],[162.2515528  80.7484472] ; [52.7484472 26.2515528],0
a4,1,0.142539,2.150336,[105 139] ; [27 53],[ 99.40740741 144.59259259] ; [32.59259259 47.40740741],0
p5,1,0.150333,2.068869,[ 11 230] ; [ 7 72],[ 13.55625 227.44375] ; [ 4.44375 74.55625],0
u2,1,0.15097,2.062418,[37 36] ; [13 23],[33.48623853 39.51376147] ; [16.51376147 19.48623853],0
n2,1,0.175338,1.836705,[39 16] ; [23 17],[35.89473684 19.10526316] ; [26.10526316 13.89473684],0
p1,1,0.203962,1.613778,[ 19 224] ; [10 70],[ 21.81733746 221.18266254] ; [ 7.18266254 72.81733746],0
a8,1,0.20542,1.603418,[ 27 195] ; [ 5 68],[ 24.08135593 197.91864407] ; [ 7.91864407 65.08135593],0
s2,1,0.209189,1.577032,[ 45 197] ; [10 70],[ 41.33540373 200.66459627] ; [13.66459627 66.33540373],0
b4,1,0.228801,1.448302,[135 109] ; [51 30],[139.64307692 104.35692308] ; [46.35692308 34.64307692],0
a2,1,0.247184,1.339149,[ 47 197] ; [11 70],[ 43.54461538 200.45538462] ; [14.45538462 66.54461538],0
d2,1,0.320337,0.987568,[114 129] ; [32 47],[110.18012422 132.81987578] ; [35.81987578 43.18012422],0
n5,1,0.429223,0.624925,[160  82] ; [49 31],[157.07453416  84.92546584] ; [51.92546584 28.07453416],0
u1,1,0.475978,0.508064,[ 28 216] ; [ 7 74],[ 26.27692308 217.72307692] ; [ 8.72307692 72.27692308],0
s5,1,0.5126,0.428756,[ 30 208] ; [ 8 73],[ 28.35109718 209.64890282] ; [ 9.64890282 71.35109718],0
s7,1,0.647864,0.208604,[ 49 180] ; [14 60],[ 47.61386139 181.38613861] ; [15.38613861 58.61386139],0
n1,1,0.767076,0.087736,[17 36] ; [14 26],[17.66666667 35.33333333] ; [13.33333333 26.66666667],0
s3,1,0.768362,0.086741,[ 63 179] ; [19 59],[ 62.0125 179.9875] ; [19.9875 58.0125],0
p12,1,0.866012,0.028468,[  7 235] ; [ 2 77],[  6.78504673 235.21495327] ; [ 2.21495327 76.78504673],0
b2,1,0.887192,0.020124,[60 85] ; [20 27],[60.41666667 84.58333333] ; [19.58333333 27.41666667],0
b3,1,0.887192,0.020124,[60 85] ; [20 27],[60.41666667 84.58333333] ; [19.58333333 27.41666667],0
