Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.834867,[ 8 31] ; [101  29],[25.15384615 13.84615385] ; [83.84615385 46.15384615],1
r3,1,0.0,40.380484,[16 23] ; [115  14],[30.41071429  8.58928571] ; [100.58928571  28.41071429],1
p2,1,1e-06,24.40872,[ 8 31] ; [85 45],[21.46153846 17.53846154] ; [71.53846154 58.46153846],1
n6,1,3e-05,17.447126,[11 27] ; [87 43],[22.16666667 15.83333333] ; [75.83333333 54.16666667],1
r2,1,4.8e-05,16.530557,[21 16] ; [113  17],[29.68862275  7.31137725] ; [104.31137725  25.68862275],1
r1,1,0.000828,11.177585,[15 24] ; [88 41],[23.91071429 15.08928571] ; [79.08928571 49.91071429],1
u3,1,0.001744,9.800826,[ 1 16] ; [26 28],[ 6.46478873 10.53521127] ; [20.53521127 33.46478873],0
n2,1,0.008551,6.914234,[ 8 13] ; [37 15],[12.94520548  8.05479452] ; [32.05479452 19.94520548],0
p7,1,0.011528,6.381985,[ 9 30] ; [59 70],[15.78571429 23.21428571] ; [52.21428571 76.78571429],0
p11,1,0.020453,5.372842,[11 28] ; [64 66],[17.30769231 21.69230769] ; [57.69230769 72.30769231],0
n3,1,0.027159,4.880672,[ 9 12] ; [36 15],[13.125  7.875] ; [31.875 19.125],0
s6,1,0.029894,4.715402,[ 9 30] ; [55 75],[14.76923077 24.23076923] ; [49.23076923 80.76923077],0
a1,1,0.039833,4.225,[ 6 33] ; [  7 123],[ 3. 36.] ; [ 10. 120.],0
u1,1,0.061963,3.484045,[ 1 38] ; [ 17 113],[ 4.15384615 34.84615385] ; [ 13.84615385 116.15384615],0
a7,1,0.064228,3.424693,[18 21] ; [81 48],[22.98214286 16.01785714] ; [76.01785714 52.98214286],0
u2,1,0.066304,3.37223,[ 3 14] ; [22 30],[ 6.15942029 10.84057971] ; [18.84057971 33.15942029],0
d3,1,0.091607,2.845899,[17 22] ; [76 53],[21.58928571 17.41071429] ; [71.41071429 57.58928571],0
p9,1,0.105622,2.61853,[ 7 31] ; [40 85],[10.95705521 27.04294479] ; [36.04294479 88.95705521],0
p1,1,0.119605,2.422485,[ 5 34] ; [  7 121],[ 2.80239521 36.19760479] ; [  9.19760479 118.80239521],0
p8,1,0.146985,2.103262,[ 6 32] ; [35 93],[ 9.38554217 28.61445783] ; [31.61445783 96.38554217],0
p6,1,0.163125,1.94502,[ 4 34] ; [ 26 101],[ 6.90909091 31.09090909] ; [ 23.09090909 103.90909091],0
d5,1,0.174162,1.846746,[22 17] ; [88 41],[25.53571429 13.46428571] ; [84.46428571 44.53571429],0
s1,1,0.175224,1.837674,[ 5 34] ; [  8 121],[ 3.01785714 35.98214286] ; [  9.98214286 119.01785714],0
v1,1,0.224979,1.472327,[ 9 29] ; [44 85],[12.05988024 25.94011976] ; [40.94011976 88.05988024],0
v2,1,0.23803,1.392223,[11 28] ; [49 78],[14.09638554 24.90361446] ; [45.90361446 81.09638554],0
s3,1,0.242924,1.363545,[11 27] ; [50 77],[14.04848485 23.95151515] ; [46.95151515 80.04848485],0
b5,1,0.300052,1.073963,[21 18] ; [82 48],[23.76923077 15.23076923] ; [79.23076923 50.76923077],0
a2,1,0.3096,1.032383,[ 5 34] ; [ 26 104],[ 7.15384615 31.84615385] ; [ 23.84615385 106.15384615],0
p4,1,0.321113,0.984409,[10 29] ; [44 85],[12.53571429 26.46428571] ; [41.46428571 87.53571429],0
p3,1,0.357412,0.846967,[ 8 31] ; [36 93],[10.21428571 28.78571429] ; [33.78571429 95.21428571],0
s2,1,0.374094,0.790021,[ 7 32] ; [32 97],[ 9.05357143 29.94642857] ; [29.94642857 99.05357143],0
b1,1,0.399019,0.711279,[21 18] ; [60 70],[18.69230769 20.30769231] ; [62.30769231 67.69230769],0
d4,1,0.406588,0.688755,[25 14] ; [91 37],[27.08982036 11.91017964] ; [88.91017964 39.08982036],0
d2,1,0.443839,0.586337,[19 19] ; [55 73],[16.93975904 21.06024096] ; [57.06024096 70.93975904],0
v3,1,0.472164,0.516908,[ 7 31] ; [30 95],[ 8.62576687 29.37423313] ; [28.37423313 96.62576687],0
a6,1,0.502568,0.449509,[20 19] ; [74 55],[21.82142857 17.17857143] ; [72.17857143 56.82142857],0
s5,1,0.528149,0.397953,[ 5 34] ; [ 22 107],[ 6.26785714 32.73214286] ; [ 20.73214286 108.26785714],0
a4,1,0.579993,0.306245,[14 24] ; [54 75],[15.47305389 22.52694611] ; [52.52694611 76.47305389],0
s7,1,0.626024,0.237491,[ 6 30] ; [25 98],[ 7.01886792 28.98113208] ; [23.98113208 99.01886792],0
u4,1,0.670523,0.180991,[ 1 38] ; [  2 128],[ 0.69230769 38.30769231] ; [  2.30769231 127.69230769],0
a8,1,0.689317,0.159826,[ 4 34] ; [ 10 109],[ 3.38853503 34.61146497] ; [ 10.61146497 108.38853503],0
