Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.89797,[34  9] ; [39 91],[18.14450867 24.85549133] ; [54.85549133 75.14450867],1
s6,1,9.8e-05,15.183147,[34  8] ; [60 69],[23.0877193 18.9122807] ; [70.9122807 58.0877193],1
s7,1,0.000407,12.501439,[24 16] ; [36 88],[14.63414634 25.36585366] ; [45.36585366 78.63414634],1
p5,1,0.000544,11.959311,[10 32] ; [  7 122],[ 4.1754386 37.8245614] ; [ 12.8245614 116.1754386],1
s3,1,0.001081,10.683181,[29 14] ; [50 79],[19.75 23.25] ; [59.25 69.75],0
b4,1,0.001345,10.279631,[35  8] ; [70 60],[26.0982659 16.9017341] ; [78.9017341 51.0982659],0
s4,1,0.00141,10.19231,[15 28] ; [ 17 113],[ 7.95375723 35.04624277] ; [ 24.04624277 105.95375723],0
p6,1,0.00329,8.639223,[21 21] ; [32 93],[13.32934132 28.67065868] ; [39.67065868 85.32934132],0
b5,1,0.005363,7.75263,[20 23] ; [91 39],[27.58959538 15.41040462] ; [83.41040462 46.58959538],0
n3,1,0.005403,7.739376,[7 9] ; [34  8],[11.31034483  4.68965517] ; [29.68965517 12.31034483],0
d4,1,0.015839,5.820656,[37  6] ; [87 43],[30.82080925 12.17919075] ; [93.17919075 36.82080925],0
a1,1,0.018544,5.544003,[ 6 37] ; [  5 125],[ 2.73410405 40.26589595] ; [  8.26589595 121.73410405],0
p3,1,0.035341,4.428647,[24 19] ; [48 80],[18.10526316 24.89473684] ; [53.89473684 74.10526316],0
p1,1,0.035786,4.40726,[ 7 35] ; [  8 122],[ 3.6627907 38.3372093] ; [ 11.3372093 118.6627907],0
d3,1,0.037395,4.332321,[30 13] ; [66 62],[24.14035088 18.85964912] ; [71.85964912 56.14035088],0
r4,1,0.043556,4.073687,[34  9] ; [81 49],[28.58381503 14.41618497] ; [86.41618497 43.58381503],0
a5,1,0.05796,3.59483,[28 15] ; [63 67],[22.61849711 20.38150289] ; [68.38150289 61.61849711],0
s1,1,0.065004,3.404883,[ 3 40] ; [  2 128],[ 1.24277457 41.75722543] ; [  3.75722543 126.24277457],0
s8,1,0.065484,3.392736,[18 25] ; [35 95],[13.1734104 29.8265896] ; [39.8265896 90.1734104],0
d5,1,0.067043,3.353967,[35  8] ; [86 43],[30.25 12.75] ; [90.75 38.25],0
v1,1,0.06821,3.325568,[21 20] ; [44 81],[16.05421687 24.94578313] ; [48.94578313 76.05421687],0
d1,1,0.068517,3.318194,[23 20] ; [49 81],[17.89595376 25.10404624] ; [54.10404624 75.89595376],0
u3,1,0.074452,3.182044,[10  7] ; [19 36],[ 6.84722222 10.15277778] ; [22.15277778 32.84722222],0
b2,1,0.081586,3.033014,[11 14] ; [20 58],[ 7.52427184 17.47572816] ; [23.47572816 54.52427184],0
b3,1,0.081586,3.033014,[11 14] ; [20 58],[ 7.52427184 17.47572816] ; [23.47572816 54.52427184],0
v2,1,0.111347,2.535,[21 19] ; [49 79],[16.66666667 23.33333333] ; [53.33333333 74.66666667],0
r2,1,0.144974,2.124355,[37  5] ; [98 28],[33.75  8.25] ; [101.25  24.75],0
u1,1,0.162532,1.950507,[ 4 39] ; [  5 125],[ 2.23699422 40.76300578] ; [  6.76300578 123.23699422],0
n5,1,0.167499,1.905184,[24 19] ; [87 42],[27.75 15.25] ; [83.25 45.75],0
p10,1,0.199849,1.643479,[34  8] ; [90 37],[30.81656805 11.18343195] ; [93.18343195 33.81656805],0
p4,1,0.201186,1.633743,[25 18] ; [60 68],[21.37426901 21.62573099] ; [63.62573099 64.37426901],0
p11,1,0.215873,1.531594,[29 14] ; [100  30],[32.06358382 10.93641618] ; [96.93641618 33.06358382],0
p9,1,0.220778,1.499305,[37  5] ; [102  26],[34.34117647  7.65882353] ; [104.65882353  23.34117647],0
n4,1,0.226792,1.460867,[23 20] ; [83 47],[26.34682081 16.65317919] ; [79.65317919 50.34682081],0
a4,1,0.238052,1.392095,[16 27] ; [36 94],[12.92485549 30.07514451] ; [39.07514451 90.92485549],0
v4,1,0.290458,1.117495,[39  3] ; [112  17],[37.0877193  4.9122807] ; [113.9122807  15.0877193],0
