Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,49.738098,[217  53] ; [47 61],[188.57142857  81.42857143] ; [75.42857143 32.57142857],1
d3,1,0.0,46.422677,[215  56] ; [47 61],[187.34036939  83.65963061] ; [74.65963061 33.34036939],1
a2,1,0.0,30.135389,[ 99 172] ; [ 9 99],[ 77.22427441 193.77572559] ; [30.77572559 77.22427441],1
u1,1,5e-06,20.880335,[ 83 188] ; [ 9 99],[ 65.78364116 205.21635884] ; [26.21635884 81.78364116],1
b5,1,0.000206,13.77356,[172  99] ; [46 62],[155.87862797 115.12137203] ; [62.12137203 45.87862797],1
r2,1,0.000282,13.186197,[262   5] ; [96 11],[255.57754011  11.42245989] ; [102.42245989   4.57754011],1
d1,1,0.002285,9.304895,[188  83] ; [57 51],[175.18469657  95.81530343] ; [69.81530343 38.18469657],0
s8,1,0.005099,7.843987,[128 139] ; [69 39],[140.264 126.736] ; [56.736 51.264],0
v4,1,0.006127,7.512474,[263   6] ; [99  9],[258.29708223  10.70291777] ; [103.70291777   4.29708223],0
r4,1,0.008808,6.861393,[257  14] ; [94 14],[250.97889182  20.02110818] ; [100.02110818   7.97889182],0
p4,1,0.013944,6.045184,[230  41] ; [80 28],[221.66226913  49.33773087] ; [88.33773087 19.66226913],0
n2,1,0.034721,4.458852,[32  7] ; [10  8],[28.73684211 10.26315789] ; [13.26315789  4.73684211],0
p6,1,0.04437,4.042415,[143 124] ; [45 62],[134.21390374 132.78609626] ; [53.78609626 53.21390374],0
d5,1,0.048157,3.904515,[237  34] ; [85 22],[230.85185185  40.14814815] ; [91.14814815 15.85185185],0
b1,1,0.050251,3.833053,[113 158] ; [57 51],[121.55672823 149.44327177] ; [48.44327177 59.55672823],0
n3,1,0.068132,3.327455,[34  5] ; [12  6],[31.47368421  7.52631579] ; [14.52631579  3.47368421],0
a4,1,0.073554,3.201865,[145 125] ; [47 61],[137.14285714 132.85714286] ; [54.85714286 53.14285714],0
r3,1,0.087284,2.923756,[259   9] ; [100   8],[255.88297872  12.11702128] ; [103.11702128   4.88297872],0
s7,1,0.087884,2.91271,[142 109] ; [69 35],[149.18591549 101.81408451] ; [61.81408451 42.18591549],0
v1,1,0.097002,2.754149,[170  95] ; [57 47],[163.02168022 101.97831978] ; [63.97831978 40.02168022],0
v2,1,0.129438,2.299232,[171  95] ; [58 46],[164.63243243 101.36756757] ; [64.36756757 39.63243243],0
d4,1,0.141866,2.157597,[232  39] ; [85 22],[227.26719577  43.73280423] ; [89.73280423 17.26719577],0
u3,1,0.146437,2.108984,[39 23] ; [12 14],[35.93181818 26.06818182] ; [15.06818182 10.93181818],0
p7,1,0.17927,1.803669,[208  60] ; [76 31],[202.96533333  65.03466667] ; [81.03466667 25.96533333],0
