Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.2e-05,18.012499,[46 66] ; [72 31],[61.46976744 50.53023256] ; [56.53023256 46.46976744],1
v3,1,0.000124,14.734579,[31 84] ; [53 48],[44.72222222 70.27777778] ; [39.27777778 61.72222222],1
n5,1,0.030609,4.67477,[82 35] ; [89 19],[88.92 28.08] ; [82.08 25.92],0
p9,1,0.039495,4.23945,[88 29] ; [93 15],[94.12 22.88] ; [86.88 21.12],0
p12,1,0.05252,3.759137,[  5 112] ; [12 96],[  8.84 108.16] ; [ 8.16 99.84],0
s4,1,0.05649,3.637548,[26 89] ; [14 95],[20.53571429 94.46428571] ; [19.46428571 89.53571429],0
n4,1,0.074664,3.177378,[85 32] ; [90 19],[90.59734513 26.40265487] ; [84.40265487 24.59734513],0
u4,1,0.081144,3.041838,[  1 116] ; [  5 104],[  3.10619469 113.89380531] ; [  2.89380531 106.10619469],0
p5,1,0.08922,2.888393,[  3 114] ; [ 8 99],[  5.74553571 111.25446429] ; [  5.25446429 101.74553571],0
a5,1,0.097192,2.751031,[75 42] ; [81 28],[80.76106195 36.23893805] ; [75.23893805 33.76106195],0
p11,1,0.115331,2.479611,[84 33] ; [88 21],[89.04424779 27.95575221] ; [82.95575221 26.04424779],0
s8,1,0.126133,2.339468,[59 58] ; [66 43],[64.71238938 52.28761062] ; [60.28761062 48.71238938],0
p4,1,0.145523,2.11856,[64 53] ; [70 39],[69.37168142 47.62831858] ; [64.62831858 44.37168142],0
b2,1,0.183152,1.771859,[17 45] ; [29 47],[20.66666667 41.33333333] ; [25.33333333 50.66666667],0
b3,1,0.183152,1.771859,[17 45] ; [29 47],[20.66666667 41.33333333] ; [25.33333333 50.66666667],0
p8,1,0.209532,1.574658,[59 58] ; [45 62],[54.32142857 62.67857143] ; [49.67857143 57.32142857],0
p6,1,0.216989,1.524171,[35 82] ; [40 66],[39.34977578 77.65022422] ; [35.65022422 70.34977578],0
p3,1,0.219046,1.510609,[48 68] ; [54 55],[52.58666667 63.41333333] ; [49.41333333 59.58666667],0
s7,1,0.250537,1.320309,[64 48] ; [68 37],[68.12903226 43.87096774] ; [63.87096774 41.12903226],0
a4,1,0.259459,1.271642,[45 72] ; [50 59],[49.18141593 67.81858407] ; [45.81858407 63.18141593],0
p10,1,0.293864,1.101833,[91 26] ; [90 18],[94.12 22.88] ; [86.88 21.12],0
r4,1,0.311569,1.024014,[100  17] ; [98 11],[102.50442478  14.49557522] ; [95.49557522 13.50442478],0
a1,1,0.322588,0.978423,[  5 112] ; [  8 101],[  6.7300885 110.2699115] ; [  6.2699115 102.7300885],0
d4,1,0.322621,0.978291,[92 24] ; [92 17],[94.86222222 21.13777778] ; [89.13777778 19.86222222],0
a3,1,0.334026,0.933228,[79 38] ; [80 29],[82.31415929 34.68584071] ; [76.68584071 32.31415929],0
v4,1,0.342036,0.902785,[108   9] ; [103   5],[109.72   7.28] ; [101.28   6.72],0
b5,1,0.354183,0.858413,[67 50] ; [69 40],[70.40707965 46.59292035] ; [65.59292035 43.40707965],0
b4,1,0.386635,0.749499,[62 55] ; [64 45],[65.2300885 51.7699115] ; [60.7699115 48.2300885],0
a8,1,0.426006,0.633687,[17 93] ; [20 82],[19.19811321 90.80188679] ; [17.80188679 84.19811321],0
a7,1,0.434986,0.609473,[86 30] ; [75 33],[83.375 32.625] ; [77.625 30.375],0
a2,1,0.444185,0.585447,[24 93] ; [27 82],[26.40265487 90.59734513] ; [24.59734513 84.40265487],0
a6,1,0.44567,0.581641,[78 38] ; [68 41],[75.27111111 40.72888889] ; [70.72888889 38.27111111],0
n1,1,0.464877,0.534127,[ 9 20] ; [ 9 13],[10.23529412 18.76470588] ; [ 7.76470588 14.23529412],0
n6,1,0.475694,0.50872,[92 25] ; [89 19],[94.12 22.88] ; [86.88 21.12],0
b1,1,0.550031,0.357262,[54 63] ; [46 63],[51.7699115 65.2300885] ; [48.2300885 60.7699115],0
u3,1,0.553991,0.350216,[21 15] ; [19 10],[22.15384615 13.84615385] ; [17.84615385 11.15384615],0
d2,1,0.642059,0.21606,[60 56] ; [53 56],[58.25777778 57.74222222] ; [54.74222222 54.25777778],0
s1,1,0.651223,0.204362,[  6 111] ; [  7 100],[  6.79017857 110.20982143] ; [  6.20982143 100.79017857],0
s6,1,0.658389,0.195487,[89 26] ; [87 22],[90.35714286 24.64285714] ; [85.64285714 23.35714286],0
r1,1,0.667149,0.184955,[94 23] ; [90 19],[95.25663717 21.74336283] ; [88.74336283 20.25663717],0
p7,1,0.699167,0.14934,[75 41] ; [64 39],[73.62557078 42.37442922] ; [65.37442922 37.62557078],0
d1,1,0.710135,0.138142,[68 49] ; [66 43],[69.37168142 47.62831858] ; [64.62831858 44.37168142],0
r2,1,0.710741,0.137538,[107   9] ; [101   7],[107.71428571   8.28571429] ; [100.28571429   7.71428571],0
u2,1,0.7485,0.102795,[21 16] ; [17 11],[21.63076923 15.36923077] ; [16.36923077 11.63076923],0
