Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,27.581901,[172   2] ; [64 15],[162.3083004  11.6916996] ; [73.6916996  5.3083004],1
p10,1,0.0,25.448673,[146  29] ; [41 36],[129.86111111  45.13888889] ; [57.13888889 19.86111111],1
p9,1,2e-06,22.880302,[151  22] ; [46 30],[136.87148594  36.12851406] ; [60.12851406 15.87148594],1
n5,1,1.9e-05,18.25864,[134  40] ; [39 39],[119.45238095  54.54761905] ; [53.54761905 24.45238095],1
p2,1,4.4e-05,16.682507,[134  40] ; [40 38],[120.14285714  53.85714286] ; [53.85714286 24.14285714],1
r4,1,0.000123,14.751067,[156  19] ; [55 24],[145.37401575  29.62598425] ; [65.62598425 13.37401575],1
n4,1,0.000169,14.152386,[144  31] ; [47 31],[132.11462451  42.88537549] ; [58.88537549 19.11462451],1
n6,1,0.001643,9.91043,[149  26] ; [53 25],[139.72332016  35.27667984] ; [62.27667984 15.72332016],0
s1,1,0.007425,7.167275,[  3 169] ; [ 7 72],[  6.85258964 165.14741036] ; [ 3.14741036 75.85258964],0
b1,1,0.007929,7.049425,[ 60 115] ; [41 38],[ 69.58661417 105.41338583] ; [31.41338583 47.58661417],0
p4,1,0.012058,6.302276,[94 81] ; [29 50],[84.74409449 90.25590551] ; [38.25590551 40.74409449],0
s4,1,0.017295,5.666147,[ 21 151] ; [19 60],[ 27.41035857 144.58964143] ; [12.58964143 66.41035857],0
p12,1,0.027821,4.839112,[ 15 160] ; [ 1 77],[ 11.06719368 163.93280632] ; [ 4.93280632 73.06719368],0
v4,1,0.03255,4.569273,[163  12] ; [66 12],[158.39920949  16.60079051] ; [70.60079051  7.39920949],0
p5,1,0.059151,3.561034,[ 12 159] ; [ 1 77],[  8.92771084 162.07228916] ; [ 4.07228916 73.92771084],0
v3,1,0.103123,2.656569,[63 99] ; [21 54],[ 57.41772152 104.58227848] ; [26.58227848 48.41772152],0
v1,1,0.115583,2.476181,[80 87] ; [29 49],[74.29795918 92.70204082] ; [34.70204082 43.29795918],0
p7,1,0.115714,2.47439,[74 98] ; [25 52],[ 68.38554217 103.61445783] ; [30.61445783 46.38554217],0
d2,1,0.126708,2.332383,[126  47] ; [63 14],[130.788  42.212] ; [58.212 18.788],0
a1,1,0.147393,2.099022,[  6 169] ; [ 6 73],[  8.26771654 166.73228346] ; [ 3.73228346 75.26771654],0
d4,1,0.173869,1.849266,[173   1] ; [75  2],[171.92031873   2.07968127] ; [76.07968127  0.92031873],0
n2,1,0.183279,1.770833,[30 15] ; [21 19],[27. 18.] ; [24. 16.],0
d3,1,0.199477,1.646199,[149  26] ; [71  7],[152.17391304  22.82608696] ; [67.82608696 10.17391304],0
a2,1,0.208213,1.583805,[ 63 112] ; [35 44],[ 67.51968504 107.48031496] ; [30.48031496 48.51968504],0
r1,1,0.208232,1.583678,[140  34] ; [58 21],[136.17391304  37.82608696] ; [61.82608696 17.17391304],0
v2,1,0.224382,1.476125,[99 65] ; [39 36],[94.69456067 69.30543933] ; [43.30543933 31.69456067],0
b4,1,0.246943,1.340515,[113  62] ; [45 34],[108.85826772  66.14173228] ; [49.14173228 29.85826772],0
p1,1,0.258892,1.27467,[  9 166] ; [ 7 72],[ 11.02362205 163.97637795] ; [ 4.97637795 74.02362205],0
a6,1,0.365589,0.818603,[137  38] ; [57 21],[134.18972332  40.81027668] ; [59.81027668 18.18972332],0
b2,1,0.396003,0.720429,[51 68] ; [16 29],[48.61585366 70.38414634] ; [18.38414634 26.61585366],0
b3,1,0.396003,0.720429,[51 68] ; [16 29],[48.61585366 70.38414634] ; [18.38414634 26.61585366],0
s3,1,0.40897,0.681793,[101  71] ; [42 37],[97.99203187 74.00796813] ; [45.00796813 33.99203187],0
s7,1,0.427378,0.629937,[87 85] ; [31 38],[84.21576763 87.78423237] ; [33.78423237 35.21576763],0
s6,1,0.450307,0.569878,[117  57] ; [48 29],[114.38247012  59.61752988] ; [50.61752988 26.38247012],0
a4,1,0.45057,0.569218,[108  67] ; [52 26],[110.67193676  64.32806324] ; [49.32806324 28.67193676],0
n3,1,0.451108,0.567866,[33 13] ; [25 14],[31.38823529 14.61176471] ; [26.61176471 12.38823529],0
p6,1,0.466152,0.531082,[ 39 133] ; [21 57],[ 41.28 130.72] ; [18.72 59.28],0
s2,1,0.47285,0.515308,[96 77] ; [40 39],[93.36507937 79.63492063] ; [42.63492063 36.36507937],0
s5,1,0.487065,0.483004,[ 51 118] ; [25 47],[ 53.29460581 115.70539419] ; [22.70539419 49.29460581],0
s8,1,0.517763,0.418347,[ 74 101] ; [30 49],[ 71.65354331 103.34645669] ; [32.34645669 46.65354331],0
a5,1,0.545492,0.365455,[143  32] ; [62 17],[141.24015748  33.75984252] ; [63.75984252 15.24015748],0
p3,1,0.548743,0.359573,[ 66 109] ; [26 51],[ 63.88888889 111.11111111] ; [28.11111111 48.88888889],0
u2,1,0.578375,0.308869,[24 12] ; [10  7],[23.09433962 12.90566038] ; [10.90566038  6.09433962],0
a8,1,0.616778,0.250421,[ 16 137] ; [ 6 66],[ 14.96 138.04] ; [ 7.04 64.96],0
r2,1,0.664099,0.188582,[164   9] ; [71  5],[163.27309237   9.72690763] ; [71.72690763  4.27309237],0
b5,1,0.732002,0.117281,[119  56] ; [52 27],[117.81496063  57.18503937] ; [53.18503937 25.81496063],0
u1,1,0.850256,0.035642,[ 53 122] ; [23 56],[ 52.36220472 122.63779528] ; [23.63779528 55.36220472],0
d5,1,0.893097,0.01806,[171   4] ; [76  2],[170.84980237   4.15019763] ; [76.15019763  1.84980237],0
a7,1,0.909675,0.012871,[131  43] ; [60 19],[131.35968379  42.64031621] ; [59.64031621 19.35968379],0
a3,1,0.945927,0.0046,[138  37] ; [62 17],[137.79527559  37.20472441] ; [62.20472441 16.79527559],0
n1,1,0.978952,0.000696,[17 28] ; [15 25],[16.94117647 28.05882353] ; [15.05882353 24.94117647],0
u3,1,0.990935,0.000129,[24 13] ; [11  6],[23.98148148 13.01851852] ; [11.01851852  5.98148148],0
