Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,38.061476,[83  4] ; [19 20],[70.42857143 16.57142857] ; [31.57142857  7.42857143],1
r3,1,0.0,36.311195,[83  4] ; [19 19],[70.992 16.008] ; [31.008  6.992],1
r1,1,6e-06,20.487473,[62 25] ; [11 28],[50.4047619 36.5952381] ; [22.5952381 16.4047619],1
v4,1,8e-06,20.029357,[79  8] ; [22 17],[69.73809524 17.26190476] ; [31.26190476  7.73809524],1
a7,1,0.000775,11.300057,[62 25] ; [15 23],[53.592 33.408] ; [23.408 14.592],1
s6,1,0.001148,10.571983,[49 37] ; [10 29],[40.592 45.408] ; [18.408 20.592],0
p9,1,0.001955,9.590996,[63 20] ; [18 20],[55.56198347 27.43801653] ; [25.43801653 12.56198347],0
u3,1,0.002459,9.170666,[33 16] ; [ 8 18],[26.78666667 22.21333333] ; [14.21333333 11.78666667],0
s8,1,0.004622,8.021648,[30 57] ; [ 4 35],[23.47619048 63.52380952] ; [10.52380952 28.47619048],0
p10,1,0.007155,7.233554,[55 29] ; [15 23],[48.19672131 35.80327869] ; [21.80327869 16.19672131],0
d5,1,0.010137,6.61063,[61 26] ; [18 21],[54.54761905 32.45238095] ; [24.45238095 14.54761905],0
p4,1,0.011379,6.405097,[33 54] ; [ 6 33],[26.92857143 60.07142857] ; [12.07142857 26.92857143],0
a6,1,0.012239,6.275862,[50 37] ; [13 26],[43.5 43.5] ; [19.5 19.5],0
p11,1,0.013844,6.057979,[54 33] ; [15 24],[47.64285714 39.35714286] ; [21.35714286 17.64285714],0
b5,1,0.014177,6.015915,[64 23] ; [20 19],[58. 29.] ; [26. 13.],0
s2,1,0.02827,4.811505,[32 53] ; [ 7 32],[26.73387097 58.26612903] ; [12.26612903 26.73387097],0
n6,1,0.038273,4.292838,[67 20] ; [23 16],[62.14285714 24.85714286] ; [27.85714286 11.14285714],0
n3,1,0.050513,3.824361,[19  6] ; [ 9 10],[15.90909091  9.09090909] ; [12.09090909  6.90909091],0
a1,1,0.052796,3.750359,[ 1 86] ; [ 3 36],[ 2.76190476 84.23809524] ; [ 1.23809524 37.76190476],0
p6,1,0.060054,3.535888,[12 75] ; [ 1 37],[ 9.048 77.952] ; [ 3.952 34.048],0
p3,1,0.068711,3.313541,[24 63] ; [ 5 34],[20.02380952 66.97619048] ; [ 8.97619048 30.02380952],0
s3,1,0.06904,3.305695,[39 45] ; [11 27],[34.42622951 49.57377049] ; [15.57377049 22.42622951],0
p2,1,0.076036,3.147657,[59 28] ; [20 19],[54.54761905 32.45238095] ; [24.45238095 14.54761905],0
n1,1,0.08609,2.946001,[13 12] ; [ 5 14],[10.22727273 14.77272727] ; [ 7.77272727 11.22727273],0
a4,1,0.113572,2.503802,[19 67] ; [ 4 35],[15.824 70.176] ; [ 7.176 31.824],0
v1,1,0.118933,2.431311,[32 54] ; [ 9 30],[28.208 57.792] ; [12.792 26.208],0
a8,1,0.136741,2.214252,[ 9 72] ; [ 1 35],[ 6.92307692 74.07692308] ; [ 3.07692308 32.92307692],0
u2,1,0.144007,2.134615,[27 21] ; [10 16],[24. 24.] ; [13. 13.],0
s5,1,0.15398,2.032373,[19 60] ; [ 5 34],[16.06779661 62.93220339] ; [ 7.93220339 31.06779661],0
n2,1,0.202706,1.622768,[16  8] ; [ 9 10],[13.95348837 10.04651163] ; [11.04651163  7.95348837],0
s7,1,0.229181,1.445937,[23 59] ; [ 7 32],[20.33057851 61.66942149] ; [ 9.66942149 29.33057851],0
d3,1,0.238677,1.388392,[50 37] ; [18 21],[46.95238095 40.04761905] ; [21.04761905 17.95238095],0
b2,1,0.251972,1.312338,[12 25] ; [10 11],[14.03448276 22.96551724] ; [ 7.96551724 13.03448276],0
b3,1,0.251972,1.312338,[12 25] ; [10 11],[14.03448276 22.96551724] ; [ 7.96551724 13.03448276],0
a3,1,0.252681,1.308422,[38 48] ; [13 26],[35.088 50.912] ; [15.912 23.088],0
d4,1,0.285368,1.141346,[59 28] ; [22 16],[56.376 30.624] ; [24.624 13.376],0
p8,1,0.304634,1.053799,[18 68] ; [ 5 33],[15.9516129 70.0483871] ; [ 7.0483871 30.9516129],0
v2,1,0.308114,1.038743,[30 50] ; [10 26],[27.5862069 52.4137931] ; [12.4137931 23.5862069],0
b1,1,0.320176,0.988228,[32 55] ; [18 21],[34.52380952 52.47619048] ; [15.47619048 23.52380952],0
b4,1,0.3479,0.881102,[55 32] ; [28 11],[57.30952381 29.69047619] ; [25.69047619 13.30952381],0
p1,1,0.398645,0.712411,[ 7 80] ; [ 5 34],[ 8.28571429 78.71428571] ; [ 3.71428571 35.28571429],0
p12,1,0.430989,0.620157,[ 5 81] ; [ 1 38],[ 4.128 81.872] ; [ 1.872 37.128],0
n4,1,0.502071,0.450555,[48 39] ; [19 20],[46.26190476 40.73809524] ; [20.73809524 18.26190476],0
v3,1,0.579612,0.306863,[22 57] ; [ 9 30],[20.75423729 58.24576271] ; [10.24576271 28.75423729],0
p5,1,0.58116,0.304363,[ 4 82] ; [ 1 38],[ 3.44 82.56] ; [ 1.56 37.44],0
d1,1,0.594563,0.283275,[31 56] ; [12 27],[29.69047619 57.30952381] ; [13.30952381 25.69047619],0
d2,1,0.610102,0.260027,[22 65] ; [ 8 30],[20.88 66.12] ; [ 9.12 28.88],0
n5,1,0.690772,0.15825,[48 39] ; [23 16],[49.02380952 37.97619048] ; [21.97619048 17.02380952],0
s1,1,0.703254,0.145108,[ 5 80] ; [ 3 36],[ 5.48387097 79.51612903] ; [ 2.51612903 36.48387097],0
u1,1,0.793552,0.068487,[ 3 84] ; [ 1 38],[ 2.76190476 84.23809524] ; [ 1.23809524 37.76190476],0
s4,1,0.795989,0.066844,[14 73] ; [ 7 32],[14.5 72.5] ; [ 6.5 32.5],0
