Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3.1e-05,17.342799,[123 177] ; [52 25],[139.25729443 160.74270557] ; [35.74270557 41.25729443],1
n4,1,0.001344,10.281571,[270  39] ; [59 22],[260.66923077  48.33076923] ; [68.33076923 12.66923077],0
a8,1,0.003249,8.661874,[ 60 216] ; [ 5 69],[ 51.25714286 224.74285714] ; [13.74285714 60.25714286],0
s2,1,0.003406,8.576161,[218  92] ; [70 11],[228.33759591  81.66240409] ; [59.66240409 21.33759591],0
n5,1,0.007634,7.117378,[258  51] ; [57 24],[249.57692308  59.42307692] ; [65.42307692 15.57692308],0
v2,1,0.012166,6.286461,[195 106] ; [39 40],[185.35263158 115.64736842] ; [48.64736842 30.35263158],0
b3,1,0.024671,5.046832,[105 122] ; [13 33],[ 98.11721612 128.88278388] ; [19.88278388 26.11721612],0
b2,1,0.024671,5.046832,[105 122] ; [13 33],[ 98.11721612 128.88278388] ; [19.88278388 26.11721612],0
s6,1,0.05781,3.599111,[258  49] ; [73  6],[263.25647668  43.74352332] ; [67.74352332 11.25647668],0
v3,1,0.058207,3.587751,[150 146] ; [31 49],[142.4893617 153.5106383] ; [38.5106383 41.4893617],0
n1,1,0.070948,3.260948,[34 25] ; [ 6 12],[30.64935065 28.35064935] ; [9.35064935 8.64935065],0
s3,1,0.080329,3.058225,[225  82] ; [67 14],[231.04123711  75.95876289] ; [60.95876289 20.04123711],0
n3,1,0.13545,2.228903,[43 17] ; [16  2],[45.38461538 14.61538462] ; [13.61538462  4.38461538],0
v4,1,0.138285,2.196939,[307   4] ; [77  3],[305.43222506   5.56777494] ; [78.56777494  1.43222506],0
p5,1,0.139325,2.185399,[ 55 251] ; [ 9 72],[ 50.60465116 255.39534884] ; [13.39534884 67.60465116],0
a7,1,0.143389,2.141211,[229  82] ; [53 28],[223.72959184  87.27040816] ; [58.27040816 22.72959184],0
u4,1,0.145974,2.113828,[ 15 296] ; [ 1 80],[ 12.69387755 298.30612245] ; [ 3.30612245 77.69387755],0
r1,1,0.178891,1.806811,[277  33] ; [68 13],[273.52941176  36.47058824] ; [71.47058824  9.52941176],0
u2,1,0.198922,1.650268,[39 16] ; [8 7],[36.92857143 18.07142857] ; [10.07142857  4.92857143],0
a5,1,0.252981,1.306764,[252  59] ; [61 20],[248.32397959  62.67602041] ; [64.67602041 16.32397959],0
p4,1,0.255036,1.295503,[215  94] ; [51 30],[210.75384615  98.24615385] ; [55.24615385 25.75384615],0
n6,1,0.272174,1.205756,[279  29] ; [70 11],[276.32904884  31.67095116] ; [72.67095116  8.32904884],0
v1,1,0.272438,1.204431,[185 118] ; [44 37],[180.6953125 122.3046875] ; [48.3046875 32.6953125],0
p9,1,0.276824,1.182618,[277  32] ; [74  5],[279.53350515  29.46649485] ; [71.46649485  7.53350515],0
d3,1,0.283914,1.148259,[222  87] ; [63 18],[225.80769231  83.19230769] ; [59.19230769 21.80769231],0
p6,1,0.292721,1.107065,[139 168] ; [41 38],[143.16062176 163.83937824] ; [36.83937824 42.16062176],0
a1,1,0.352241,0.865366,[ 20 291] ; [ 3 78],[ 18.24744898 292.75255102] ; [ 4.75255102 76.24744898],0
a2,1,0.449087,0.572954,[ 94 217] ; [21 60],[ 91.2372449 219.7627551] ; [23.7627551 57.2372449],0
n2,1,0.461743,0.541667,[45 15] ; [15  3],[46.15384615 13.84615385] ; [13.84615385  4.15384615],0
b5,1,0.465231,0.533279,[178 133] ; [50 31],[180.8877551 130.1122449] ; [47.1122449 33.8877551],0
d5,1,0.472777,0.515478,[256  52] ; [70 11],[258.11825193  49.88174807] ; [67.88174807 13.11825193],0
p11,1,0.485714,0.486007,[249  62] ; [62 19],[246.7372449  64.2627551] ; [64.2627551 16.7372449],0
s1,1,0.533284,0.38813,[ 14 293] ; [ 5 75],[ 15.07235142 291.92764858] ; [ 3.92764858 76.07235142],0
p3,1,0.551008,0.355514,[183 126] ; [45 36],[180.64615385 128.35384615] ; [47.35384615 33.64615385],0
p7,1,0.593936,0.284239,[215  88] ; [57 20],[216.88421053  86.11578947] ; [55.11578947 21.88421053],0
p8,1,0.599212,0.276186,[172 134] ; [47 32],[174.06233766 131.93766234] ; [44.93766234 34.06233766],0
p2,1,0.618236,0.248354,[267  43] ; [68 13],[265.60102302  44.39897698] ; [69.39897698 11.60102302],0
d1,1,0.653424,0.20161,[199 112] ; [54 27],[200.72193878 110.27806122] ; [52.27806122 28.72193878],0
u1,1,0.657677,0.196358,[ 77 234] ; [22 59],[ 78.54336735 232.45663265] ; [20.45663265 60.54336735],0
p1,1,0.733912,0.11555,[ 34 275] ; [10 71],[ 34.86153846 274.13846154] ; [ 9.13846154 71.86153846],0
a6,1,0.762614,0.091234,[207 101] ; [53 28],[205.86118252 102.13881748] ; [54.13881748 26.86118252],0
d4,1,0.80353,0.061892,[262  46] ; [68 13],[261.28534704  46.71465296] ; [68.71465296 12.28534704],0
r3,1,0.81643,0.053888,[306   5] ; [79  1],[306.22762148   4.77237852] ; [78.77237852  1.22762148],0
s8,1,0.817426,0.053295,[217  91] ; [56 25],[216.15424165  91.84575835] ; [56.84575835 24.15424165],0
a3,1,0.826717,0.047923,[255  54] ; [66 15],[254.33076923  54.66923077] ; [66.66923077 14.33076923],0
r2,1,0.831719,0.045155,[307   3] ; [80  1],[306.8286445   3.1713555] ; [80.1713555  0.8286445],0
p12,1,0.833863,0.043995,[ 33 276] ; [ 8 73],[ 32.48461538 276.51538462] ; [ 8.51538462 72.48461538],0
b4,1,0.857111,0.032419,[177 134] ; [47 34],[177.71428571 133.28571429] ; [46.28571429 34.71428571],0
u3,1,0.884198,0.021214,[40 16] ; [11  4],[40.22535211 15.77464789] ; [10.77464789  4.22535211],0
a4,1,0.92119,0.009788,[155 155] ; [40 41],[154.60358056 155.39641944] ; [40.39641944 40.60358056],0
d2,1,0.944495,0.004847,[173 136] ; [45 36],[172.72307692 136.27692308] ; [45.27692308 35.72307692],0
p10,1,0.970755,0.001344,[267  42] ; [69 11],[266.89974293  42.10025707] ; [69.10025707 10.89974293],0
b1,1,0.994288,5.1e-05,[123 188] ; [32 49],[122.97193878 188.02806122] ; [32.02806122 48.97193878],0
