Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,87.819073,[356  21] ; [1 8],[348.6761658  28.3238342] ; [8.3238342 0.6761658],1
v4,1,0.0,30.747703,[367   8] ; [6 3],[364.2578125  10.7421875] ; [8.7421875 0.2578125],1
r1,1,3.9e-05,16.911739,[317  57] ; [3 6],[312.48041775  61.51958225] ; [7.51958225 1.48041775],1
p9,1,0.0016,9.959724,[329  39] ; [5 4],[326.0265252  41.9734748] ; [7.9734748 1.0265252],0
a7,1,0.006708,7.349608,[278  98] ; [3 6],[274.43116883 101.56883117] ; [6.56883117 2.43116883],0
a3,1,0.015475,5.861535,[295  81] ; [4 5],[292.01038961  83.98961039] ; [6.98961039 2.01038961],0
a4,1,0.060269,3.529965,[203 174] ; [2 7],[200.22020725 176.77979275] ; [4.77979275 4.22020725],0
s3,1,0.073663,3.199445,[326  48] ; [6 3],[324.19843342  49.80156658] ; [7.80156658 1.19843342],0
r3,1,0.07853,3.095059,[367   8] ; [8 1],[366.2109375   8.7890625] ; [8.7890625 0.2109375],0
p10,1,0.083487,2.995685,[321  49] ; [6 3],[319.2348285  50.7651715] ; [7.7651715 1.2348285],0
a5,1,0.095172,2.784644,[297  80] ; [5 4],[294.95854922  82.04145078] ; [7.04145078 1.95854922],0
s5,1,0.098037,2.73719,[179 178] ; [2 7],[176.54918033 180.45081967] ; [4.45081967 4.54918033],0
a6,1,0.173734,1.850422,[249 127] ; [4 5],[247.08571429 128.91428571] ; [5.91428571 3.08571429],0
s7,1,0.182704,1.775492,[257 102] ; [4 4],[255.3106267 103.6893733] ; [5.6893733 2.3106267],0
s8,1,0.212101,1.557026,[243 133] ; [4 5],[241.22597403 134.77402597] ; [5.77402597 3.22597403],0
v2,1,0.31934,0.991649,[220 138] ; [7 2],[221.43324251 136.56675749] ; [5.56675749 3.43324251],0
b1,1,0.323213,0.975902,[148 229] ; [5 4],[149.43264249 227.56735751] ; [3.56735751 5.43264249],0
u2,1,0.36532,0.819523,[49 32] ; [2 3],[48.03488372 32.96511628] ; [2.96511628 2.03488372],0
b4,1,0.375665,0.784841,[223 154] ; [4 5],[221.70725389 155.29274611] ; [5.29274611 3.70725389],0
n5,1,0.40568,0.691426,[292  81] ; [6 3],[290.97905759  82.02094241] ; [7.02094241 1.97905759],0
p11,1,0.40641,0.689277,[291  86] ; [8 1],[292.02849741  84.97150259] ; [6.97150259 2.02849741],0
d2,1,0.407247,0.686822,[219 157] ; [4 5],[217.78701299 158.21298701] ; [5.21298701 3.78701299],0
n6,1,0.41328,0.669346,[324  48] ; [7 2],[323.18110236  48.81889764] ; [7.81889764 1.18110236],0
n1,1,0.41393,0.667485,[36 48] ; [2 1],[36.68965517 47.31034483] ; [1.31034483 1.68965517],0
p4,1,0.471094,0.519409,[248 126] ; [7 2],[249.0078329 124.9921671] ; [5.9921671 3.0078329],0
p7,1,0.497605,0.46004,[239 121] ; [5 4],[238.04878049 121.95121951] ; [5.95121951 3.04878049],0
s4,1,0.517879,0.418115,[ 89 282] ; [3 6],[ 89.82105263 281.17894737] ; [2.17894737 6.82105263],0
d1,1,0.579499,0.307046,[282  95] ; [6 3],[281.28497409  95.71502591] ; [6.71502591 2.28497409],0
d3,1,0.606859,0.264775,[280  97] ; [6 3],[279.33160622  97.66839378] ; [6.66839378 2.33160622],0
p8,1,0.664299,0.188343,[191 178] ; [4 5],[190.35714286 178.64285714] ; [4.64285714 4.35714286],0
u3,1,0.669245,0.182487,[56 25] ; [3 2],[55.56976744 25.43023256] ; [3.43023256 1.56976744],0
p2,1,0.730465,0.118685,[316  57] ; [8 1],[316.36649215  56.63350785] ; [7.63350785 1.36649215],0
b2,1,0.773784,0.082616,[ 90 140] ; [2 4],[ 89.66101695 140.33898305] ; [2.33898305 3.66101695],0
b3,1,0.773784,0.082616,[ 90 140] ; [2 4],[ 89.66101695 140.33898305] ; [2.33898305 3.66101695],0
v1,1,0.780325,0.077783,[219 145] ; [5 4],[218.59517426 145.40482574] ; [5.40482574 3.59517426],0
b5,1,0.790553,0.070539,[226 151] ; [5 4],[225.61398964 151.38601036] ; [5.38601036 3.61398964],0
n3,1,0.800425,0.063906,[63 23] ; [2 1],[62.80898876 23.19101124] ; [2.19101124 0.80898876],0
n4,1,0.885421,0.020765,[299  76] ; [7 2],[298.828125  76.171875] ; [7.171875 1.828125],0
p5,1,0.905409,0.014121,[ 46 324] ; [1 8],[ 45.88390501 324.11609499] ; [1.11609499 7.88390501],0
p6,1,0.935364,0.006577,[159 210] ; [4 5],[159.11904762 209.88095238] ; [3.88095238 5.11904762],0
p3,1,0.977398,0.000803,[206 168] ; [5 4],[206.04177546 167.95822454] ; [4.95822454 4.04177546],0
v3,1,0.977768,0.000777,[157 200] ; [4 5],[157.04098361 199.95901639] ; [3.95901639 5.04098361],0
p12,1,0.990991,0.000127,[ 41 332] ; [1 8],[ 41.0104712 331.9895288] ; [0.9895288 8.0104712],0
s6,1,0.995454,3.2e-05,[326  41] ; [8 1],[326.00531915  40.99468085] ; [7.99468085 1.00531915],0
