Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.003076,8.761927,[ 4 41] ; [5 6],[ 7.23214286 37.76785714] ; [1.76785714 9.23214286],0
a3,1,0.006769,7.333333,[20 24] ; [10  1],[24. 20.] ; [6. 5.],0
n6,1,0.048433,3.894905,[20 24] ; [8 2],[22.81481481 21.18518519] ; [5.18518519 4.81481481],0
v1,1,0.048845,3.880662,[ 9 36] ; [5 5],[11.45454545 33.54545455] ; [2.54545455 7.45454545],0
s5,1,0.080461,3.055556,[ 6 38] ; [4 7],[ 8. 36.] ; [2. 9.],0
s2,1,0.119439,2.424667,[ 7 38] ; [4 7],[ 8.83928571 36.16071429] ; [2.16071429 8.83928571],0
n5,1,0.145929,2.114299,[31 14] ; [5 6],[28.92857143 16.07142857] ; [7.07142857 3.92857143],0
r1,1,0.157479,1.998264,[18 27] ; [7 4],[20.08928571 24.91071429] ; [4.91071429 6.08928571],0
p10,1,0.175734,1.833333,[18 26] ; [7 4],[20. 24.] ; [5. 6.],0
s6,1,0.181554,1.784856,[11 33] ; [5 6],[12.8 31.2] ; [3.2 7.8],0
r2,1,0.281072,1.161899,[22 21] ; [7 3],[23.52830189 19.47169811] ; [5.47169811 4.52830189],0
n4,1,0.29162,1.112127,[32 13] ; [6 5],[30.53571429 14.46428571] ; [7.46428571 3.53571429],0
a4,1,0.307135,1.042957,[15 29] ; [2 9],[13.6 30.4] ; [3.4 7.6],0
b3,1,0.311136,1.025848,[10 21] ; [5 5],[11.34146341 19.65853659] ; [3.65853659 6.34146341],0
b2,1,0.311136,1.025848,[10 21] ; [5 5],[11.34146341 19.65853659] ; [3.65853659 6.34146341],0
p11,1,0.312951,1.018182,[21 24] ; [7 4],[22.5 22.5] ; [5.5 5.5],0
r3,1,0.335375,0.92803,[25 19] ; [8 3],[26.4 17.6] ; [6.6 4.4],0
s1,1,0.371706,0.797953,[ 4 41] ; [2 9],[ 4.82142857 40.17857143] ; [1.17857143 9.82142857],0
b5,1,0.38023,0.769958,[23 22] ; [4 7],[21.69642857 23.30357143] ; [5.30357143 5.69642857],0
d3,1,0.382193,0.763636,[18 27] ; [6 5],[19.28571429 25.71428571] ; [4.71428571 6.28571429],0
p9,1,0.405991,0.690509,[20 24] ; [6 4],[21.18518519 22.81481481] ; [4.81481481 5.18518519],0
r4,1,0.423587,0.640342,[11 34] ; [4 7],[12.05357143 32.94642857] ; [2.94642857 8.05357143],0
a5,1,0.455255,0.557534,[23 22] ; [7 4],[24.10714286 20.89285714] ; [5.89285714 5.10714286],0
n3,1,0.489534,0.477551,[ 9 12] ; [3 2],[ 9.69230769 11.30769231] ; [2.30769231 2.69230769],0
p2,1,0.498404,0.458333,[19 25] ; [6 5],[20. 24.] ; [5. 6.],0
p8,1,0.512212,0.429545,[ 9 35] ; [3 7],[ 9.77777778 34.22222222] ; [2.22222222 7.77777778],0
n2,1,0.534561,0.385714,[10 11] ; [2 4],[ 9.33333333 11.66666667] ; [2.66666667 3.33333333],0
p6,1,0.54927,0.358627,[ 7 36] ; [ 1 10],[ 6.37037037 36.62962963] ; [1.62962963 9.37037037],0
d4,1,0.602985,0.270517,[29 16] ; [8 3],[29.73214286 15.26785714] ; [7.26785714 3.73214286],0
a6,1,0.627336,0.23569,[20 25] ; [4 7],[19.28571429 25.71428571] ; [4.71428571 6.28571429],0
b4,1,0.627336,0.23569,[25 20] ; [7 4],[25.71428571 19.28571429] ; [6.28571429 4.71428571],0
d1,1,0.640263,0.218398,[17 28] ; [5 6],[17.67857143 27.32142857] ; [4.32142857 6.67857143],0
v2,1,0.661619,0.191563,[13 31] ; [4 7],[13.6 30.4] ; [3.4 7.6],0
n1,1,0.675422,0.175325,[ 9 12] ; [2 4],[ 8.55555556 12.44444444] ; [2.44444444 3.55555556],0
d2,1,0.685781,0.16369,[21 23] ; [6 5],[21.6 22.4] ; [5.4 5.6],0
a8,1,0.702119,0.146277,[ 6 38] ; [2 9],[ 6.4 37.6] ; [1.6 9.4],0
d5,1,0.723299,0.125354,[26 19] ; [7 4],[26.51785714 18.48214286] ; [6.48214286 4.51785714],0
b1,1,0.736607,0.113131,[22 23] ; [6 5],[22.5 22.5] ; [5.5 5.5],0
u1,1,0.779585,0.078322,[ 3 42] ; [ 1 10],[ 3.21428571 41.78571429] ; [ 0.78571429 10.21428571],0
s8,1,0.846026,0.03771,[ 5 40] ; [ 1 10],[ 4.82142857 40.17857143] ; [1.17857143 9.82142857],0
p3,1,0.846026,0.03771,[11 34] ; [3 8],[11.25 33.75] ; [2.75 8.25],0
p7,1,0.849086,0.036208,[15 30] ; [4 7],[15.26785714 29.73214286] ; [3.73214286 7.26785714],0
s3,1,0.887252,0.020102,[15 29] ; [4 7],[15.2 28.8] ; [3.8 7.2],0
p4,1,0.915294,0.011313,[13 32] ; [3 8],[12.85714286 32.14285714] ; [3.14285714 7.85714286],0
a7,1,0.942395,0.005221,[21 24] ; [5 6],[20.89285714 24.10714286] ; [5.10714286 5.89285714],0
p1,1,0.983195,0.000444,[ 4 41] ; [ 1 10],[ 4.01785714 40.98214286] ; [ 0.98214286 10.01785714],0
a1,1,0.983195,0.000444,[ 4 41] ; [ 1 10],[ 4.01785714 40.98214286] ; [ 0.98214286 10.01785714],0
p5,1,1.0,0.0,[ 4 40] ; [ 1 10],[ 4. 40.] ; [ 1. 10.],0
