Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,35.515357,[46 57] ; [145  38],[68.78671329 34.21328671] ; [122.21328671  60.78671329],1
r1,1,1e-06,24.380742,[61 42] ; [156  27],[78.15034965 24.84965035] ; [138.84965035  44.15034965],1
a4,1,1e-06,23.24744,[19 85] ; [86 98],[37.91666667 66.08333333] ; [ 67.08333333 116.91666667],1
d1,1,2e-06,22.740846,[29 75] ; [105  79],[48.38888889 55.61111111] ; [85.61111111 98.38888889],1
d5,1,3e-06,21.862161,[62 41] ; [156  28],[78.2369338 24.7630662] ; [139.7630662  44.2369338],1
r4,1,4e-06,21.506525,[75 29] ; [170  14],[88.47222222 15.52777778] ; [156.52777778  27.47222222],1
d2,1,7e-06,20.31241,[22 81] ; [89 95],[39.83623693 63.16376307] ; [ 71.16376307 112.83623693],1
n4,1,9e-06,19.640998,[53 51] ; [140  43],[69.93728223 34.06271777] ; [123.06271777  59.93728223],1
a6,1,4.9e-05,16.50445,[52 52] ; [135  48],[67.7630662 36.2369338] ; [119.2369338  63.7630662],1
n6,1,0.001272,10.382017,[71 33] ; [153  28],[81.74035088 22.25964912] ; [142.25964912  38.74035088],0
d4,1,0.001707,9.840396,[69 33] ; [154  30],[79.53146853 22.46853147] ; [143.46853147  40.53146853],0
r2,1,0.002546,9.10756,[90 13] ; [175   6],[96.10915493  6.89084507] ; [168.89084507  12.10915493],0
r3,1,0.010748,6.506476,[92 10] ; [177   5],[96.61267606  5.38732394] ; [172.38732394   9.61267606],0
u1,1,0.016997,5.696729,[ 6 98] ; [ 28 156],[12.27777778 91.72222222] ; [ 21.72222222 162.27777778],0
v1,1,0.023366,5.141077,[37 63] ; [91 87],[46.04316547 53.95683453] ; [81.95683453 96.04316547],0
s7,1,0.023493,5.131674,[29 73] ; [ 74 102],[37.79136691 64.20863309] ; [ 65.20863309 110.79136691],0
v3,1,0.028935,4.77148,[24 78] ; [ 65 115],[32.19148936 69.80851064] ; [ 56.80851064 123.19148936],0
p11,1,0.036451,4.375864,[73 31] ; [149  35],[80.16666667 23.83333333] ; [141.83333333  42.16666667],0
p3,1,0.036713,4.363689,[17 87] ; [ 50 134],[24.19444444 79.80555556] ; [ 42.80555556 141.19444444],0
v2,1,0.036866,4.356569,[41 55] ; [99 78],[49.23076923 46.76923077] ; [90.76923077 86.23076923],0
p10,1,0.037363,4.333781,[70 32] ; [145  37],[77.21830986 24.78169014] ; [137.78169014  44.21830986],0
n5,1,0.057572,3.60598,[59 45] ; [123  58],[66.41403509 37.58596491] ; [115.58596491  65.41403509],0
s6,1,0.058049,3.592261,[51 52] ; [110  70],[58.59717314 44.40282686] ; [102.40282686  77.59717314],0
d3,1,0.074346,3.184367,[55 47] ; [119  65],[62.05594406 39.94405594] ; [111.94405594  72.05594406],0
p5,1,0.07893,3.086794,[  1 103] ; [  9 174],[  3.62369338 100.37630662] ; [  6.37630662 176.62369338],0
s8,1,0.091716,2.843991,[29 75] ; [ 69 114],[35.51219512 68.48780488] ; [ 62.48780488 120.51219512],0
p1,1,0.099864,2.707718,[ 7 96] ; [  5 178],[ 4.32167832 98.67832168] ; [  7.67832168 175.32167832],0
s2,1,0.135479,2.228571,[38 66] ; [83 99],[44. 60.] ; [ 77. 105.],0
v4,1,0.157778,1.99539,[95  8] ; [174   7],[97.55985915  5.44014085] ; [171.44014085   9.55985915],0
p8,1,0.184642,1.759857,[35 67] ; [ 75 102],[40.21505376 61.78494624] ; [ 69.78494624 107.21505376],0
p12,1,0.192623,1.697439,[  2 102] ; [  9 170],[ 4.04240283 99.95759717] ; [  6.95759717 172.04240283],0
s5,1,0.196957,1.664797,[23 78] ; [ 53 124],[27.61151079 73.38848921] ; [ 48.38848921 128.61151079],0
p9,1,0.211665,1.560004,[80 22] ; [151  28],[83.85053381 18.14946619] ; [147.14946619  31.85053381],0
b5,1,0.229668,1.442919,[61 43] ; [121  63],[65.72222222 38.27777778] ; [116.27777778  67.72222222],0
n2,1,0.272871,1.202258,[24 11] ; [38 10],[26.14457831  8.85542169] ; [35.85542169 12.14457831],0
b3,1,0.273056,1.201331,[16 37] ; [38 59],[19.08 33.92] ; [34.92 62.08],0
b2,1,0.273056,1.201331,[16 37] ; [38 59],[19.08 33.92] ; [34.92 62.08],0
s4,1,0.306744,1.044643,[19 85] ; [ 25 157],[16. 88.] ; [ 28. 154.],0
s3,1,0.395158,0.723011,[58 46] ; [92 90],[54.54545455 49.45454545] ; [95.45454545 86.54545455],0
a8,1,0.40196,0.702456,[12 85] ; [ 27 140],[14.32954545 82.67045455] ; [ 24.67045455 142.32954545],0
p6,1,0.412873,0.670512,[21 78] ; [ 31 149],[18.4516129 80.5483871] ; [ 33.5483871 146.4516129],0
n1,1,0.500854,0.453126,[ 9 26] ; [15 31],[10.37037037 24.62962963] ; [13.62962963 32.37037037],0
b4,1,0.561494,0.337124,[63 41] ; [105  79],[60.66666667 43.33333333] ; [107.33333333  76.66666667],0
p7,1,0.63516,0.225128,[53 48] ; [97 78],[54.89130435 46.10869565] ; [95.10869565 79.89130435],0
n3,1,0.674874,0.175953,[25 10] ; [37 12],[25.83333333  9.16666667] ; [36.16666667 12.83333333],0
u2,1,0.733734,0.115711,[30 26] ; [19 19],[29.19148936 26.80851064] ; [19.80851064 18.19148936],0
b1,1,0.782416,0.076271,[35 69] ; [ 59 125],[33.94444444 70.05555556] ; [ 60.05555556 123.94444444],0
s1,1,0.865792,0.028563,[  2 101] ; [  3 177],[  1.81978799 101.18021201] ; [  3.18021201 176.81978799],0
u3,1,0.901451,0.015333,[29 29] ; [19 20],[28.70103093 29.29896907] ; [19.29896907 19.70103093],0
a7,1,0.904111,0.014513,[70 32] ; [125  59],[69.54545455 32.45454545] ; [125.45454545  58.54545455],0
a1,1,0.933894,0.00688,[  3 101] ; [  5 179],[  2.88888889 101.11111111] ; [  5.11111111 178.88888889],0
