Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,32.516275,[ 22 131] ; [54 64],[ 42.90774908 110.09225092] ; [33.09225092 84.90774908],1
s3,1,0.0,31.978849,[ 36 117] ; [67 50],[58.36666667 94.63333333] ; [44.63333333 72.36666667],1
s8,1,0.000296,13.096229,[ 11 143] ; [27 94],[ 21.28 132.72] ; [ 16.72 104.28],1
s4,1,0.000479,12.196489,[ 13 141] ; [28 90],[ 23.21323529 130.78676471] ; [ 17.78676471 100.21323529],1
p10,1,0.000581,11.835072,[80 72] ; [87 32],[93.66789668 58.33210332] ; [73.33210332 45.66789668],1
s5,1,0.001085,10.675971,[ 17 131] ; [32 86],[ 27.26315789 120.73684211] ; [21.73684211 96.26315789],0
p9,1,0.001232,10.442475,[89 62] ; [93 27],[101.4095941  49.5904059] ; [80.5904059 39.4095941],0
p2,1,0.001332,10.298143,[89 64] ; [92 28],[101.43956044  51.56043956] ; [79.56043956 40.43956044],0
v1,1,0.001351,10.272115,[ 47 104] ; [59 58],[59.7238806 91.2761194] ; [46.2761194 70.7238806],0
v4,1,0.00217,9.400076,[123  30] ; [112   8],[131.7032967  21.2967033] ; [103.2967033  16.7032967],0
r1,1,0.002214,9.363366,[90 63] ; [91 28],[101.8125  51.1875] ; [79.1875 39.8125],0
r3,1,0.002605,9.065051,[122  29] ; [113   8],[130.45955882  20.54044118] ; [104.54044118  16.45955882],0
n6,1,0.0029,8.869343,[99 54] ; [98 23],[110.00364964  42.99635036] ; [86.99635036 34.00364964],0
p4,1,0.004872,7.926212,[ 38 115] ; [49 71],[ 48.75824176 104.24175824] ; [38.24175824 81.75824176],0
b1,1,0.008873,6.848307,[71 83] ; [37 84],[60.48 93.52] ; [47.52 73.48],0
r4,1,0.012014,6.308737,[107  47] ; [100  21],[115.92  38.08] ; [91.08 29.92],0
v2,1,0.012781,6.199204,[54 93] ; [58 53],[63.81395349 83.18604651] ; [48.18604651 62.81395349],0
p12,1,0.037925,4.30839,[  2 152] ; [  7 114],[  5.04 148.96] ; [  3.96 117.04],0
p11,1,0.046294,3.970865,[93 61] ; [87 34],[100.8  53.2] ; [79.2 41.8],0
d5,1,0.049891,3.845116,[101  52] ; [93 28],[108.32846715  44.67153285] ; [85.67153285 35.32846715],0
p3,1,0.059056,3.563688,[ 33 120] ; [38 82],[ 39.79120879 113.20879121] ; [31.20879121 88.79120879],0
b5,1,0.066504,3.367277,[85 69] ; [80 41],[92.4 61.6] ; [72.6 48.4],0
d3,1,0.074213,3.187284,[83 69] ; [79 42],[90.1978022 61.8021978] ; [71.8021978 49.1978022],0
n3,1,0.078563,3.094382,[33 21] ; [32  9],[36.94736842 17.05263158] ; [28.05263158 12.94736842],0
u3,1,0.102758,2.662209,[24 32] ; [31 22],[28.25688073 27.74311927] ; [26.74311927 26.25688073],0
n2,1,0.113781,2.500904,[34 20] ; [32  9],[37.51578947 16.48421053] ; [28.48421053 12.51578947],0
a3,1,0.126561,2.334194,[98 54] ; [67 54],[91.86813187 60.13186813] ; [73.13186813 47.86813187],0
