Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,23.684435,[37 45] ; [116  35],[53.84549356 28.15450644] ; [99.15450644 51.84549356],1
p10,1,1e-06,23.24007,[32 52] ; [105  44],[49.39055794 34.60944206] ; [87.60944206 61.39055794],1
v4,1,3e-06,21.719703,[61 25] ; [140  10],[73.24576271 12.75423729] ; [127.75423729  22.24576271],1
p7,1,2.6e-05,17.722103,[14 70] ; [65 83],[28.60344828 55.39655172] ; [50.39655172 97.60344828],1
r3,1,0.000156,14.303752,[60 26] ; [134  16],[70.69491525 15.30508475] ; [123.30508475  26.69491525],1
p11,1,0.000192,13.905546,[38 48] ; [104  47],[51.52742616 34.47257384] ; [90.47257384 60.52742616],1
p4,1,0.000226,13.599484,[19 65] ; [71 80],[32.17021277 51.82978723] ; [57.82978723 93.17021277],1
a1,1,0.001722,9.824043,[10 76] ; [  3 148],[ 4.71729958 81.28270042] ; [  8.28270042 142.71729958],0
p6,1,0.003095,8.750381,[ 6 79] ; [ 33 117],[14.10638298 70.89361702] ; [ 24.89361702 125.10638298],0
s6,1,0.00373,8.410799,[32 53] ; [86 64],[42.68085106 42.31914894] ; [75.31914894 74.68085106],0
r4,1,0.004901,7.915579,[56 30] ; [123  28],[64.9535865 21.0464135] ; [114.0464135  36.9535865],0
d3,1,0.006389,7.437081,[38 47] ; [94 55],[47.94871795 37.05128205] ; [84.05128205 64.94871795],0
s3,1,0.007492,7.151153,[33 52] ; [86 65],[42.86016949 42.13983051] ; [76.13983051 74.86016949],0
s5,1,0.013942,6.045457,[13 68] ; [ 46 103],[20.77826087 60.22173913] ; [ 38.22173913 110.77826087],0
s2,1,0.017451,5.65043,[26 60] ; [69 81],[34.61864407 51.38135593] ; [60.38135593 89.61864407],0
a7,1,0.027286,4.872651,[43 43] ; [97 53],[51.01694915 34.98305085] ; [88.98305085 61.01694915],0
b1,1,0.051505,3.791785,[46 40] ; [61 90],[38.82700422 47.17299578] ; [68.17299578 82.82700422],0
a6,1,0.05201,3.775432,[46 39] ; [101  50],[52.94491525 32.05508475] ; [94.05508475 56.94491525],0
d5,1,0.052984,3.744408,[52 33] ; [110  40],[58.59574468 26.40425532] ; [103.40425532  46.59574468],0
s1,1,0.053556,3.726496,[ 9 77] ; [  6 142],[ 5.51282051 80.48717949] ; [  9.48717949 138.51282051],0
s7,1,0.056061,3.650232,[21 57] ; [58 88],[27.50892857 50.49107143] ; [51.49107143 94.50892857],0
v3,1,0.062723,3.463882,[20 61] ; [ 22 127],[14.79130435 66.20869565] ; [ 27.20869565 121.79130435],0
n6,1,0.06321,3.451089,[55 31] ; [113  37],[61.22033898 24.77966102] ; [106.77966102  43.22033898],0
p1,1,0.079553,3.074011,[10 76] ; [  8 142],[ 6.55932203 79.44067797] ; [ 11.44067797 138.55932203],0
n1,1,0.133461,2.251774,[17 19] ; [16 35],[13.65517241 22.34482759] ; [19.34482759 31.65517241],0
p3,1,0.134089,2.244519,[20 66] ; [ 49 102],[25.03797468 60.96202532] ; [ 43.96202532 107.03797468],0
r2,1,0.16353,1.941277,[69 15] ; [133  17],[72.51282051 11.48717949] ; [129.48717949  20.51282051],0
a5,1,0.239306,1.384677,[48 38] ; [96 55],[52.25316456 33.74683544] ; [91.74683544 59.25316456],0
d2,1,0.249391,1.326713,[40 43] ; [61 90],[35.82478632 47.17521368] ; [65.17521368 85.82478632],0
r1,1,0.256714,1.286393,[51 35] ; [100  50],[55.02542373 30.97457627] ; [95.97457627 54.02542373],0
v1,1,0.265811,1.238238,[22 61] ; [50 99],[25.75862069 57.24137931] ; [ 46.24137931 102.75862069],0
u4,1,0.270748,1.212951,[ 2 84] ; [  1 150],[ 1.08860759 84.91139241] ; [  1.91139241 149.08860759],0
d4,1,0.293507,1.103465,[57 28] ; [111  40],[60.50847458 24.49152542] ; [107.49152542  43.50847458],0
u2,1,0.365332,0.819481,[15 17] ; [28 21],[16.98765432 15.01234568] ; [26.01234568 22.98765432],0
n4,1,0.396241,0.719703,[55 31] ; [104  46],[57.94067797 28.05932203] ; [101.05932203  48.94067797],0
n2,1,0.406485,0.689057,[23 14] ; [36 15],[24.80681818 12.19318182] ; [34.19318182 16.80681818],0
s4,1,0.424165,0.638746,[13 72] ; [ 29 120],[15.25641026 69.74358974] ; [ 26.74358974 122.25641026],0
u1,1,0.440964,0.593773,[10 76] ; [ 23 128],[11.97468354 74.02531646] ; [ 21.02531646 129.97468354],0
p12,1,0.493929,0.467956,[ 2 84] ; [  6 144],[ 2.91525424 83.08474576] ; [  5.08474576 144.91525424],0
u3,1,0.528106,0.398034,[16 16] ; [28 21],[17.38271605 14.61728395] ; [26.61728395 22.38271605],0
a3,1,0.554318,0.349639,[54 31] ; [101  49],[56.06382979 28.93617021] ; [98.93617021 51.06382979],0
b3,1,0.566082,0.329283,[26 35] ; [33 54],[24.31756757 36.68243243] ; [34.68243243 52.31756757],0
b2,1,0.566082,0.329283,[26 35] ; [33 54],[24.31756757 36.68243243] ; [34.68243243 52.31756757],0
d1,1,0.598165,0.277772,[34 52] ; [65 86],[35.92405063 50.07594937] ; [63.07594937 87.92405063],0
b4,1,0.620593,0.245035,[49 37] ; [91 60],[50.80168776 35.19831224] ; [89.19831224 61.80168776],0
a2,1,0.63367,0.227116,[16 70] ; [ 32 119],[17.41772152 68.58227848] ; [ 30.58227848 120.41772152],0
b5,1,0.673715,0.177288,[50 36] ; [92 59],[51.52742616 34.47257384] ; [90.47257384 60.52742616],0
n5,1,0.67622,0.174413,[58 27] ; [99 52],[56.54661017 28.45338983] ; [100.45338983  50.54661017],0
s8,1,0.748574,0.102733,[22 63] ; [ 42 109],[23.05084746 61.94915254] ; [ 40.94915254 110.05084746],0
p5,1,0.759583,0.093654,[ 4 79] ; [  6 145],[ 3.54700855 79.45299145] ; [  6.45299145 144.54700855],0
n3,1,0.782564,0.076165,[21 13] ; [33 18],[21.6 12.4] ; [32.4 18.6],0
a4,1,0.819764,0.051915,[37 48] ; [63 87],[36.17021277 48.82978723] ; [63.82978723 86.17021277],0
a8,1,0.890698,0.018884,[10 76] ; [ 15 121],[ 9.68468468 76.31531532] ; [ 15.31531532 120.68468468],0
