Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,80.081162,[113  42] ; [ 27 107],[75.08650519 79.91349481] ; [64.91349481 69.08650519],1
s2,1,0.0,37.311932,[123  33] ; [58 74],[98.04166667 57.95833333] ; [82.95833333 49.04166667],1
s3,1,0.0,25.448014,[125  28] ; [70 60],[105.42402827  47.57597173] ; [89.57597173 40.42402827],1
a3,1,0.000332,12.880859,[118  38] ; [74 59],[103.64013841  52.35986159] ; [88.35986159 44.64013841],1
a2,1,0.000819,11.198539,[ 45 111] ; [ 17 117],[ 33.35172414 122.64827586] ; [ 28.64827586 105.35172414],1
s5,1,0.001036,10.762311,[71 80] ; [37 95],[57.6254417 93.3745583] ; [50.3745583 81.6254417],0
u1,1,0.002188,9.385046,[ 33 123] ; [ 11 123],[ 23.66896552 132.33103448] ; [ 20.33103448 113.66896552],0
r1,1,0.002572,9.088308,[136  19] ; [99 35],[126.03806228  28.96193772] ; [108.96193772  25.03806228],0
d2,1,0.004448,8.09121,[77 78] ; [44 89],[65.12152778 89.87847222] ; [55.87847222 77.12152778],0
b1,1,0.006246,7.477984,[62 94] ; [ 33 101],[ 51.10344828 104.89655172] ; [43.89655172 90.10344828],0
s1,1,0.007848,7.0679,[ 11 142] ; [  1 128],[  6.5106383 146.4893617] ; [  5.4893617 123.5106383],0
v3,1,0.008234,6.98192,[62 90] ; [33 95],[ 51.57142857 100.42857143] ; [43.42857143 84.57142857],0
v2,1,0.016948,5.701707,[90 61] ; [56 68],[80.16727273 70.83272727] ; [65.83272727 58.16727273],0
u3,1,0.020853,5.339016,[28 10] ; [29 29],[22.5625 15.4375] ; [34.4375 23.5625],0
a4,1,0.02529,5.003896,[71 85] ; [43 89],[61.75 94.25] ; [52.25 79.75],0
n4,1,0.026833,4.901546,[122  33] ; [90 44],[113.70242215  41.29757785] ; [98.29757785 35.70242215],0
