Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,57.503616,[ 34 120] ; [112  64],[68.13333333 85.86666667] ; [77.86666667 98.13333333],1
p6,1,0.0,29.43052,[ 26 122] ; [81 95],[48.87654321 99.12345679] ; [ 58.12345679 117.87654321],1
p8,1,1e-06,24.311688,[54 96] ; [111  64],[76.15384615 73.84615385] ; [88.84615385 86.15384615],1
p7,1,6e-06,20.571951,[79 70] ; [134  40],[98.25696594 50.74303406] ; [114.74303406  59.25696594],1
p5,1,0.000229,13.572716,[  6 147] ; [ 29 147],[ 16.27659574 136.72340426] ; [ 18.72340426 157.27659574],1
n5,1,0.00094,10.942057,[95 58] ; [137  37],[108.55045872  44.44954128] ; [123.44954128  50.55045872],1
s7,1,0.001015,10.799567,[52 96] ; [89 77],[66.45859873 81.54140127] ; [74.54140127 91.45859873],0
p1,1,0.00924,6.775794,[  5 147] ; [ 19 157],[ 11.12195122 140.87804878] ; [ 12.87804878 163.12195122],0
n4,1,0.014443,5.983129,[99 55] ; [134  41],[109.06382979  44.93617021] ; [123.93617021  51.06382979],0
n6,1,0.014982,5.918547,[112  40] ; [148  27],[120.85626911  31.14373089] ; [139.14373089  35.85626911],0
s6,1,0.038373,4.288399,[84 67] ; [115  57],[93.03095975 57.96904025] ; [105.96904025  66.03095975],0
p10,1,0.046129,3.97689,[110  41] ; [142  31],[117.44444444  33.55555556] ; [134.55555556  38.44444444],0
s8,1,0.046567,3.960947,[ 44 109] ; [ 69 107],[ 52.55015198 100.44984802] ; [ 60.44984802 115.55015198],0
n1,1,0.055794,3.658191,[13 34] ; [19 21],[17.28735632 29.71264368] ; [14.71264368 25.28735632],0
v3,1,0.062836,3.460905,[ 38 113] ; [ 60 113],[ 45.67283951 105.32716049] ; [ 52.32716049 120.67283951],0
p12,1,0.081452,3.035689,[  4 147] ; [ 12 164],[  7.3883792 143.6116208] ; [  8.6116208 167.3883792],0
a5,1,0.082662,3.011773,[79 75] ; [107  69],[86.8 67.2] ; [99.2 76.8],0
a6,1,0.091263,2.851952,[83 71] ; [111  65],[90.53333333 63.46666667] ; [103.46666667  72.53333333],0
a4,1,0.103026,2.658061,[ 32 122] ; [ 50 125],[ 38.38297872 115.61702128] ; [ 43.61702128 131.38297872],0
s5,1,0.114575,2.489953,[ 35 114] ; [ 54 118],[ 41.31152648 107.68847352] ; [ 47.68847352 124.31152648],0
d3,1,0.194544,1.682869,[60 92] ; [82 94],[65.80487805 86.19512195] ; [76.19512195 99.80487805],0
r4,1,0.199015,1.649591,[123  31] ; [150  26],[127.4  26.6] ; [145.6  30.4],0
a2,1,0.205628,1.601942,[  7 147] ; [ 14 162],[  9.8 144.2] ; [ 11.2 164.8],0
s2,1,0.221733,1.493117,[58 95] ; [78 97],[63.43902439 89.56097561] ; [ 72.56097561 102.43902439],0
v1,1,0.227631,1.455606,[67 81] ; [90 83],[72.38629283 75.61370717] ; [84.61370717 88.38629283],0
v2,1,0.258724,1.275571,[62 82] ; [85 87],[66.98734177 77.01265823] ; [80.01265823 91.98734177],0
a7,1,0.271651,1.208392,[97 56] ; [121  54],[101.68902439  51.31097561] ; [116.31097561  58.68902439],0
u1,1,0.272804,1.202595,[  8 146] ; [  5 171],[  6.06666667 147.93333333] ; [  6.93333333 169.06666667],0
d5,1,0.292007,1.110344,[86 67] ; [109  67],[90.68389058 62.31610942] ; [104.31610942  71.68389058],0
b1,1,0.342238,0.902031,[56 98] ; [ 73 103],[60.2 93.8] ; [ 68.8 107.2],0
s4,1,0.346797,0.885144,[ 29 125] ; [ 26 148],[ 25.82317073 128.17682927] ; [ 29.17682927 144.82317073],0
r1,1,0.362715,0.82847,[104  49] ; [127  48],[107.75304878  45.24695122] ; [123.24695122  51.75304878],0
a1,1,0.409238,0.681014,[  7 147] ; [  5 171],[  5.6 148.4] ; [  6.4 169.6],0
p9,1,0.424196,0.638661,[122  28] ; [149  27],[124.69325153  25.30674847] ; [146.30674847  29.69325153],0
u2,1,0.560155,0.339435,[31 33] ; [39 34],[32.70072993 31.29927007] ; [37.29927007 35.70072993],0
b2,1,0.638809,0.220304,[24 55] ; [35 69],[25.46994536 53.53005464] ; [33.53005464 70.46994536],0
