Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,82.771306,[240  54] ; [36 70],[202.86  91.14] ; [73.14 32.86],1
a5,1,5e-06,20.733864,[212  84] ; [51 57],[192.69306931 103.30693069] ; [70.30693069 37.69306931],1
n6,1,5.8e-05,16.182255,[237  57] ; [66 42],[221.59701493  72.40298507] ; [81.40298507 26.59701493],1
s7,1,0.000255,13.378259,[127 154] ; [25 77],[111.51958225 169.48041775] ; [40.48041775 61.51958225],1
p6,1,0.001038,10.757997,[ 75 217] ; [11 95],[ 63.09547739 228.90452261] ; [22.90452261 83.09547739],0
s6,1,0.001061,10.717781,[175 119] ; [44 63],[160.56359102 133.43640898] ; [58.43640898 48.56359102],0
v3,1,0.001089,10.669895,[108 173] ; [21 81],[ 94.64490862 186.35509138] ; [34.35509138 67.64490862],0
s8,1,0.002144,9.42214,[112 184] ; [23 84],[ 99.15632754 196.84367246] ; [35.84367246 71.15632754],0
p10,1,0.002851,8.900198,[212  81] ; [60 46],[199.73934837  93.26065163] ; [72.26065163 33.73934837],0
n1,1,0.00373,8.410803,[37 41] ; [11 39],[29.25 48.75] ; [18.75 31.25],0
d5,1,0.004307,8.149703,[239  56] ; [73 35],[228.38709677  66.61290323] ; [83.61290323 24.38709677],0
b3,1,0.006573,7.386061,[ 87 108] ; [14 43],[ 78.1547619 116.8452381] ; [22.8452381 34.1547619],0
b2,1,0.006573,7.386061,[ 87 108] ; [14 43],[ 78.1547619 116.8452381] ; [22.8452381 34.1547619],0
d2,1,0.006948,7.286403,[152 139] ; [40 68],[140.03007519 150.96992481] ; [51.96992481 56.03007519],0
a4,1,0.007167,7.230695,[145 149] ; [37 71],[133.10447761 160.89552239] ; [48.89552239 59.10447761],0
p3,1,0.007458,7.159171,[108 187] ; [24 83],[ 96.86567164 198.13432836] ; [35.13432836 71.86567164],0
s2,1,0.008102,7.010803,[134 160] ; [33 74],[122.43890274 171.56109726] ; [44.56109726 62.43890274],0
u1,1,0.008581,6.908022,[ 57 239] ; [ 9 99],[ 48.35643564 247.64356436] ; [17.64356436 90.35643564],0
d1,1,0.0122,6.281595,[165 131] ; [45 63],[153.86138614 142.13861386] ; [56.13861386 51.86138614],0
r4,1,0.013346,6.122702,[242  54] ; [76 32],[232.99009901  63.00990099] ; [85.00990099 22.99009901],0
p11,1,0.016538,5.744775,[210  86] ; [63 45],[200.01980198  95.98019802] ; [72.98019802 35.01980198],0
r2,1,0.018404,5.5573,[267  25] ; [89 18],[260.53132832  31.46867168] ; [95.46867168 11.53132832],0
p4,1,0.019582,5.448737,[132 163] ; [34 73],[121.8159204 173.1840796] ; [44.1840796 62.8159204],0
p12,1,0.023958,5.097697,[ 19 276] ; [  1 107],[ 14.64019851 280.35980149] ; [  5.35980149 102.64019851],0
a2,1,0.030566,4.677165,[ 77 219] ; [17 91],[ 68.87128713 227.12871287] ; [25.12871287 82.87128713],0
s3,1,0.03067,4.671359,[153 139] ; [43 64],[143.43859649 148.56140351] ; [52.56140351 54.43859649],0
a8,1,0.035397,4.425902,[ 42 224] ; [ 8 98],[ 35.75268817 230.24731183] ; [14.24731183 91.75268817],0
v2,1,0.045183,4.0118,[149 134] ; [41 59],[140.39164491 142.60835509] ; [49.60835509 50.39164491],0
p9,1,0.067479,3.343292,[219  73] ; [69 36],[211.82871537  80.17128463] ; [76.17128463 28.82871537],0
r1,1,0.070347,3.274914,[220  75] ; [70 37],[212.81094527  82.18905473] ; [77.18905473 29.81094527],0
a6,1,0.10407,2.642045,[203  92] ; [65 43],[196.17866005  98.82133995] ; [71.82133995 36.17866005],0
a3,1,0.122694,2.382593,[206  89] ; [66 41],[199.60199005  95.39800995] ; [72.39800995 34.60199005],0
p1,1,0.125066,2.352709,[ 20 275] ; [  3 105],[ 16.83622829 278.16377171] ; [  6.16377171 101.83622829],0
p2,1,0.12771,2.320127,[211  83] ; [69 39],[204.7761194  89.2238806] ; [75.2238806 32.7761194],0
d3,1,0.162971,1.946443,[188 107] ; [60 47],[181.99004975 113.00995025] ; [66.00995025 40.99004975],0
v1,1,0.183486,1.769159,[133 149] ; [42 64],[127.19072165 154.80927835] ; [47.80927835 58.19072165],0
d4,1,0.189904,1.718361,[235  59] ; [79 28],[230.21446384  63.78553616] ; [83.78553616 23.21446384],0
b5,1,0.198316,1.654731,[188 108] ; [61 47],[182.43564356 113.56435644] ; [66.56435644 41.43564356],0
u3,1,0.293352,1.104175,[46 44] ; [25 16],[48.77862595 41.22137405] ; [22.22137405 18.77862595],0
v4,1,0.307294,1.042272,[256  39] ; [96 10],[258.95261845  36.04738155] ; [93.04738155 12.95261845],0
a7,1,0.308931,1.035242,[199  96] ; [67 41],[194.7146402 100.2853598] ; [71.2853598 36.7146402],0
b1,1,0.338619,0.915654,[124 172] ; [51 57],[128.21782178 167.78217822] ; [46.78217822 61.21782178],0
n2,1,0.345585,0.889602,[56 24] ; [31 19],[53.53846154 26.46153846] ; [33.46153846 16.53846154],0
b4,1,0.432457,0.616217,[180 116] ; [61 47],[176.57425743 119.42574257] ; [64.42574257 43.57425743],0
r3,1,0.467002,0.529061,[265  28] ; [95 13],[263.04239401  29.95760599] ; [96.95760599 11.04239401],0
p5,1,0.476117,0.507745,[ 16 275] ; [  4 103],[ 14.62311558 276.37688442] ; [  5.37688442 101.62311558],0
s5,1,0.506399,0.441502,[ 66 219] ; [21 84],[ 63.57692308 221.42307692] ; [23.42307692 81.57692308],0
p7,1,0.512995,0.427952,[120 170] ; [40 66],[117.17171717 172.82828283] ; [42.82828283 63.17171717],0
