Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,41.66887,[38 98] ; [171 106],[68.82324455 67.17675545] ; [140.17675545 136.82324455],1
a4,1,0.0,39.436762,[ 26 110] ; [142 134],[55.45631068 80.54368932] ; [112.54368932 163.45631068],1
a3,1,0.0,33.82006,[61 75] ; [205  72],[87.59322034 48.40677966] ; [178.40677966  98.59322034],1
d2,1,0.0,32.062561,[ 27 108] ; [135 140],[53.34146341 81.65853659] ; [108.65853659 166.34146341],1
a6,1,0.0,25.977978,[74 62] ; [218  59],[96.15496368 39.84503632] ; [195.84503632  81.15496368],1
d5,1,1e-06,24.544418,[84 52] ; [232  45],[104.05811138  31.94188862] ; [211.94188862  65.05811138],1
u1,1,2e-06,22.300159,[  3 133] ; [ 53 224],[ 18.44067797 117.55932203] ; [ 37.55932203 239.44067797],1
d4,1,1.8e-05,18.443126,[89 46] ; [234  43],[105.83737864  29.16262136] ; [217.16262136  59.83737864],1
r1,1,2.4e-05,17.864165,[86 50] ; [226  49],[103.24087591  32.75912409] ; [208.75912409  66.24087591],1
n4,1,2.6e-05,17.667735,[82 53] ; [222  55],[99.61165049 35.38834951] ; [204.38834951  72.61165049],1
p10,1,0.000236,13.523707,[95 38] ; [237  37],[108.49140049  24.50859951] ; [223.50859951  50.49140049],1
p4,1,0.000602,11.769184,[56 77] ; [166 110],[72.19070905 60.80929095] ; [149.80929095 126.19070905],1
d3,1,0.001618,9.9387,[76 60] ; [198  79],[90.22760291 45.77239709] ; [183.77239709  93.22760291],0
p3,1,0.001892,9.65139,[43 92] ; [132 143],[57.62195122 77.37804878] ; [117.37804878 157.62195122],0
n5,1,0.004092,8.242594,[84 49] ; [211  64],[96.16421569 36.83578431] ; [198.83578431  76.16421569],0
p2,1,0.006614,7.374882,[104  30] ; [241  33],[113.30882353  20.69117647] ; [231.69117647  42.30882353],0
p8,1,0.01224,6.275833,[54 79] ; [147 126],[65.84482759 67.15517241] ; [135.15517241 137.84482759],0
a7,1,0.012498,6.238782,[87 48] ; [211  66],[97.64563107 37.35436893] ; [200.35436893  76.64563107],0
n6,1,0.019856,5.424472,[105  29] ; [240  35],[113.03178484  20.96821516] ; [231.96821516  43.03178484],0
v1,1,0.021294,5.302601,[53 80] ; [140 129],[63.85323383 69.14676617] ; [129.14676617 139.85323383],0
v2,1,0.023,5.168486,[59 70] ; [154 112],[69.56202532 59.43797468] ; [143.43797468 122.56202532],0
r4,1,0.024979,5.025359,[111  25] ; [248  29],[118.21791768  17.78208232] ; [240.78208232  36.21791768],0
b1,1,0.042688,4.107721,[ 36 100] ; [101 176],[45.11380145 90.88619855] ; [ 91.88619855 185.11380145],0
p9,1,0.042871,4.100483,[104  29] ; [236  38],[111.10565111  21.89434889] ; [228.89434889  45.10565111],0
s7,1,0.051157,3.803121,[ 26 106] ; [ 76 188],[34. 98.] ; [ 68. 196.],0
a1,1,0.076137,3.145491,[  2 134] ; [ 14 263],[  5.26876513 130.73123487] ; [ 10.73123487 266.26876513],0
v3,1,0.078589,3.093847,[34 98] ; [ 92 175],[41.68421053 90.31578947] ; [ 84.31578947 182.68421053],0
p5,1,0.110829,2.542365,[  8 126] ; [ 30 247],[ 12.3892944 121.6107056] ; [ 25.6107056 251.3892944],0
n1,1,0.141659,2.159842,[15 22] ; [14 40],[11.79120879 25.20879121] ; [17.20879121 36.79120879],0
p12,1,0.158171,1.99163,[  5 129] ; [ 20 254],[  8.21078431 125.78921569] ; [ 16.78921569 257.21078431],0
r2,1,0.19663,1.667228,[122  14] ; [253  18],[125.30712531  10.69287469] ; [249.69287469  21.30712531],0
s3,1,0.220772,1.499343,[59 74] ; [103 168],[53.33168317 79.66831683] ; [108.66831683 162.33168317],0
b2,1,0.245827,1.346864,[17 51] ; [ 53 109],[20.69565217 47.30434783] ; [ 49.30434783 112.69565217],0
b3,1,0.245827,1.346864,[17 51] ; [ 53 109],[20.69565217 47.30434783] ; [ 49.30434783 112.69565217],0
n2,1,0.300623,1.071429,[26 10] ; [44 10],[28.  8.] ; [42. 12.],0
s6,1,0.306403,1.046118,[63 69] ; [143 126],[67.81047382 64.18952618] ; [138.18952618 130.81047382],0
b4,1,0.313688,1.015083,[88 48] ; [165 112],[83.31234867 52.68765133] ; [169.68765133 107.31234867],0
