Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,33.143499,[37 50] ; [83 17],[55.82887701 31.17112299] ; [64.17112299 35.82887701],1
n6,1,0.003089,8.753882,[45 42] ; [72 27],[54.72580645 32.27419355] ; [62.27419355 36.72580645],0
r3,1,0.006668,7.360339,[79  8] ; [75 24],[72.03225806 14.96774194] ; [81.96774194 17.03225806],0
n1,1,0.007435,7.16472,[ 6 24] ; [21 20],[11.4084507 18.5915493] ; [15.5915493 25.4084507],0
a4,1,0.013091,6.156804,[27 60] ; [48 50],[35.27027027 51.72972973] ; [39.72972973 58.27027027],0
s7,1,0.016044,5.798051,[15 66] ; [33 62],[22.09090909 58.90909091] ; [25.90909091 69.09090909],0
d2,1,0.016945,5.702104,[34 53] ; [55 42],[42.08152174 44.91847826] ; [46.91847826 50.08152174],0
a2,1,0.018186,5.578102,[10 77] ; [25 75],[16.28342246 70.71657754] ; [18.71657754 81.28342246],0
s3,1,0.023936,5.099233,[26 59] ; [46 52],[33.44262295 51.55737705] ; [38.55737705 59.44262295],0
s6,1,0.028082,4.823001,[28 58] ; [48 51],[35.32972973 50.67027027] ; [40.67027027 58.32972973],0
v2,1,0.034289,4.480216,[43 42] ; [34 63],[35.96153846 49.03846154] ; [41.03846154 55.96153846],0
a1,1,0.050322,3.830707,[ 3 84] ; [11 89],[ 6.51336898 80.48663102] ; [ 7.48663102 92.51336898],0
n3,1,0.074584,3.179142,[21  8] ; [21 20],[17.4 11.6] ; [24.6 16.4],0
s2,1,0.109766,2.557585,[19 68] ; [32 67],[23.85483871 63.14516129] ; [27.14516129 71.85483871],0
u1,1,0.117761,2.446847,[ 8 79] ; [17 83],[11.63101604 75.36898396] ; [13.36898396 86.63101604],0
s8,1,0.149658,2.075734,[15 71] ; [26 73],[19.05945946 66.94054054] ; [21.94054054 77.05945946],0
d5,1,0.164412,1.933172,[55 32] ; [72 27],[59.40322581 27.59677419] ; [67.59677419 31.40322581],0
d4,1,0.174713,1.84203,[67 20] ; [66 31],[62.88586957 24.11413043] ; [70.11413043 26.88586957],0
a8,1,0.183521,1.76888,[ 8 74] ; [15 75],[10.96511628 71.03488372] ; [12.03488372 77.96511628],0
d1,1,0.188305,1.730828,[36 51] ; [51 49],[40.47593583 46.52406417] ; [46.52406417 53.47593583],0
r2,1,0.20916,1.577234,[70 16] ; [88 12],[73.05376344 12.94623656] ; [84.94623656 15.05376344],0
u4,1,0.228091,1.452728,[ 1 86] ; [ 4 96],[ 2.32620321 84.67379679] ; [ 2.67379679 97.32620321],0
p9,1,0.228192,1.452098,[27 59] ; [38 57],[30.8839779 55.1160221] ; [34.1160221 60.8839779],0
p1,1,0.238656,1.388513,[ 4 82] ; [ 9 90],[ 6.04324324 79.95675676] ; [ 6.95675676 92.04324324],0
a6,1,0.240345,1.378572,[48 39] ; [63 36],[51.91935484 35.08064516] ; [59.08064516 39.91935484],0
p6,1,0.26526,1.241094,[16 67] ; [26 73],[19.15384615 63.84615385] ; [22.84615385 76.15384615],0
a5,1,0.277025,1.181626,[48 39] ; [63 37],[51.64171123 35.35828877] ; [59.35828877 40.64171123],0
v3,1,0.305799,1.048733,[20 61] ; [31 67],[23.07821229 57.92178771] ; [27.92178771 70.07821229],0
b2,1,0.306251,1.046776,[13 37] ; [25 47],[15.57377049 34.42622951] ; [22.42622951 49.57377049],0
b3,1,0.306251,1.046776,[13 37] ; [25 47],[15.57377049 34.42622951] ; [22.42622951 49.57377049],0
s1,1,0.325697,0.965931,[ 4 83] ; [ 8 90],[ 5.64324324 81.35675676] ; [ 6.35675676 91.64324324],0
p2,1,0.328145,0.956206,[54 33] ; [55 45],[50.71122995 36.28877005] ; [58.28877005 41.71122995],0
s5,1,0.347749,0.881655,[11 73] ; [18 81],[13.31147541 70.68852459] ; [15.68852459 83.31147541],0
p11,1,0.348351,0.879454,[46 41] ; [46 54],[42.80213904 44.19786096] ; [49.19786096 50.80213904],0
p12,1,0.389134,0.741647,[ 1 85] ; [ 3 97],[ 1.84946237 84.15053763] ; [ 2.15053763 97.84946237],0
v1,1,0.428063,0.628074,[34 51] ; [34 65],[31.41304348 53.58695652] ; [36.58695652 62.41304348],0
a3,1,0.558521,0.342272,[49 37] ; [60 38],[50.94565217 35.05434783] ; [58.05434783 39.94565217],0
