Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,48.583555,[98  5] ; [ 5 11],[89.1512605 13.8487395] ; [13.8487395  2.1512605],1
b1,1,0.12512,2.352028,[41 64] ; [10  7],[43.89344262 61.10655738] ; [7.10655738 9.89344262],0
n4,1,0.137455,2.206218,[79 25] ; [10  7],[76.49586777 27.50413223] ; [12.50413223  4.49586777],0
a7,1,0.187974,1.733424,[67 38] ; [8 9],[64.54918033 40.45081967] ; [10.45081967  6.54918033],0
n1,1,0.199543,1.645714,[11 14] ; [5 2],[12.5 12.5] ; [3.5 3.5],0
a5,1,0.219799,1.505684,[77 28] ; [10  7],[74.87704918 30.12295082] ; [12.12295082  4.87704918],0
s7,1,0.221776,1.492842,[60 40] ; [7 9],[57.75862069 42.24137931] ; [9.24137931 6.75862069],0
a6,1,0.32967,0.950194,[61 44] ; [12  5],[62.82786885 42.17213115] ; [10.17213115  6.82786885],0
a1,1,0.349815,0.874126,[ 6 99] ; [ 2 15],[ 6.8852459 98.1147541] ; [ 1.1147541 15.8852459],0
p3,1,0.352104,0.865862,[56 49] ; [ 7 10],[54.22131148 50.77868852] ; [8.77868852 8.22131148],0
d5,1,0.390889,0.736176,[83 21] ; [12  5],[81.65289256 22.34710744] ; [13.34710744  3.65289256],0
a8,1,0.395131,0.723094,[11 87] ; [ 3 13],[12.03508772 85.96491228] ; [ 1.96491228 14.03508772],0
b4,1,0.405279,0.692606,[63 42] ; [12  5],[64.54918033 40.45081967] ; [10.45081967  6.54918033],0
n5,1,0.409424,0.680471,[78 27] ; [11  6],[76.59836066 28.40163934] ; [12.40163934  4.59836066],0
p5,1,0.459336,0.547511,[20 84] ; [ 2 15],[18.90909091 85.09090909] ; [ 3.09090909 13.90909091],0
s4,1,0.535077,0.384741,[31 73] ; [ 6 10],[32.06666667 71.93333333] ; [ 4.93333333 11.06666667],0
v3,1,0.562973,0.334583,[18 84] ; [ 4 13],[18.85714286 83.14285714] ; [ 3.14285714 13.85714286],0
a2,1,0.575108,0.314211,[25 80] ; [ 3 14],[24.09836066 80.90163934] ; [ 3.90163934 13.09836066],0
a3,1,0.596606,0.280145,[73 31] ; [13  4],[73.91735537 30.08264463] ; [12.08264463  4.91735537],0
u3,1,0.719918,0.128571,[19 13] ; [2 2],[18.66666667 13.33333333] ; [2.33333333 1.66666667],0
b5,1,0.738126,0.111781,[54 51] ; [8 9],[53.36065574 51.63934426] ; [8.63934426 8.36065574],0
p1,1,0.769965,0.08551,[15 89] ; [ 2 15],[14.61157025 89.38842975] ; [ 2.38842975 14.61157025],0
u1,1,0.799405,0.064575,[16 89] ; [ 3 14],[16.35245902 88.64754098] ; [ 2.64754098 14.35245902],0
u2,1,0.812524,0.05625,[18 14] ; [2 2],[17.77777778 14.22222222] ; [2.22222222 1.77777778],0
n3,1,0.829856,0.046176,[16  8] ; [5 3],[15.75  8.25] ; [5.25 2.75],0
a4,1,0.850406,0.03557,[53 52] ; [9 8],[53.36065574 51.63934426] ; [8.63934426 8.36065574],0
