Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,84.339309,[39 62] ; [279  51],[74.51972158 26.48027842] ; [243.48027842  86.51972158],1
d3,1,0.0,50.990826,[68 33] ; [311  20],[88.6087963 12.3912037] ; [290.3912037  40.6087963],1
a2,1,0.0,25.615191,[13 88] ; [133 199],[34.05542725 66.94457275] ; [111.94457275 220.05542725],1
u1,1,1.5e-05,18.739698,[10 91] ; [105 227],[26.82448037 74.17551963] ; [ 88.17551963 243.82448037],1
b5,1,3.3e-05,17.241134,[43 58] ; [218 114],[60.87990762 40.12009238] ; [200.12009238 131.87990762],1
b1,1,0.000668,11.575559,[50 51] ; [103 229],[35.68822171 65.31177829] ; [117.31177829 214.68822171],1
v4,1,0.006716,7.347442,[92  9] ; [320   9],[96.77209302  4.22790698] ; [315.22790698  13.77209302],0
r1,1,0.040307,4.204929,[79 22] ; [285  44],[85.49767442 15.50232558] ; [278.50232558  50.49767442],0
p12,1,0.059749,3.544329,[ 5 92] ; [ 39 293],[ 9.94871795 87.05128205] ; [ 34.05128205 297.94871795],0
a8,1,0.060989,3.510283,[ 8 89] ; [ 46 244],[13.53488372 83.46511628] ; [ 40.46511628 249.53488372],0
v2,1,0.077756,3.111192,[55 43] ; [209 108],[62.34216867 35.65783133] ; [201.65783133 115.34216867],0
u3,1,0.081157,3.041578,[8 9] ; [48 21],[11.06976744  5.93023256] ; [44.93023256 24.06976744],0
p10,1,0.082246,3.019958,[82 16] ; [298  33],[86.80652681 11.19347319] ; [293.19347319  37.80652681],0
b4,1,0.09822,2.734214,[54 47] ; [208 124],[61.11316397 39.88683603] ; [200.88683603 131.11316397],0
d2,1,0.114826,2.486508,[78 23] ; [228 102],[71.70765661 29.29234339] ; [234.29234339  95.70765661],0
r2,1,0.116179,2.468094,[93  6] ; [319   9],[95.52224824  3.47775176] ; [316.47775176  11.52224824],0
a4,1,0.123137,2.376954,[64 37] ; [181 150],[57.28009259 43.71990741] ; [187.71990741 143.28009259],0
r4,1,0.124581,2.358764,[90 11] ; [311  21],[93.53579677  7.46420323] ; [307.46420323  24.53579677],0
p4,1,0.132953,2.257685,[62 37] ; [233  97],[68.07692308 30.92307692] ; [226.92307692 103.07692308],0
p5,1,0.147793,2.094884,[18 81] ; [ 41 288],[13.64719626 85.35280374] ; [ 45.35280374 283.64719626],0
s5,1,0.158355,1.989868,[41 54] ; [113 208],[35.16826923 59.83173077] ; [118.83173077 202.16826923],0
s7,1,0.240469,1.37784,[57 41] ; [165 156],[51.92362768 46.07637232] ; [170.07637232 150.92362768],0
p1,1,0.292416,1.108464,[ 6 94] ; [ 31 300],[ 8.58468677 91.41531323] ; [ 28.41531323 302.58468677],0
d5,1,0.316981,1.001363,[99  1] ; [322   9],[97.67981439  2.32018561] ; [323.32018561   7.67981439],0
n4,1,0.321316,0.983583,[87 13] ; [275  57],[83.7962963 16.2037037] ; [278.2037037  53.7962963],0
n2,1,0.336078,0.925333,[12  7] ; [44 15],[13.64102564  5.35897436] ; [42.35897436 16.64102564],0
b2,1,0.343375,0.897789,[33 38] ; [ 87 130],[29.58333333 41.41666667] ; [ 90.41666667 126.58333333],0
b3,1,0.343375,0.897789,[33 38] ; [ 87 130],[29.58333333 41.41666667] ; [ 90.41666667 126.58333333],0
p6,1,0.352722,0.86364,[42 53] ; [128 201],[38.08962264 56.91037736] ; [131.91037736 197.08962264],0
u4,1,0.353889,0.859462,[ 5 96] ; [ 10 321],[ 3.50694444 97.49305556] ; [ 11.49305556 319.50694444],0
p2,1,0.402078,0.702104,[83 15] ; [291  40],[85.43589744 12.56410256] ; [288.56410256  42.43589744],0
s8,1,0.410871,0.676278,[55 45] ; [165 163],[51.40186916 48.59813084] ; [168.59813084 159.40186916],0
a3,1,0.411408,0.674729,[84 17] ; [263  68],[81.12731481 19.87268519] ; [265.87268519  65.12731481],0
n6,1,0.454826,0.558598,[87 13] ; [295  34],[89.04428904 10.95571096] ; [292.95571096  36.04428904],0
s2,1,0.460245,0.545298,[53 47] ; [187 140],[56.20608899 43.79391101] ; [183.79391101 143.20608899],0
