Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,25.078412,[42 27] ; [ 3 31],[30.14563107 38.85436893] ; [14.85436893 19.14563107],1
s3,1,2.7e-05,17.625398,[45 25] ; [ 8 29],[34.6728972 35.3271028] ; [18.3271028 18.6728972],1
s2,1,2.9e-05,17.46677,[46 26] ; [ 8 29],[35.66972477 36.33027523] ; [18.33027523 18.66972477],1
r4,1,0.000561,11.899963,[67  6] ; [25 13],[60.5045045 12.4954955] ; [31.4954955  6.5045045],1
s5,1,0.000636,11.667857,[26 46] ; [ 2 34],[18.66666667 53.33333333] ; [ 9.33333333 26.66666667],1
r1,1,0.004947,7.898708,[63 10] ; [24 14],[57.21621622 15.78378378] ; [29.78378378  8.21621622],0
s8,1,0.007789,7.081427,[38 34] ; [10 28],[31.41818182 40.58181818] ; [16.58181818 21.41818182],0
p4,1,0.007789,7.081427,[38 34] ; [10 28],[31.41818182 40.58181818] ; [16.58181818 21.41818182],0
v1,1,0.008621,6.899622,[46 24] ; [15 23],[39.53703704 30.46296296] ; [21.46296296 16.53703704],0
r3,1,0.026428,4.927805,[69  4] ; [30  7],[65.7  7.3] ; [33.3  3.7],0
v4,1,0.030369,4.688271,[69  4] ; [31  7],[65.76576577  7.23423423] ; [34.23423423  3.76576577],0
u2,1,0.041173,4.168871,[14  5] ; [3 6],[11.53571429  7.46428571] ; [5.46428571 3.53571429],0
p9,1,0.041428,4.158432,[57 14] ; [23 14],[52.59259259 18.40740741] ; [27.40740741  9.59259259],0
u1,1,0.045267,4.008675,[17 56] ; [ 3 35],[13.15315315 59.84684685] ; [ 6.84684685 31.15315315],0
p12,1,0.047648,3.922361,[14 59] ; [ 2 36],[10.52252252 62.47747748] ; [ 5.47747748 32.52252252],0
a6,1,0.058463,3.58045,[55 18] ; [22 16],[50.63963964 22.36036036] ; [26.36036036 11.63963964],0
p3,1,0.060011,3.537079,[26 47] ; [ 7 31],[21.7027027 51.2972973] ; [11.2972973 26.7027027],0
n6,1,0.065971,3.380529,[61 12] ; [26 12],[57.21621622 15.78378378] ; [29.78378378  8.21621622],0
u3,1,0.079741,3.070175,[13  6] ; [3 6],[10.85714286  8.14285714] ; [5.14285714 3.85714286],0
p10,1,0.094489,2.796182,[54 18] ; [22 15],[50.20183486 21.79816514] ; [25.79816514 11.20183486],0
b3,1,0.105193,2.625,[15 27] ; [12  9],[18. 24.] ; [ 9. 12.],0
b2,1,0.105193,2.625,[15 27] ; [12  9],[18. 24.] ; [ 9. 12.],0
a5,1,0.130961,2.28108,[56 17] ; [24 14],[52.61261261 20.38738739] ; [27.38738739 10.61261261],0
a8,1,0.132479,2.263217,[ 7 54] ; [ 1 35],[ 5.03092784 55.96907216] ; [ 2.96907216 33.03092784],0
p11,1,0.157224,2.000721,[52 21] ; [22 16],[48.66666667 24.33333333] ; [25.33333333 12.66666667],0
b5,1,0.168335,1.897712,[50 23] ; [21 17],[46.69369369 26.30630631] ; [24.30630631 13.69369369],0
n5,1,0.178711,1.80831,[55 18] ; [24 14],[51.95495495 21.04504505] ; [27.04504505 10.95495495],0
s1,1,0.214267,1.542361,[ 2 69] ; [ 3 34],[ 3.28703704 67.71296296] ; [ 1.71296296 35.28703704],0
d5,1,0.242356,1.366837,[59 14] ; [27 11],[56.55855856 16.44144144] ; [29.44144144  8.55855856],0
a2,1,0.295612,1.093886,[20 53] ; [ 7 31],[17.75675676 55.24324324] ; [ 9.24324324 28.75675676],0
p5,1,0.31998,0.98903,[ 8 65] ; [ 2 36],[ 6.57657658 66.42342342] ; [ 3.42342342 34.57657658],0
d3,1,0.322112,0.980353,[51 22] ; [23 15],[48.66666667 24.33333333] ; [25.33333333 12.66666667],0
p1,1,0.40864,0.682755,[ 6 67] ; [ 5 33],[ 7.23423423 65.76576577] ; [ 3.76576577 34.23423423],0
d4,1,0.419537,0.651611,[60 13] ; [28  9],[58.4 14.6] ; [29.6  7.4],0
d1,1,0.43939,0.597875,[44 29] ; [20 18],[42.09009009 30.90990991] ; [21.90990991 16.09009009],0
a1,1,0.500679,0.453497,[ 5 68] ; [ 4 34],[ 5.91891892 67.08108108] ; [ 3.08108108 34.91891892],0
p2,1,0.503588,0.447366,[47 26] ; [22 16],[45.37837838 27.62162162] ; [23.62162162 14.37837838],0
