Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,78.804384,[91 20] ; [ 6 51],[64.08928571 46.91071429] ; [32.91071429 24.08928571],1
p11,1,0.0,30.199949,[89 23] ; [21 36],[72.89940828 39.10059172] ; [37.10059172 19.89940828],1
p2,1,9.1e-05,15.319742,[91 19] ; [31 26],[80.35928144 29.64071856] ; [41.64071856 15.35928144],1
b1,1,0.000341,12.828206,[33 79] ; [33 24],[43.73964497 68.26035503] ; [22.26035503 34.73964497],1
n6,1,0.000752,11.357335,[79 33] ; [25 32],[68.92307692 43.07692308] ; [35.07692308 21.92307692],1
a7,1,0.002678,9.01481,[87 24] ; [32 25],[78.625 32.375] ; [40.375 16.625],0
v4,1,0.005028,7.869519,[104   6] ; [46 11],[98.80239521 11.19760479] ; [51.19760479  5.80239521],0
d3,1,0.007157,7.233127,[78 33] ; [28 29],[70.03571429 40.96428571] ; [35.96428571 21.03571429],0
r2,1,0.008072,7.01742,[102   8] ; [44 12],[96.74698795 13.25301205] ; [49.25301205  6.74698795],0
s6,1,0.011659,6.361931,[56 54] ; [17 39],[48.37349398 61.62650602] ; [24.62650602 31.37349398],0
r4,1,0.02397,5.096825,[92 20] ; [38 19],[86.15384615 25.84615385] ; [43.84615385 13.15384615],0
r3,1,0.02416,5.083119,[106   6] ; [48  9],[102.0591716   9.9408284] ; [51.9408284  5.0591716],0
s5,1,0.02473,5.042685,[27 78] ; [ 6 50],[21.52173913 83.47826087] ; [11.47826087 44.52173913],0
s8,1,0.032628,4.565217,[25 87] ; [ 5 51],[20. 92.] ; [10. 46.],0
d4,1,0.053549,3.726713,[93 19] ; [40 17],[88.14201183 23.85798817] ; [44.85798817 12.14201183],0
s3,1,0.060635,3.519918,[45 63] ; [15 41],[39.51219512 68.48780488] ; [20.48780488 35.51219512],0
d2,1,0.128301,2.312945,[34 78] ; [24 33],[38.43786982 73.56213018] ; [19.56213018 37.43786982],0
b5,1,0.138701,2.192311,[74 38] ; [31 26],[69.58579882 42.41420118] ; [35.41420118 21.58579882],0
a8,1,0.163823,1.93858,[ 7 95] ; [ 1 55],[ 5.16455696 96.83544304] ; [ 2.83544304 53.16455696],0
a6,1,0.17741,1.819186,[71 41] ; [30 27],[66.93491124 45.06508876] ; [34.06508876 22.93491124],0
u2,1,0.178271,1.811978,[28 21] ; [12 17],[25.12820513 23.87179487] ; [14.87179487 14.12820513],0
a2,1,0.266843,1.232905,[  8 104] ; [ 7 50],[  9.9408284 102.0591716] ; [ 5.0591716 51.9408284],0
b3,1,0.275816,1.187592,[16 37] ; [ 6 25],[13.88095238 39.11904762] ; [ 8.11904762 22.88095238],0
b2,1,0.275816,1.187592,[16 37] ; [ 6 25],[13.88095238 39.11904762] ; [ 8.11904762 22.88095238],0
d1,1,0.280345,1.165417,[55 57] ; [23 34],[51.69230769 60.30769231] ; [26.30769231 30.69230769],0
s2,1,0.290751,1.116139,[36 75] ; [14 43],[33.03571429 77.96428571] ; [16.96428571 40.03571429],0
s1,1,0.318579,0.994771,[  4 108] ; [ 4 53],[  5.30177515 106.69822485] ; [ 2.69822485 54.30177515],0
d5,1,0.339275,0.91317,[80 31] ; [37 20],[77.30357143 33.69642857] ; [39.69642857 17.30357143],0
p8,1,0.363233,0.826686,[47 64] ; [20 37],[44.26785714 66.73214286] ; [22.73214286 34.26785714],0
v3,1,0.367141,0.81332,[29 79] ; [11 43],[26.66666667 81.33333333] ; [13.33333333 40.66666667],0
u1,1,0.394879,0.723864,[  6 106] ; [ 5 52],[  7.28994083 104.71005917] ; [ 3.71005917 53.28994083],0
a3,1,0.407383,0.686426,[62 49] ; [28 29],[59.46428571 51.53571429] ; [30.53571429 26.46428571],0
a5,1,0.434618,0.610452,[66 46] ; [30 27],[63.62130178 48.37869822] ; [32.37869822 24.62130178],0
b4,1,0.451962,0.565727,[64 48] ; [36 21],[66.27218935 45.72781065] ; [33.72781065 23.27218935],0
v1,1,0.462401,0.540076,[38 69] ; [17 40],[35.88414634 71.11585366] ; [19.11585366 37.88414634],0
v2,1,0.479809,0.499299,[54 53] ; [25 31],[51.85889571 55.14110429] ; [27.14110429 28.85889571],0
u3,1,0.616151,0.251314,[26 22] ; [14 15],[24.93506494 23.06493506] ; [15.06493506 13.93506494],0
r1,1,0.63239,0.228834,[78 33] ; [38 19],[76.64285714 34.35714286] ; [39.35714286 17.64285714],0
p3,1,0.641911,0.216251,[38 74] ; [17 39],[36.66666667 75.33333333] ; [18.33333333 37.66666667],0
n4,1,0.673374,0.177681,[39 73] ; [18 39],[37.77514793 74.22485207] ; [19.22485207 37.77514793],0
p7,1,0.705323,0.142993,[55 54] ; [27 30],[53.84337349 55.15662651] ; [28.15662651 28.84337349],0
s4,1,0.707257,0.141032,[14 98] ; [ 6 51],[13.25443787 98.74556213] ; [ 6.74556213 50.25443787],0
n2,1,0.750032,0.101504,[20 10] ; [15  9],[19.44444444 10.55555556] ; [15.55555556  8.44444444],0
a4,1,0.758761,0.094316,[36 76] ; [17 40],[35.12426036 76.87573964] ; [17.87573964 39.12426036],0
p6,1,0.780663,0.077538,[22 88] ; [10 45],[21.33333333 88.66666667] ; [10.66666667 44.33333333],0
p4,1,0.839468,0.041036,[43 68] ; [23 34],[43.60714286 67.39285714] ; [22.39285714 34.60714286],0
n3,1,0.870825,0.026442,[21  9] ; [18  7],[21.27272727  8.72727273] ; [17.72727273  7.27272727],0
p1,1,0.871677,0.026092,[  7 103] ; [ 4 53],[  7.24550898 102.75449102] ; [ 3.75449102 53.24550898],0
n1,1,1.0,0.0,[ 6 24] ; [ 5 20],[ 6. 24.] ; [ 5. 20.],0
