Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000146,14.420945,[16 33] ; [23  7],[24.18987342 24.81012658] ; [14.81012658 15.18987342],1
p7,1,0.002249,9.334591,[21 27] ; [23  6],[27.42857143 20.57142857] ; [16.57142857 12.42857143],0
p6,1,0.003361,8.600245,[ 7 41] ; [13 16],[12.46753247 35.53246753] ; [ 7.53246753 21.46753247],0
s6,1,0.006335,7.452493,[26 23] ; [25  5],[31.63291139 17.36708861] ; [19.36708861 10.63291139],0
a7,1,0.033163,4.537368,[24 25] ; [22  8],[28.53164557 20.46835443] ; [17.46835443 12.53164557],0
p2,1,0.037637,4.321368,[28 21] ; [24  6],[32.25316456 16.74683544] ; [19.74683544 10.25316456],0
p3,1,0.04777,3.918064,[14 34] ; [15 14],[18.07792208 29.92207792] ; [10.92207792 18.07792208],0
d4,1,0.049635,3.853755,[30 18] ; [25  5],[33.84615385 14.15384615] ; [21.15384615  8.84615385],0
a4,1,0.071381,3.250981,[19 29] ; [ 6 24],[15.38461538 32.61538462] ; [ 9.61538462 20.38461538],0
n1,1,0.084835,2.969746,[ 7 12] ; [4 1],[ 8.70833333 10.29166667] ; [2.29166667 2.70833333],0
s1,1,0.104961,2.628499,[ 7 40] ; [ 1 29],[ 4.88311688 42.11688312] ; [ 3.11688312 26.88311688],0
r3,1,0.117336,2.452523,[42  7] ; [29  1],[44.03797468  4.96202532] ; [26.96202532  3.03797468],0
d3,1,0.136636,2.215443,[26 23] ; [21  9],[29.15189873 19.84810127] ; [17.84810127 12.15189873],0
s4,1,0.140794,2.169259,[ 8 40] ; [ 9 20],[10.5974026 37.4025974] ; [ 6.4025974 22.5974026],0
b1,1,0.172842,1.858121,[25 24] ; [20 10],[27.91139241 21.08860759] ; [17.08860759 12.91139241],0
v4,1,0.187467,1.737411,[39  8] ; [28  2],[40.8961039  6.1038961] ; [26.1038961  3.8961039],0
s7,1,0.231907,1.429129,[18 26] ; [16 13],[20.49315068 23.50684932] ; [13.50684932 15.49315068],0
s2,1,0.234044,1.416113,[26 23] ; [20 10],[28.53164557 20.46835443] ; [17.46835443 12.53164557],0
u3,1,0.241529,1.371646,[12  5] ; [7 7],[10.41935484  6.58064516] ; [8.58064516 5.41935484],0
d1,1,0.278301,1.17537,[20 29] ; [16 14],[22.32911392 26.67088608] ; [13.67088608 16.32911392],0
a3,1,0.290188,1.118748,[32 17] ; [16 14],[29.7721519 19.2278481] ; [18.2278481 11.7721519],0
p5,1,0.294403,1.099377,[ 2 47] ; [ 3 27],[ 3.10126582 45.89873418] ; [ 1.89873418 28.10126582],0
n3,1,0.307434,1.041667,[13  7] ; [2 3],[12.  8.] ; [3. 2.],0
p10,1,0.323436,0.975,[14 34] ; [12 18],[16. 32.] ; [10. 20.],0
n4,1,0.341745,0.903875,[36 13] ; [19 11],[34.11392405 14.88607595] ; [20.88607595  9.11392405],0
u1,1,0.430526,0.621404,[ 8 41] ; [ 3 27],[ 6.82278481 42.17721519] ; [ 4.17721519 25.82278481],0
b5,1,0.436713,0.604904,[25 24] ; [18 12],[26.67088608 22.32911392] ; [16.32911392 13.67088608],0
d5,1,0.456569,0.554294,[32 17] ; [22  8],[33.49367089 15.50632911] ; [20.50632911  9.49367089],0
v1,1,0.471554,0.518333,[22 27] ; [11 19],[20.46835443 28.53164557] ; [12.53164557 17.46835443],0
n6,1,0.505985,0.442362,[29 20] ; [20 10],[30.39240506 18.60759494] ; [18.60759494 11.39240506],0
r4,1,0.534833,0.385201,[38 11] ; [25  5],[39.07594937  9.92405063] ; [23.92405063  6.07594937],0
b2,1,0.569056,0.324265,[10 22] ; [ 4 13],[ 9.14285714 22.85714286] ; [ 4.85714286 12.14285714],0
b3,1,0.569056,0.324265,[10 22] ; [ 4 13],[ 9.14285714 22.85714286] ; [ 4.85714286 12.14285714],0
a2,1,0.578214,0.30913,[ 7 42] ; [ 3 27],[ 6.20253165 42.79746835] ; [ 3.79746835 26.20253165],0
v2,1,0.578267,0.309044,[17 29] ; [13 17],[18.15789474 27.84210526] ; [11.84210526 18.15789474],0
s8,1,0.578346,0.308916,[15 34] ; [11 19],[16.12658228 32.87341772] ; [ 9.87341772 20.12658228],0
a5,1,0.586464,0.2959,[28 21] ; [19 11],[29.15189873 19.84810127] ; [17.84810127 12.15189873],0
a6,1,0.586464,0.2959,[28 21] ; [19 11],[29.15189873 19.84810127] ; [17.84810127 12.15189873],0
a1,1,0.611031,0.258676,[ 2 47] ; [ 2 28],[ 2.48101266 46.51898734] ; [ 1.51898734 28.48101266],0
v3,1,0.621511,0.24375,[17 31] ; [ 9 21],[16. 32.] ; [10. 20.],0
d2,1,0.62548,0.23824,[24 25] ; [13 17],[22.94936709 26.05063291] ; [14.05063291 15.94936709],0
a8,1,0.695733,0.152949,[ 4 42] ; [ 3 23],[ 4.47222222 41.52777778] ; [ 2.52777778 23.47222222],0
b4,1,0.713923,0.13439,[29 20] ; [19 11],[29.7721519 19.2278481] ; [18.2278481 11.7721519],0
p11,1,0.740786,0.109437,[28 21] ; [16 14],[27.29113924 21.70886076] ; [16.70886076 13.29113924],0
r1,1,0.797131,0.066081,[38 11] ; [24  6],[38.4556962 10.5443038] ; [23.5443038  6.4556962],0
n5,1,0.913857,0.011702,[30 19] ; [18 12],[29.7721519 19.2278481] ; [18.2278481 11.7721519],0
u2,1,0.924813,0.008906,[10  7] ; [8 6],[9.87096774 7.12903226] ; [8.12903226 5.87096774],0
s5,1,0.932246,0.007228,[12 36] ; [ 7 22],[11.84415584 36.15584416] ; [ 7.15584416 21.84415584],0
p1,1,0.97672,0.000852,[ 5 44] ; [ 3 27],[ 4.96202532 44.03797468] ; [ 3.03797468 26.96202532],0
r2,1,0.97672,0.000852,[44  5] ; [27  3],[44.03797468  4.96202532] ; [26.96202532  3.03797468],0
