Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.068414,[2 9] ; [59  8],[8.6025641 2.3974359] ; [52.3974359 14.6025641],1
r3,1,1e-06,23.205357,[5 6] ; [64  3],[9.73076923 1.26923077] ; [59.26923077  7.73076923],1
p2,1,4.1e-05,16.841589,[ 1 10] ; [49 18],[7.05128205 3.94871795] ; [42.94871795 24.05128205],1
r2,1,0.005425,7.732051,[7 4] ; [62  5],[9.73076923 1.26923077] ; [59.26923077  7.73076923],0
s1,1,0.006494,7.407949,[4 7] ; [ 5 60],[1.30263158 9.69736842] ; [ 7.69736842 57.30263158],0
s6,1,0.029039,4.765318,[4 7] ; [47 20],[7.19230769 3.80769231] ; [43.80769231 23.19230769],0
p11,1,0.045048,4.016857,[3 8] ; [40 27],[6.06410256 4.93589744] ; [36.93589744 30.06410256],0
n2,1,0.049535,3.857143,[2 4] ; [16  5],[4. 2.] ; [14.  7.],0
s8,1,0.065724,3.386703,[ 1 10] ; [25 42],[3.66666667 7.33333333] ; [22.33333333 44.66666667],0
a7,1,0.080606,3.052638,[4 7] ; [43 24],[6.62820513 4.37179487] ; [40.37179487 26.62820513],0
d5,1,0.084546,2.975266,[5 6] ; [48 19],[7.47435897 3.52564103] ; [45.52564103 21.47435897],0
p4,1,0.085627,2.954731,[3 8] ; [37 30],[5.64102564 5.35897436] ; [34.35897436 32.64102564],0
v1,1,0.096525,2.762049,[2 9] ; [30 37],[4.51282051 6.48717949] ; [27.48717949 39.51282051],0
p7,1,0.117828,2.445963,[4 7] ; [40 25],[6.36842105 4.63157895] ; [37.63157895 27.36842105],0
a6,1,0.12237,2.386728,[4 7] ; [41 26],[6.34615385 4.65384615] ; [38.65384615 28.34615385],0
p6,1,0.160665,1.967952,[ 1 10] ; [19 46],[2.89473684 8.10526316] ; [17.10526316 47.89473684],0
p8,1,0.187467,1.737411,[2 8] ; [28 39],[3.8961039 6.1038961] ; [26.1038961 40.8961039],0
n6,1,0.198483,1.653505,[5 6] ; [44 23],[6.91025641 4.08974359] ; [42.08974359 24.91025641],0
d2,1,0.245638,1.347942,[7 4] ; [30 37],[5.21794872 5.78205128] ; [31.78205128 35.21794872],0
r1,1,0.259103,1.273541,[7 4] ; [53 14],[8.46153846 2.53846154] ; [51.53846154 15.46153846],0
n3,1,0.270673,1.213333,[2 3] ; [14  7],[3.07692308 1.92307692] ; [12.92307692  8.07692308],0
a5,1,0.279075,1.171588,[5 6] ; [42 25],[6.62820513 4.37179487] ; [40.37179487 26.62820513],0
n1,1,0.293803,1.102114,[4 2] ; [ 8 11],[2.88 3.12] ; [9.12 9.88],0
s7,1,0.298347,1.081569,[3 7] ; [30 33],[4.52054795 5.47945205] ; [28.47945205 34.52054795],0
p1,1,0.349881,0.87389,[2 9] ; [ 6 61],[1.12820513 9.87179487] ; [ 6.87179487 60.12820513],0
d1,1,0.486415,0.484448,[6 5] ; [29 38],[4.93589744 6.06410256] ; [30.06410256 36.93589744],0
a1,1,0.520286,0.413326,[ 1 10] ; [ 3 64],[ 0.56410256 10.43589744] ; [ 3.43589744 63.56410256],0
s5,1,0.572281,0.318881,[2 9] ; [17 48],[2.75 8.25] ; [16.25 48.75],0
n5,1,0.606987,0.264586,[6 5] ; [42 25],[6.76923077 4.23076923] ; [41.23076923 25.76923077],0
b5,1,0.610397,0.259598,[5 6] ; [36 31],[5.78205128 5.21794872] ; [35.21794872 31.78205128],0
v3,1,0.622797,0.241956,[3 8] ; [23 43],[3.71428571 7.28571429] ; [22.28571429 43.71428571],0
n4,1,0.664461,0.18815,[7 4] ; [47 20],[7.61538462 3.38461538] ; [46.38461538 20.61538462],0
b4,1,0.676226,0.174405,[6 5] ; [41 26],[6.62820513 4.37179487] ; [40.37179487 26.62820513],0
p10,1,0.691052,0.157949,[3 8] ; [22 44],[3.57142857 7.42857143] ; [21.42857143 44.57142857],0
s2,1,0.747291,0.103821,[6 5] ; [40 27],[6.48717949 4.51282051] ; [39.51282051 27.48717949],0
a4,1,0.765649,0.088846,[4 7] ; [21 45],[3.57142857 7.42857143] ; [21.42857143 44.57142857],0
s4,1,0.800624,0.063776,[2 9] ; [14 51],[2.31578947 8.68421053] ; [13.68421053 51.31578947],0
b2,1,0.806882,0.059756,[2 6] ; [12 29],[2.28571429 5.71428571] ; [11.71428571 29.28571429],0
b3,1,0.806882,0.059756,[2 6] ; [12 29],[2.28571429 5.71428571] ; [11.71428571 29.28571429],0
v2,1,0.819502,0.052069,[4 7] ; [26 39],[4.34210526 6.65789474] ; [25.65789474 39.34210526],0
d3,1,0.819696,0.051955,[6 5] ; [39 28],[6.34615385 4.65384615] ; [38.65384615 28.34615385],0
b1,1,0.819696,0.051955,[6 5] ; [39 28],[6.34615385 4.65384615] ; [38.65384615 28.34615385],0
u2,1,0.822729,0.050192,[2 2] ; [14 11],[2.20689655 1.79310345] ; [13.79310345 11.20689655],0
d4,1,0.862031,0.030203,[8 3] ; [47 20],[7.75641026 3.24358974] ; [47.24358974 19.75641026],0
p3,1,0.894617,0.017547,[4 7] ; [25 40],[4.19736842 6.80263158] ; [24.80263158 40.19736842],0
a8,1,0.938796,0.005896,[ 1 10] ; [ 6 55],[1.06944444 9.93055556] ; [ 5.93055556 55.06944444],0
a3,1,0.951828,0.003649,[7 4] ; [42 25],[6.91025641 4.08974359] ; [42.08974359 24.91025641],0
