Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,177.685167,[446  31] ; [26 48],[408.60980036  68.39019964] ; [63.39019964 10.60980036],1
p2,1,0.0,34.915817,[419  56] ; [47 29],[401.72413793  73.27586207] ; [64.27586207 11.72413793],1
p11,1,0.0,32.048057,[406  71] ; [44 32],[388.15551537  88.84448463] ; [61.84448463 14.15551537],1
p4,1,1.1e-05,19.250604,[329 146] ; [32 42],[312.34061931 162.65938069] ; [48.65938069 25.34061931],1
p8,1,1.3e-05,18.959183,[286 184] ; [26 50],[268.57142857 201.42857143] ; [43.42857143 32.57142857],1
p3,1,5.3e-05,16.347904,[271 204] ; [24 51],[254.77272727 220.22727273] ; [40.22727273 34.77272727],1
p6,1,6.2e-05,16.042738,[206 268] ; [14 60],[190.2919708 283.7080292] ; [29.7080292 44.2919708],1
v1,1,8.4e-05,15.457583,[295 171] ; [30 46],[279.42804428 186.57195572] ; [45.57195572 30.42804428],1
v2,1,0.000265,13.30005,[286 173] ; [29 44],[271.77631579 187.22368421] ; [43.22368421 29.77631579],1
p7,1,0.000267,13.291446,[329 136] ; [36 37],[315.4739777 149.5260223] ; [49.5260223 23.4739777],1
r4,1,0.000304,13.047447,[463  14] ; [67  9],[457.16094033  19.83905967] ; [72.83905967  3.16094033],1
b1,1,0.000348,12.79101,[179 298] ; [45 31],[193.21518987 283.78481013] ; [30.78481013 45.21518987],1
v4,1,0.00036,12.728954,[467   9] ; [68  7],[462.17785844  13.82214156] ; [72.82214156  2.17785844],1
r3,1,0.000495,12.134781,[460  15] ; [66  9],[454.27272727  20.72727273] ; [71.72727273  3.27272727],1
s8,1,0.000791,11.261226,[250 223] ; [24 51],[236.5 236.5] ; [37.5 37.5],1
s7,1,0.001002,10.824178,[265 190] ; [27 45],[252.10626186 202.89373814] ; [39.89373814 32.10626186],0
a5,1,0.001948,9.598224,[383  94] ; [49 27],[372.62929476 104.37070524] ; [59.37070524 16.62929476],0
s6,1,0.001978,9.569384,[349 119] ; [43 32],[337.85635359 130.14364641] ; [54.14364641 20.85635359],0
s5,1,0.004874,7.925658,[183 279] ; [17 58],[172.06703911 289.93296089] ; [27.93296089 47.06703911],0
p12,1,0.006638,7.368413,[ 54 421] ; [ 1 75],[ 47.4137931 427.5862069] ; [ 7.5862069 68.4137931],0
d4,1,0.006831,7.31687,[405  69] ; [54 20],[397.01824818  76.98175182] ; [61.98175182 12.01824818],0
a3,1,0.009118,6.799585,[369 105] ; [48 27],[360.03278689 113.96721311] ; [56.96721311 18.03278689],0
n6,1,0.018784,5.521518,[438  36] ; [64 12],[432.63272727  41.36727273] ; [69.36727273  6.63272727],0
s2,1,0.020243,5.390791,[269 203] ; [31 42],[259.81651376 212.18348624] ; [40.18348624 32.81651376],0
