Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.3e-05,17.252091,[37 56] ; [23  4],[46.5 46.5] ; [13.5 13.5],1
p8,1,0.002025,9.527075,[31 66] ; [18 10],[38.024 58.976] ; [10.976 17.024],0
b4,1,0.011442,6.395396,[58 40] ; [ 9 19],[52.11111111 45.88888889] ; [14.88888889 13.11111111],0
s7,1,0.0205,5.368825,[19 72] ; [12 16],[23.70588235 67.29411765] ; [ 7.29411765 20.70588235],0
u2,1,0.024509,5.058216,[22 25] ; [12  3],[25.77419355 21.22580645] ; [8.22580645 6.77419355],0
p3,1,0.024577,5.053447,[24 74] ; [13 15],[28.77777778 69.22222222] ; [ 8.22222222 19.77777778],0
p4,1,0.027263,4.874049,[33 64] ; [16 12],[38.024 58.976] ; [10.976 17.024],0
n1,1,0.035639,4.414283,[ 8 31] ; [7 7],[11.03773585 27.96226415] ; [ 3.96226415 10.03773585],0
b1,1,0.038986,4.26146,[38 60] ; [17 11],[42.77777778 55.22222222] ; [12.22222222 15.77777778],0
b3,1,0.047628,3.923077,[10 42] ; [7 9],[13. 39.] ; [ 4. 12.],0
b2,1,0.047628,3.923077,[10 42] ; [7 9],[13. 39.] ; [ 4. 12.],0
s2,1,0.047632,3.922938,[32 65] ; [15 13],[36.472 60.528] ; [10.528 17.472],0
s8,1,0.056235,3.645097,[22 76] ; [11 16],[25.872 72.128] ; [ 7.128 19.872],0
n2,1,0.069944,3.284342,[23 16] ; [12  2],[25.75471698 13.24528302] ; [9.24528302 4.75471698],0
s4,1,0.073929,3.193548,[22 76] ; [11 17],[25.66666667 72.33333333] ; [ 7.33333333 20.66666667],0
r3,1,0.10296,2.659091,[78 20] ; [26  2],[80.88888889 17.11111111] ; [23.11111111  4.88888889],0
s6,1,0.107525,2.59023,[41 57] ; [16 11],[44.688 53.312] ; [12.312 14.688],0
s5,1,0.131589,2.273652,[22 75] ; [10 17],[25.03225806 71.96774194] ; [ 6.96774194 20.03225806],0
v1,1,0.197377,1.661679,[29 67] ; [ 5 23],[26.32258065 69.67741935] ; [ 7.67741935 20.32258065],0
p2,1,0.205199,1.604979,[64 33] ; [22  6],[66.736 30.264] ; [19.264  8.736],0
a8,1,0.20819,1.583969,[ 4 88] ; [ 3 25],[ 5.36666667 86.63333333] ; [ 1.63333333 26.36666667],0
n6,1,0.257481,1.282252,[64 34] ; [15 13],[61.44444444 36.55555556] ; [17.55555556 10.44444444],0
v3,1,0.262318,1.256484,[10 86] ; [ 1 27],[ 8.51612903 87.48387097] ; [ 2.48387097 25.51612903],0
a6,1,0.315106,1.009153,[56 42] ; [13 15],[53.66666667 44.33333333] ; [15.33333333 12.66666667],0
a1,1,0.329194,0.952066,[ 3 95] ; [ 2 26],[ 3.88888889 94.11111111] ; [ 1.11111111 26.88888889],0
r2,1,0.40325,0.698614,[77 21] ; [24  4],[78.55555556 19.44444444] ; [22.44444444  5.55555556],0
p1,1,0.414119,0.666945,[ 6 91] ; [ 3 25],[ 6.984 90.016] ; [ 2.016 25.984],0
r4,1,0.439795,0.596817,[66 32] ; [21  7],[67.66666667 30.33333333] ; [19.33333333  8.66666667],0
p11,1,0.440299,0.595503,[55 43] ; [18 10],[56.77777778 41.22222222] ; [16.22222222 11.77777778],0
a4,1,0.485603,0.486253,[25 73] ; [ 9 19],[26.44444444 71.55555556] ; [ 7.55555556 20.44444444],0
n3,1,0.508009,0.438166,[24 15] ; [10  4],[25.01886792 13.98113208] ; [8.98113208 5.01886792],0
v4,1,0.528304,0.397652,[82 15] ; [25  3],[83.032 13.968] ; [23.968  4.032],0
a5,1,0.565942,0.329519,[43 55] ; [14 14],[44.33333333 53.66666667] ; [12.66666667 15.33333333],0
s1,1,0.603259,0.270108,[ 6 92] ; [ 1 27],[ 5.44444444 92.55555556] ; [ 1.55555556 26.44444444],0
a3,1,0.633268,0.227655,[50 47] ; [13 15],[48.888 48.112] ; [14.112 13.888],0
p5,1,0.652045,0.203332,[ 2 94] ; [ 1 27],[ 2.32258065 93.67741935] ; [ 0.67741935 27.32258065],0
p9,1,0.681424,0.168527,[65 30] ; [18 10],[64.10569106 30.89430894] ; [18.89430894  9.10569106],0
n5,1,0.700602,0.147846,[35 62] ; [ 9 19],[34.144 62.856] ; [ 9.856 18.144],0
a7,1,0.703565,0.14479,[62 36] ; [16 11],[61.152 36.848] ; [16.848 10.152],0
p10,1,0.711509,0.136774,[58 38] ; [18 10],[58.83870968 37.16129032] ; [17.16129032 10.83870968],0
d4,1,0.714401,0.13392,[70 28] ; [19  9],[69.22222222 28.77777778] ; [19.77777778  8.22222222],0
d3,1,0.755854,0.096678,[57 41] ; [16 10],[57.69354839 40.30645161] ; [15.30645161 10.69354839],0
b5,1,0.768625,0.086538,[60 38] ; [18 10],[60.66666667 37.33333333] ; [17.33333333 10.66666667],0
r1,1,0.774848,0.081818,[52 46] ; [14 14],[51.33333333 46.66666667] ; [14.66666667 13.33333333],0
u3,1,0.861491,0.030442,[27 20] ; [9 6],[27.29032258 19.70967742] ; [8.70967742 6.29032258],0
d5,1,0.869372,0.027046,[60 38] ; [17 10],[60.368 37.632] ; [16.632 10.368],0
d2,1,0.921212,0.009783,[36 62] ; [10 18],[35.77777778 62.22222222] ; [10.22222222 17.77777778],0
s3,1,0.923154,0.009305,[41 57] ; [12 16],[41.22222222 56.77777778] ; [11.77777778 16.22222222],0
d1,1,1.0,0.0,[35 63] ; [10 18],[35. 63.] ; [10. 18.],0
