Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.004653,8.009421,[ 5 54] ; [5 8],[ 8.19444444 50.80555556] ; [ 1.80555556 11.19444444],0
n5,1,0.007385,7.176959,[45 14] ; [5 8],[40.97222222 18.02777778] ; [9.02777778 3.97222222],0
d2,1,0.041866,4.140599,[32 27] ; [ 3 10],[28.68055556 30.31944444] ; [6.31944444 6.68055556],0
b2,1,0.058075,3.591512,[26 19] ; [1 5],[23.82352941 21.17647059] ; [3.17647059 2.82352941],0
b3,1,0.058075,3.591512,[26 19] ; [1 5],[23.82352941 21.17647059] ; [3.17647059 2.82352941],0
d1,1,0.061435,3.498218,[35 24] ; [4 9],[31.95833333 27.04166667] ; [7.04166667 5.95833333],0
a4,1,0.068895,3.30916,[30 29] ; [ 3 10],[27.04166667 31.95833333] ; [5.95833333 7.04166667],0
p4,1,0.084242,2.981102,[38 21] ; [5 8],[35.23611111 23.76388889] ; [7.76388889 5.23611111],0
a6,1,0.105703,2.617318,[36 23] ; [11  2],[38.51388889 20.48611111] ; [8.48611111 4.51388889],0
v3,1,0.140377,2.173826,[25 30] ; [ 3 10],[22.64705882 32.35294118] ; [5.35294118 7.64705882],0
a5,1,0.177424,1.819073,[43 16] ; [7 6],[40.97222222 18.02777778] ; [9.02777778 3.97222222],0
s8,1,0.189292,1.723122,[30 29] ; [4 9],[27.86111111 31.13888889] ; [6.13888889 6.86111111],0
u1,1,0.197462,1.661044,[14 45] ; [ 1 12],[12.29166667 46.70833333] ; [ 2.70833333 10.29166667],0
u2,1,0.248213,1.333333,[5 7] ; [3 1],[6. 6.] ; [2. 2.],0
s3,1,0.270509,1.214166,[22 37] ; [7 6],[23.76388889 35.23611111] ; [5.23611111 7.76388889],0
b1,1,0.278703,1.173403,[18 41] ; [6 7],[19.66666667 39.33333333] ; [4.33333333 8.66666667],0
a8,1,0.281876,1.158022,[11 39] ; [ 1 11],[ 9.67741935 40.32258065] ; [2.32258065 9.67741935],0
n4,1,0.329823,0.949592,[48 11] ; [9 4],[46.70833333 12.29166667] ; [10.29166667  2.70833333],0
a3,1,0.346034,0.887948,[47 11] ; [9 4],[45.74647887 12.25352113] ; [10.25352113  2.74647887],0
p8,1,0.358013,0.84485,[31 28] ; [5 8],[29.5 29.5] ; [6.5 6.5],0
s2,1,0.404968,0.693524,[20 39] ; [6 7],[21.30555556 37.69444444] ; [4.69444444 8.30555556],0
d3,1,0.448748,0.573812,[39 20] ; [10  3],[40.15277778 18.84722222] ; [8.84722222 4.15277778],0
p3,1,0.481687,0.495042,[33 25] ; [6 7],[31.85915493 26.14084507] ; [7.14084507 5.85915493],0
p9,1,0.523433,0.407123,[45 13] ; [9 4],[44.11267606 13.88732394] ; [9.88732394 3.11267606],0
v1,1,0.525269,0.403536,[27 29] ; [5 8],[25.97101449 30.02898551] ; [6.02898551 6.97101449],0
u3,1,0.550985,0.355556,[7 5] ; [3 1],[7.5 4.5] ; [2.5 1.5],0
a7,1,0.577719,0.309937,[41 18] ; [8 5],[40.15277778 18.84722222] ; [8.84722222 4.15277778],0
p6,1,0.596205,0.280758,[27 31] ; [5 8],[26.14084507 31.85915493] ; [5.85915493 7.14084507],0
b5,1,0.597166,0.279292,[32 27] ; [6 7],[31.13888889 27.86111111] ; [6.86111111 6.13888889],0
b4,1,0.597166,0.279292,[32 27] ; [6 7],[31.13888889 27.86111111] ; [6.86111111 6.13888889],0
d4,1,0.603092,0.270357,[49 10] ; [10  3],[48.34722222 10.65277778] ; [10.65277778  2.34722222],0
n1,1,0.64315,0.214646,[10  5] ; [1 1],[9.70588235 5.29411765] ; [1.29411765 0.70588235],0
n3,1,0.659118,0.194597,[11  3] ; [2 1],[10.70588235  3.29411765] ; [2.29411765 0.70588235],0
p10,1,0.68285,0.166935,[47 12] ; [11  2],[47.52777778 11.47222222] ; [10.47222222  2.52777778],0
a2,1,0.68285,0.166935,[12 47] ; [ 2 11],[11.47222222 47.52777778] ; [ 2.52777778 10.47222222],0
p2,1,0.714687,0.133641,[48 11] ; [10  3],[47.52777778 11.47222222] ; [10.47222222  2.52777778],0
r3,1,0.728284,0.120693,[52  7] ; [11  2],[51.625  7.375] ; [11.375  1.625],0
v2,1,0.75716,0.095612,[31 27] ; [7 5],[31.48571429 26.51428571] ; [6.51428571 5.48571429],0
r1,1,0.790226,0.070765,[43 16] ; [9 4],[42.61111111 16.38888889] ; [9.38888889 3.61111111],0
p11,1,0.825839,0.048418,[47 12] ; [10  3],[46.70833333 12.29166667] ; [10.29166667  2.70833333],0
d5,1,0.859593,0.031291,[44 15] ; [10  3],[44.25 14.75] ; [9.75 3.25],0
p7,1,0.881229,0.022324,[38 21] ; [8 4],[38.22535211 20.77464789] ; [7.77464789 4.22535211],0
r2,1,0.932067,0.007267,[53  4] ; [12  1],[52.92857143  4.07142857] ; [12.07142857  0.92857143],0
s5,1,0.93986,0.005692,[ 9 48] ; [ 2 10],[ 9.08695652 47.91304348] ; [ 1.91304348 10.08695652],0
r4,1,0.960043,0.00251,[45 14] ; [10  3],[45.06944444 13.93055556] ; [9.93055556 3.06944444],0
v4,1,0.987206,0.000257,[54  5] ; [11  1],[54.01408451  4.98591549] ; [10.98591549  1.01408451],0
