Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.431142,[73 22] ; [ 5 23],[60.24390244 34.75609756] ; [17.75609756 10.24390244],1
r3,1,1e-06,23.898216,[80 14] ; [11 17],[70.1147541 23.8852459] ; [20.8852459  7.1147541],1
n6,1,0.000184,13.98625,[66 29] ; [ 8 19],[57.62295082 37.37704918] ; [16.37704918 10.62295082],1
r2,1,0.000272,13.251382,[84 10] ; [16 11],[77.68595041 16.31404959] ; [22.31404959  4.68595041],1
r1,1,0.000743,11.379714,[70 25] ; [11 17],[62.56097561 32.43902439] ; [18.43902439  9.56097561],1
p2,1,0.000985,10.855091,[54 41] ; [ 6 22],[46.34146341 48.65853659] ; [13.65853659 14.34146341],1
u3,1,0.00111,10.6338,[26 18] ; [ 1 12],[20.84210526 23.15789474] ; [6.15789474 6.84210526],0
u2,1,0.00431,8.148391,[22 20] ; [ 1 12],[17.56363636 24.43636364] ; [5.43636364 7.56363636],0
p7,1,0.008013,7.030612,[43 51] ; [ 5 23],[36.98360656 57.01639344] ; [11.01639344 16.98360656],0
n2,1,0.013768,6.067707,[23 12] ; [ 5 12],[18.84615385 16.15384615] ; [9.15384615 7.84615385],0
p8,1,0.014894,5.928963,[29 66] ; [ 2 25],[24.13934426 70.86065574] ; [ 6.86065574 20.13934426],0
n3,1,0.017629,5.632656,[24  9] ; [ 6 10],[20.20408163 12.79591837] ; [9.79591837 6.20408163],0
p4,1,0.040975,4.177055,[36 57] ; [ 5 23],[31.51239669 61.48760331] ; [ 9.48760331 18.51239669],0
v3,1,0.046176,3.975155,[27 65] ; [ 3 25],[23. 69.] ; [ 7. 21.],0
p3,1,0.052077,3.773302,[27 67] ; [ 3 25],[23.1147541 70.8852459] ; [ 6.8852459 21.1147541],0
a1,1,0.057434,3.609984,[ 4 91] ; [ 4 24],[ 6.17886179 88.82113821] ; [ 1.82113821 26.17886179],0
p11,1,0.07753,3.115943,[45 50] ; [ 8 20],[40.93495935 54.06504065] ; [12.06504065 15.93495935],0
a7,1,0.101304,2.684891,[63 31] ; [14 14],[59.32786885 34.67213115] ; [17.67213115 10.32786885],0
a6,1,0.113219,2.508711,[60 35] ; [13 15],[56.38211382 38.61788618] ; [16.61788618 11.38211382],0
v2,1,0.137557,2.205072,[38 56] ; [ 7 21],[34.67213115 59.32786885] ; [10.32786885 17.67213115],0
p6,1,0.14252,2.150538,[18 75] ; [ 2 25],[15.5 77.5] ; [ 4.5 22.5],0
s6,1,0.148853,2.083963,[30 64] ; [ 5 23],[26.96721311 67.03278689] ; [ 8.03278689 19.96721311],0
d5,1,0.14911,2.081335,[68 27] ; [16 12],[64.87804878 30.12195122] ; [19.12195122  8.87804878],0
s8,1,0.166328,1.915732,[12 82] ; [ 1 27],[10.01639344 83.98360656] ; [ 2.98360656 25.01639344],0
b2,1,0.175099,1.838738,[15 41] ; [ 9 12],[17.45454545 38.54545455] ; [ 6.54545455 14.45454545],0
b3,1,0.175099,1.838738,[15 41] ; [ 9 12],[17.45454545 38.54545455] ; [ 6.54545455 14.45454545],0
v1,1,0.187715,1.735459,[29 66] ; [ 5 23],[26.2601626 68.7398374] ; [ 7.7398374 20.2601626],0
b5,1,0.228297,1.45144,[53 42] ; [12 16],[50.20325203 44.79674797] ; [14.79674797 13.20325203],0
a5,1,0.283519,1.150142,[55 40] ; [13 15],[52.5203252 42.4796748] ; [15.4796748 12.5203252],0
s3,1,0.301967,1.065485,[27 68] ; [ 5 22],[24.91803279 70.08196721] ; [ 7.08196721 19.91803279],0
p10,1,0.341894,0.903318,[21 72] ; [ 4 24],[19.21487603 73.78512397] ; [ 5.78512397 22.21487603],0
n5,1,0.342572,0.900784,[48 47] ; [17 11],[50.20325203 44.79674797] ; [14.79674797 13.20325203],0
p12,1,0.359025,0.841299,[ 1 93] ; [ 1 27],[ 1.54098361 92.45901639] ; [ 0.45901639 27.54098361],0
a8,1,0.377953,0.77735,[ 5 81] ; [ 3 25],[ 6.03508772 79.96491228] ; [ 1.96491228 26.03508772],0
d3,1,0.49943,0.456148,[51 44] ; [13 15],[49.43089431 45.56910569] ; [14.56910569 13.43089431],0
d4,1,0.552198,0.353395,[66 28] ; [18 10],[64.72131148 29.27868852] ; [19.27868852  8.72131148],0
p1,1,0.580088,0.306093,[ 7 87] ; [ 3 25],[ 7.70491803 86.29508197] ; [ 2.29508197 25.70491803],0
a4,1,0.591663,0.287755,[33 61] ; [11 16],[34.18181818 59.81818182] ; [ 9.81818182 17.18181818],0
d1,1,0.612802,0.256114,[39 56] ; [13 15],[40.16260163 54.83739837] ; [11.83739837 16.16260163],0
p5,1,0.636038,0.223961,[ 2 93] ; [ 1 26],[ 2.33606557 92.66393443] ; [ 0.66393443 26.33606557],0
d2,1,0.643829,0.213769,[44 50] ; [14 13],[45.05785124 48.94214876] ; [12.94214876 14.05785124],0
n1,1,0.685032,0.164516,[14 20] ; [ 6 11],[13.33333333 20.66666667] ; [ 6.66666667 10.33333333],0
s5,1,0.720753,0.127772,[14 79] ; [ 5 23],[14.60330579 78.39669421] ; [ 4.39669421 23.60330579],0
s1,1,0.725575,0.123213,[ 5 88] ; [ 2 26],[ 5.38016529 87.61983471] ; [ 1.61983471 26.38016529],0
b4,1,0.735701,0.113942,[61 34] ; [17 11],[60.24390244 34.75609756] ; [17.75609756 10.24390244],0
a2,1,0.747323,0.103794,[16 79] ; [ 4 24],[15.44715447 79.55284553] ; [ 4.55284553 23.44715447],0
n4,1,0.814321,0.055157,[60 35] ; [17 11],[59.47154472 35.52845528] ; [17.52845528 10.47154472],0
b1,1,0.82195,0.050642,[52 43] ; [16 12],[52.5203252 42.4796748] ; [15.4796748 12.5203252],0
a3,1,0.863287,0.02965,[51 44] ; [15 12],[51.39344262 43.60655738] ; [14.60655738 12.39344262],0
s4,1,0.89925,0.01603,[11 84] ; [ 3 25],[10.81300813 84.18699187] ; [ 3.18699187 24.81300813],0
s7,1,0.929903,0.007738,[16 74] ; [ 5 22],[16.15384615 73.84615385] ; [ 4.84615385 22.15384615],0
