Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000174,14.092732,[47 21] ; [487  76],[57.54675119 10.45324881] ; [476.45324881  86.54675119],1
p4,1,0.000605,11.75993,[31 37] ; [376 188],[43.79113924 24.20886076] ; [363.20886076 200.79113924],1
n1,1,0.001018,10.795098,[ 1 14] ; [53 49],[6.92307692 8.07692308] ; [47.07692308 54.92307692],0
p3,1,0.003411,8.573356,[26 43] ; [318 247],[37.4384858 31.5615142] ; [306.5615142 258.4384858],0
s6,1,0.007871,7.062517,[38 30] ; [395 157],[47.49032258 20.50967742] ; [385.50967742 166.49032258],0
p8,1,0.012122,6.292913,[28 40] ; [318 238],[37.70512821 30.29487179] ; [308.29487179 247.70512821],0
v3,1,0.01231,6.265649,[20 47] ; [254 299],[29.60967742 37.39032258] ; [244.39032258 308.60967742],0
v1,1,0.013406,6.11477,[28 38] ; [324 231],[37.41062802 28.58937198] ; [314.58937198 240.41062802],0
s5,1,0.015848,5.819706,[14 50] ; [202 342],[22.73684211 41.26315789] ; [193.26315789 350.73684211],0
p9,1,0.030078,4.704838,[53 15] ; [489  70],[58.7814992  9.2185008] ; [483.2185008  75.7814992],0
p5,1,0.030711,4.669052,[ 4 65] ; [ 87 475],[ 9.95087163 59.04912837] ; [ 81.04912837 480.95087163],0
s2,1,0.035596,4.416365,[28 40] ; [306 254],[36.1656051 31.8343949] ; [297.8343949 262.1656051],0
p2,1,0.066389,3.370122,[53 16] ; [482  83],[58.22555205 10.77444795] ; [476.77444795  88.22555205],0
a5,1,0.077577,3.114956,[47 22] ; [441 127],[52.86028257 16.13971743] ; [435.13971743 132.86028257],0
s3,1,0.08159,3.032933,[32 35] ; [328 229],[38.65384615 28.34615385] ; [321.34615385 235.65384615],0
r1,1,0.082071,3.023398,[51 18] ; [467  99],[56.28661417 12.71338583] ; [461.71338583 104.28661417],0
b4,1,0.095173,2.784628,[47 22] ; [328 241],[40.55642633 28.44357367] ; [334.44357367 234.55642633],0
d1,1,0.118593,2.435804,[37 32] ; [360 209],[42.93573668 26.06426332] ; [354.06426332 214.93573668],0
p12,1,0.122346,2.387031,[ 3 66] ; [ 57 506],[ 6.55063291 62.44936709] ; [ 53.44936709 509.55063291],0
n2,1,0.158214,1.991219,[9 6] ; [80 24],[11.21848739  3.78151261] ; [77.78151261 26.21848739],0
d2,1,0.163146,1.944818,[31 38] ; [304 261],[36.45899054 32.54100946] ; [298.54100946 266.45899054],0
u3,1,0.163474,1.941789,[ 8 13] ; [82 69],[10.98837209 10.01162791] ; [79.01162791 71.98837209],0
d5,1,0.181403,1.786091,[53 16] ; [473  95],[56.97645212 12.02354788] ; [469.02354788  98.97645212],0
b3,1,0.226324,1.463817,[16 34] ; [149 215],[19.92753623 30.07246377] ; [145.07246377 218.92753623],0
b2,1,0.226324,1.463817,[16 34] ; [149 215],[19.92753623 30.07246377] ; [145.07246377 218.92753623],0
u1,1,0.274441,1.194413,[11 58] ; [123 446],[14.49216301 54.50783699] ; [119.50783699 449.49216301],0
