Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.006283,7.467411,[ 1 27] ; [23 58],[ 6.16513761 21.83486239] ; [17.83486239 63.16513761],0
b3,1,0.027123,4.882977,[ 1 11] ; [20 27],[4.27118644 7.72881356] ; [16.72881356 30.27118644],0
b2,1,0.027123,4.882977,[ 1 11] ; [20 27],[4.27118644 7.72881356] ; [16.72881356 30.27118644],0
a8,1,0.035969,4.398562,[ 1 24] ; [18 62],[ 4.52380952 20.47619048] ; [14.47619048 65.52380952],0
v3,1,0.044619,4.032993,[ 6 22] ; [35 47],[10.43636364 17.56363636] ; [30.56363636 51.43636364],0
p2,1,0.045052,4.016674,[19  9] ; [69 12],[22.60550459  5.39449541] ; [65.39449541 15.60550459],0
n4,1,0.098305,2.732832,[17 11] ; [63 19],[20.36363636  7.63636364] ; [59.63636364 22.36363636],0
a5,1,0.104349,2.637791,[13 15] ; [53 30],[16.64864865 11.35135135] ; [49.35135135 33.64864865],0
s3,1,0.109937,2.555125,[21  7] ; [47 34],[17.46788991 10.53211009] ; [50.53211009 30.46788991],0
p6,1,0.140012,2.177822,[ 8 20] ; [36 45],[11.30275229 16.69724771] ; [32.69724771 48.30275229],0
n1,1,0.159982,1.974401,[2 7] ; [10 10],[3.72413793 5.27586207] ; [ 8.27586207 11.72413793],0
p8,1,0.164991,1.927873,[12 16] ; [47 34],[15.1559633 12.8440367] ; [43.8440367 37.1559633],0
r1,1,0.168517,1.896085,[19  9] ; [66 16],[21.63636364  6.36363636] ; [63.36363636 18.63636364],0
n6,1,0.171892,1.866363,[22  6] ; [72  9],[24.14678899  3.85321101] ; [69.85321101 11.14678899],0
p7,1,0.184625,1.76,[16 11] ; [59 22],[18.75  8.25] ; [56.25 24.75],0
p3,1,0.190602,1.712956,[10 18] ; [41 41],[12.98181818 15.01818182] ; [38.01818182 43.98181818],0
s8,1,0.23058,1.437282,[10 18] ; [40 42],[12.72727273 15.27272727] ; [37.27272727 44.72727273],0
p4,1,0.246172,1.344901,[12 16] ; [45 36],[14.64220183 13.35779817] ; [42.35779817 38.64220183],0
