Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.297336,[17 35] ; [105  42],[31.87939698 20.12060302] ; [90.12060302 56.87939698],1
p6,1,1e-05,19.579954,[ 9 44] ; [77 71],[22.67661692 30.32338308] ; [63.32338308 84.67661692],1
s3,1,0.001368,10.24892,[17 35] ; [86 61],[26.91457286 25.08542714] ; [76.08542714 70.91457286],0
p5,1,0.004407,8.10788,[ 2 51] ; [ 30 116],[ 8.52261307 44.47738693] ; [ 23.47738693 122.52261307],0
p2,1,0.005771,7.620446,[40 13] ; [134  14],[45.88059701  7.11940299] ; [128.11940299  19.88059701],0
s7,1,0.017709,5.624701,[18 33] ; [75 62],[25.2287234 25.7712766] ; [67.7712766 69.2287234],0
s2,1,0.069464,3.295642,[17 34] ; [71 77],[22.55276382 28.44723618] ; [65.44723618 82.55276382],0
b1,1,0.110461,2.54761,[18 35] ; [69 79],[22.94029851 30.05970149] ; [64.05970149 83.94029851],0
s1,1,0.119358,2.425722,[ 4 48] ; [  4 142],[ 2.1010101 49.8989899] ; [  5.8989899 140.1010101],0
b4,1,0.127735,2.319819,[34 19] ; [77 71],[29.26865672 23.73134328] ; [81.73134328 66.26865672],0
n2,1,0.152829,2.043781,[7 5] ; [27  7],[8.86956522 3.13043478] ; [25.13043478  8.86956522],0
b5,1,0.178085,1.813533,[35 18] ; [82 66],[30.85074627 22.14925373] ; [86.14925373 61.85074627],0
v3,1,0.187797,1.734816,[14 37] ; [55 91],[17.86294416 33.13705584] ; [51.13705584 94.86294416],0
a3,1,0.189649,1.720342,[26 27] ; [88 60],[30.05970149 22.94029851] ; [83.94029851 64.05970149],0
r4,1,0.191059,1.709436,[48  5] ; [123  25],[45.08955224  7.91044776] ; [125.91044776  22.08955224],0
s8,1,0.209287,1.576351,[17 36] ; [62 86],[20.83084577 32.16915423] ; [58.16915423 89.83084577],0
p11,1,0.209386,1.575667,[37 16] ; [116  32],[40.34328358 12.65671642] ; [112.65671642  35.34328358],0
s5,1,0.217848,1.518494,[11 38] ; [46 99],[14.39690722 34.60309278] ; [ 42.60309278 102.39690722],0
n5,1,0.261361,1.261532,[37 16] ; [114  33],[40.015 12.985] ; [110.985  36.015],0
p3,1,0.285945,1.138614,[30 23] ; [96 52],[33.2238806 19.7761194] ; [92.7761194 55.2238806],0
p12,1,0.28746,1.131479,[ 2 51] ; [ 12 136],[ 3.69154229 49.30845771] ; [ 10.30845771 137.69154229],0
p10,1,0.291125,1.114414,[40 13] ; [120  26],[42.61306533 10.38693467] ; [117.38693467  28.61306533],0
a5,1,0.298961,1.078824,[29 24] ; [93 55],[32.16915423 20.83084577] ; [89.83084577 58.16915423],0
n6,1,0.304933,1.052496,[41 12] ; [123  24],[43.46  9.54] ; [120.54  26.46],0
n3,1,0.373541,0.791851,[8 4] ; [27  7],[9.13043478 2.86956522] ; [25.86956522  8.13043478],0
p1,1,0.421091,0.647267,[ 4 49] ; [ 17 131],[ 5.53731343 47.46268657] ; [ 15.46268657 132.53731343],0
r2,1,0.431135,0.619763,[48  5] ; [127  20],[46.375  6.625] ; [128.625  18.375],0
s4,1,0.433393,0.613713,[ 6 47] ; [ 23 123],[ 7.72361809 45.27638191] ; [ 21.27638191 124.72361809],0
s6,1,0.448001,0.575703,[32 20] ; [97 47],[34.2244898 17.7755102] ; [94.7755102 49.2244898],0
a1,1,0.460234,0.545326,[ 1 52] ; [  6 142],[ 1.84577114 51.15422886] ; [  5.15422886 142.84577114],0
v1,1,0.484714,0.488238,[24 27] ; [77 69],[26.14720812 24.85279188] ; [74.85279188 71.14720812],0
d2,1,0.494289,0.467177,[10 43] ; [ 22 126],[ 8.43781095 44.56218905] ; [ 23.56218905 124.43781095],0
a8,1,0.545038,0.366282,[ 8 40] ; [ 18 119],[ 6.74594595 41.25405405] ; [ 19.25405405 117.74594595],0
v4,1,0.55312,0.351757,[50  3] ; [135  12],[49.025  3.975] ; [135.975  11.025],0
n1,1,0.558917,0.341583,[5 7] ; [17 16],[5.86666667 6.13333333] ; [16.13333333 16.86666667],0
a4,1,0.564924,0.33125,[17 36] ; [ 41 106],[15.37 37.63] ; [ 42.63 104.37],0
n4,1,0.571972,0.319394,[40 13] ; [105  42],[38.425 14.575] ; [106.575  40.425],0
v2,1,0.574571,0.315095,[24 28] ; [73 71],[25.73469388 26.26530612] ; [71.26530612 72.73469388],0
a6,1,0.606692,0.265021,[34 19] ; [89 59],[32.43283582 20.56716418] ; [90.56716418 57.43283582],0
d4,1,0.621427,0.243866,[28 25] ; [84 64],[29.53233831 23.46766169] ; [82.46766169 65.53233831],0
u2,1,0.724272,0.124436,[14 13] ; [33 26],[14.75581395 12.24418605] ; [32.24418605 26.75581395],0
d3,1,0.761285,0.092291,[22 31] ; [65 83],[22.94029851 30.05970149] ; [64.05970149 83.94029851],0
r1,1,0.764371,0.089847,[39 14] ; [105  42],[38.16 14.84] ; [105.84  41.16],0
d5,1,0.839477,0.041032,[32 21] ; [87 61],[31.37810945 21.62189055] ; [87.62189055 60.37810945],0
u3,1,0.855962,0.032948,[15 12] ; [31 27],[14.61176471 12.38823529] ; [31.38823529 26.61176471],0
p9,1,0.919794,0.010139,[43 10] ; [121  27],[43.24378109  9.75621891] ; [120.75621891  27.24378109],0
a7,1,0.923475,0.009227,[35 18] ; [96 51],[34.715 18.285] ; [96.285 50.715],0
b2,1,0.935244,0.006601,[ 9 19] ; [30 61],[ 9.17647059 18.82352941] ; [29.82352941 61.17647059],0
b3,1,0.935244,0.006601,[ 9 19] ; [30 61],[ 9.17647059 18.82352941] ; [29.82352941 61.17647059],0
a2,1,0.97824,0.000744,[ 4 49] ; [ 11 137],[ 3.95522388 49.04477612] ; [ 11.04477612 136.95522388],0
r3,1,0.97824,0.000744,[49  4] ; [137  11],[49.04477612  3.95522388] ; [136.95522388  11.04477612],0
