Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.009977,6.638986,[5 8] ; [15  3],[8.38709677 4.61290323] ; [11.61290323  6.38709677],0
s8,1,0.019722,5.436328,[ 1 12] ; [8 9],[3.9 9.1] ; [ 5.1 11.9],0
p7,1,0.024098,5.087534,[ 2 11] ; [9 7],[4.93103448 8.06896552] ; [6.06896552 9.93103448],0
b2,1,0.025347,5.0,[1 4] ; [8 2],[3. 2.] ; [6. 4.],0
b3,1,0.025347,5.0,[1 4] ; [8 2],[3. 2.] ; [6. 4.],0
p8,1,0.026113,4.948545,[ 1 12] ; [ 8 10],[3.77419355 9.22580645] ; [ 5.22580645 12.77419355],0
s7,1,0.033807,4.504456,[2 9] ; [10  7],[4.71428571 6.28571429] ; [7.28571429 9.71428571],0
p11,1,0.048434,3.894872,[4 9] ; [12  6],[6.70967742 6.29032258] ; [9.29032258 8.70967742],0
n3,1,0.09073,2.861376,[5 1] ; [4 6],[3.375 2.625] ; [5.625 4.375],0
n6,1,0.091335,2.850679,[7 6] ; [14  3],[9.1 3.9] ; [11.9  5.1],0
s2,1,0.098015,2.737557,[ 3 10] ; [9 8],[5.2 7.8] ; [ 6.8 10.2],0
p4,1,0.126613,2.333549,[ 2 11] ; [ 7 10],[3.9 9.1] ; [ 5.1 11.9],0
p2,1,0.153348,2.038623,[5 8] ; [11  6],[6.93333333 6.06666667] ; [9.06666667 7.93333333],0
b5,1,0.171188,1.872513,[9 4] ; [ 8 10],[7.12903226 5.87096774] ; [9.87096774 8.12903226],0
a3,1,0.171609,1.868832,[9 4] ; [16  2],[10.48387097  2.51612903] ; [14.51612903  3.48387097],0
r3,1,0.21918,1.509733,[5 7] ; [11  6],[6.62068966 5.37931034] ; [9.37931034 7.62068966],0
r2,1,0.221719,1.493213,[11  2] ; [11  6],[9.53333333 3.46666667] ; [12.46666667  4.53333333],0
s3,1,0.244092,1.356807,[ 3 10] ; [7 9],[4.48275862 8.51724138] ; [ 5.51724138 10.48275862],0
b1,1,0.25341,1.304405,[7 6] ; [ 6 12],[5.4516129 7.5483871] ; [ 7.5483871 10.4516129],0
a6,1,0.284294,1.14645,[9 4] ; [9 9],[7.5483871 5.4516129] ; [10.4516129  7.5483871],0
v1,1,0.295642,1.09375,[7 5] ; [ 7 11],[5.6 6.4] ; [8.4 9.6],0
d4,1,0.317311,1.0,[9 3] ; [16  2],[10.  2.] ; [15.  3.],0
s6,1,0.340405,0.908906,[5 8] ; [9 7],[6.27586207 6.72413793] ; [7.72413793 8.27586207],0
s1,1,0.361032,0.8343,[ 2 11] ; [ 1 17],[ 1.25806452 11.74193548] ; [ 1.74193548 16.25806452],0
a1,1,0.371408,0.798948,[ 3 10] ; [ 2 16],[ 2.09677419 10.90322581] ; [ 2.90322581 15.09677419],0
n5,1,0.376482,0.782159,[8 5] ; [13  4],[9.1 3.9] ; [11.9  5.1],0
a4,1,0.408942,0.681875,[7 6] ; [ 7 11],[5.87096774 7.12903226] ; [8.12903226 9.87096774],0
n1,1,0.423711,0.64,[3 3] ; [3 7],[2.25 3.75] ; [3.75 6.25],0
n2,1,0.423711,0.64,[3 3] ; [7 3],[3.75 2.25] ; [6.25 3.75],0
s5,1,0.426716,0.631744,[ 1 12] ; [ 3 14],[ 1.73333333 11.26666667] ; [ 2.26666667 14.73333333],0
v4,1,0.435819,0.607265,[8 5] ; [12  4],[8.96551724 4.03448276] ; [11.03448276  4.96551724],0
b4,1,0.469589,0.522942,[7 6] ; [12  6],[7.96774194 5.03225806] ; [11.03225806  6.96774194],0
a7,1,0.547403,0.361991,[6 6] ; [11  7],[6.8 5.2] ; [10.2  7.8],0
d2,1,0.547403,0.361991,[6 6] ; [11  7],[6.8 5.2] ; [10.2  7.8],0
p1,1,0.634433,0.226097,[ 2 11] ; [ 4 14],[ 2.51612903 10.48387097] ; [ 3.48387097 14.51612903],0
d3,1,0.641039,0.217385,[9 4] ; [11  7],[8.38709677 4.61290323] ; [11.61290323  6.38709677],0
d5,1,0.655758,0.198718,[10  3] ; [15  3],[10.48387097  2.51612903] ; [14.51612903  3.48387097],0
a5,1,0.685848,0.163617,[7 6] ; [11  7],[7.5483871 5.4516129] ; [10.4516129  7.5483871],0
u2,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
p6,1,0.767872,0.087119,[ 3 10] ; [ 5 13],[3.35483871 9.64516129] ; [ 4.64516129 13.35483871],0
a2,1,0.767872,0.087119,[ 3 10] ; [ 5 13],[3.35483871 9.64516129] ; [ 4.64516129 13.35483871],0
p3,1,0.794459,0.067873,[4 9] ; [ 6 11],[4.33333333 8.66666667] ; [ 5.66666667 11.33333333],0
s4,1,0.811135,0.057103,[ 1 12] ; [ 1 17],[ 0.83870968 12.16129032] ; [ 1.16129032 16.83870968],0
n4,1,0.856315,0.032785,[9 4] ; [13  5],[9.22580645 3.77419355] ; [12.77419355  5.22580645],0
v2,1,0.879072,0.023148,[7 5] ; [11  7],[7.2 4.8] ; [10.8  7.2],0
r1,1,0.880438,0.022624,[5 8] ; [ 7 10],[5.2 7.8] ; [ 6.8 10.2],0
d1,1,0.924813,0.008906,[7 6] ; [10  8],[7.12903226 5.87096774] ; [9.87096774 8.12903226],0
