Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.022117,[272   9] ; [4 5],[267.43448276  13.56551724] ; [8.56551724 0.43448276],1
n6,1,7e-06,20.100114,[252  25] ; [4 5],[247.94405594  29.05594406] ; [8.05594406 0.94405594],1
p9,1,0.001078,10.688806,[247  27] ; [5 4],[243.98586572  30.01413428] ; [8.01413428 0.98586572],0
s8,1,0.004578,8.039135,[163 115] ; [1 8],[158.85714286 119.14285714] ; [5.14285714 3.85714286],0
p10,1,0.005139,7.829918,[243  34] ; [5 4],[240.1958042  36.8041958] ; [7.8041958 1.1958042],0
s2,1,0.007352,7.184794,[206  73] ; [3 6],[202.46875  76.53125] ; [6.53125 2.46875],0
p7,1,0.008293,6.96912,[199  72] ; [3 6],[195.50714286  75.49285714] ; [6.49285714 2.50714286],0
p2,1,0.015552,5.852861,[238  41] ; [5 4],[235.40625  43.59375] ; [7.59375 1.40625],0
v1,1,0.016573,5.741036,[172 106] ; [2 7],[168.54355401 109.45644599] ; [5.45644599 3.54355401],0
b1,1,0.017545,5.641043,[108 173] ; [7 2],[111.43103448 169.56896552] ; [3.56896552 5.43103448],0
p11,1,0.018951,5.506001,[219  62] ; [4 5],[216.07931034  64.92068966] ; [6.92068966 2.07931034],0
n2,1,0.039934,4.22069,[56  8] ; [2 2],[54.58823529  9.41176471] ; [3.41176471 0.58823529],0
s6,1,0.041388,4.160042,[242  35] ; [5 3],[240.06666667  36.93333333] ; [6.93333333 1.06666667],0
p8,1,0.049873,3.845738,[164 111] ; [2 6],[161.30742049 113.69257951] ; [4.69257951 3.30742049],0
n5,1,0.089234,2.888142,[221  58] ; [5 4],[218.9375  60.0625] ; [7.0625 1.9375],0
r1,1,0.095742,2.775079,[241  38] ; [6 3],[239.28125  39.71875] ; [7.71875 1.28125],0
n4,1,0.103265,2.654378,[219  60] ; [5 4],[217.  62.] ; [7. 2.],0
n3,1,0.11155,2.532124,[48 16] ; [1 2],[46.80597015 17.19402985] ; [2.19402985 0.80597015],0
d2,1,0.151756,2.054516,[149 129] ; [7 2],[151.10801394 126.89198606] ; [4.89198606 4.10801394],0
p4,1,0.158325,1.990151,[185  91] ; [4 5],[183.03157895  92.96842105] ; [5.96842105 3.03157895],0
b5,1,0.211046,1.564236,[153 128] ; [3 6],[151.15862069 129.84137931] ; [4.84137931 4.15862069],0
a4,1,0.28051,1.164617,[145 136] ; [3 6],[143.40689655 137.59310345] ; [4.59310345 4.40689655],0
r3,1,0.289484,1.12202,[268  11] ; [8 1],[267.375  11.625] ; [8.625 0.375],0
n1,1,0.317027,1.001171,[31 32] ; [3 1],[31.97014925 31.02985075] ; [2.02985075 1.97014925],0
s7,1,0.359098,0.841045,[176  92] ; [4 4],[174.7826087  93.2173913] ; [5.2173913 2.7826087],0
p3,1,0.383259,0.760223,[164 114] ; [4 5],[162.73170732 115.26829268] ; [5.26829268 3.73170732],0
d1,1,0.443758,0.586545,[184  97] ; [7 2],[185.07241379  95.92758621] ; [5.92758621 3.07241379],0
a1,1,0.574404,0.31537,[ 18 263] ; [1 8],[ 18.41034483 262.58965517] ; [0.58965517 8.41034483],0
s4,1,0.608419,0.262484,[ 71 205] ; [3 6],[ 71.66315789 204.33684211] ; [2.33684211 6.66315789],0
a6,1,0.613043,0.255768,[178 101] ; [5 4],[177.28125 101.71875] ; [5.71875 3.28125],0
s3,1,0.627771,0.235095,[194  82] ; [7 2],[194.65263158  81.34736842] ; [6.34736842 2.65263158],0
v2,1,0.64129,0.217059,[162 113] ; [6 3],[162.67605634 112.32394366] ; [5.32394366 3.67605634],0
u3,1,0.683929,0.165737,[41 23] ; [1 1],[40.72727273 23.27272727] ; [1.27272727 0.72727273],0
b2,1,0.693709,0.1551,[73 97] ; [4 4],[73.53932584 96.46067416] ; [3.46067416 4.53932584],0
b3,1,0.693709,0.1551,[73 97] ; [4 4],[73.53932584 96.46067416] ; [3.46067416 4.53932584],0
d5,1,0.704746,0.143582,[235  44] ; [8 1],[235.40625  43.59375] ; [7.59375 1.40625],0
d3,1,0.737391,0.112433,[201  79] ; [6 3],[200.55363322  79.44636678] ; [6.44636678 2.55363322],0
b4,1,0.756634,0.09604,[173 108] ; [6 3],[173.44482759 107.55517241] ; [5.55517241 3.44482759],0
a5,1,0.843928,0.038759,[226  55] ; [7 2],[225.76896552  55.23103448] ; [7.23103448 1.76896552],0
d4,1,0.848134,0.036672,[241  37] ; [8 1],[241.19163763  36.80836237] ; [7.80836237 1.19163763],0
a8,1,0.872026,0.025949,[ 33 222] ; [1 8],[ 32.84090909 222.15909091] ; [1.15909091 7.84090909],0
p6,1,0.884071,0.021261,[129 146] ; [4 5],[128.78521127 146.21478873] ; [4.21478873 4.78521127],0
p1,1,0.898146,0.016385,[ 35 244] ; [1 8],[ 34.875 244.125] ; [1.125 7.875],0
a7,1,0.903613,0.014665,[192  88] ; [6 3],[191.83391003  88.16608997] ; [6.16608997 2.83391003],0
a3,1,1.0,0.0,[217  62] ; [7 2],[217.  62.] ; [7. 2.],0
