Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000919,10.983953,[ 3 33] ; [5 4],[ 6.4 29.6] ; [1.6 7.4],1
s6,1,0.003031,8.788504,[ 7 32] ; [6 3],[10.5625 28.4375] ; [2.4375 6.5625],0
s5,1,0.012532,6.233989,[ 2 37] ; [3 6],[ 4.0625 34.9375] ; [0.9375 8.0625],0
p3,1,0.077041,3.12624,[ 4 35] ; [3 6],[ 5.6875 33.3125] ; [1.3125 7.6875],0
s1,1,0.101118,2.687814,[ 2 36] ; [2 7],[ 3.23404255 34.76595745] ; [0.76595745 8.23404255],0
r1,1,0.147581,2.097082,[ 5 33] ; [3 6],[ 6.46808511 31.53191489] ; [1.53191489 7.46808511],0
s3,1,0.147866,2.094124,[ 8 30] ; [4 5],[ 9.70212766 28.29787234] ; [2.29787234 6.70212766],0
u3,1,0.148454,2.088068,[ 5 19] ; [3 3],[ 6.4 17.6] ; [1.6 4.4],0
a6,1,0.189297,1.723077,[18 21] ; [2 7],[16.25 22.75] ; [3.75 5.25],0
p9,1,0.207079,1.591728,[21 16] ; [3 6],[19.30434783 17.69565217] ; [4.69565217 4.30434783],0
p11,1,0.211606,1.560401,[17 22] ; [6 3],[18.6875 20.3125] ; [4.3125 4.6875],0
v1,1,0.231611,1.430938,[12 27] ; [1 8],[10.5625 28.4375] ; [2.4375 6.5625],0
n6,1,0.236655,1.40041,[17 21] ; [6 3],[18.59574468 19.40425532] ; [4.40425532 4.59574468],0
a4,1,0.305647,1.049393,[ 7 32] ; [3 6],[ 8.125 30.875] ; [1.875 7.125],0
v2,1,0.315414,1.00787,[10 27] ; [1 8],[ 8.84782609 28.15217391] ; [2.15217391 6.84782609],0
n1,1,0.389505,0.740488,[ 9 10] ; [2 5],[ 8.03846154 10.96153846] ; [2.96153846 4.03846154],0
a7,1,0.405256,0.692676,[14 24] ; [2 7],[12.93617021 25.06382979] ; [3.06382979 5.93617021],0
s2,1,0.409449,0.680401,[ 8 31] ; [3 6],[ 8.9375 30.0625] ; [2.0625 6.9375],0
r2,1,0.415107,0.664126,[22 15] ; [4 5],[20.91304348 16.08695652] ; [5.08695652 3.91304348],0
p7,1,0.415107,0.664126,[15 22] ; [5 4],[16.08695652 20.91304348] ; [3.91304348 5.08695652],0
b1,1,0.428339,0.627323,[23 16] ; [4 5],[21.9375 17.0625] ; [5.0625 3.9375],0
p4,1,0.432768,0.615385,[12 27] ; [4 5],[13. 26.] ; [3. 6.],0
p8,1,0.463925,0.536408,[12 26] ; [4 5],[12.93617021 25.06382979] ; [3.06382979 5.93617021],0
b5,1,0.516074,0.421732,[17 22] ; [5 4],[17.875 21.125] ; [4.125 4.875],0
d5,1,0.516836,0.420202,[13 26] ; [2 7],[12.1875 26.8125] ; [2.8125 6.1875],0
d2,1,0.521839,0.410256,[ 9 30] ; [3 6],[ 9.75 29.25] ; [2.25 6.75],0
d3,1,0.550552,0.356328,[ 9 29] ; [3 6],[ 9.70212766 28.29787234] ; [2.29787234 6.70212766],0
u2,1,0.57615,0.3125,[ 9 15] ; [3 3],[ 9.6 14.4] ; [2.4 3.6],0
p2,1,0.629684,0.232489,[22 16] ; [6 3],[22.63829787 15.36170213] ; [5.36170213 3.63829787],0
b4,1,0.711531,0.136752,[20 19] ; [4 5],[19.5 19.5] ; [4.5 4.5],0
a3,1,0.733301,0.116102,[15 23] ; [3 6],[14.55319149 23.44680851] ; [3.44680851 5.55319149],0
n4,1,0.733301,0.116102,[23 15] ; [6 3],[23.44680851 14.55319149] ; [5.55319149 3.44680851],0
a5,1,0.774537,0.082051,[15 24] ; [3 6],[14.625 24.375] ; [3.375 5.625],0
p10,1,0.820853,0.051279,[18 19] ; [4 5],[17.69565217 19.30434783] ; [4.30434783 4.69565217],0
r3,1,0.831074,0.045507,[15 22] ; [4 5],[15.2826087 21.7173913] ; [3.7173913 5.2826087],0
n2,1,0.837829,0.04189,[10  9] ; [4 3],[10.23076923  8.76923077] ; [3.76923077 3.23076923],0
v4,1,0.881235,0.022321,[19 17] ; [5 4],[19.2 16.8] ; [4.8 4.2],0
s8,1,0.888841,0.019536,[ 5 34] ; [1 8],[ 4.875 34.125] ; [1.125 7.875],0
p6,1,0.925789,0.008676,[ 9 29] ; [2 7],[ 8.89361702 29.10638298] ; [2.10638298 6.89361702],0
p1,1,0.959196,0.002618,[ 4 34] ; [1 8],[ 4.04255319 33.95744681] ; [0.95744681 8.04255319],0
n3,1,0.972542,0.001185,[11  8] ; [4 3],[10.96153846  8.03846154] ; [4.03846154 2.96153846],0
