Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.3e-05,19.009931,[12 33] ; [49 23],[23.46153846 21.53846154] ; [37.53846154 34.46153846],1
d3,1,0.001686,9.863535,[18 27] ; [50 22],[26.15384615 18.84615385] ; [41.84615385 30.15384615],0
d5,1,0.004776,7.9625,[23 22] ; [55 17],[30. 15.] ; [48. 24.],0
p3,1,0.009674,6.693892,[13 31] ; [39 33],[19.72413793 24.27586207] ; [32.27586207 39.72413793],0
r2,1,0.011065,6.454834,[37  7] ; [69  2],[40.55652174  3.44347826] ; [65.44347826  5.55652174],0
d1,1,0.015577,5.85,[ 9 36] ; [30 42],[15. 30.] ; [24. 48.],0
n6,1,0.016152,5.786305,[28 16] ; [60 12],[33.37931034 10.62068966] ; [54.62068966 17.37931034],0
b1,1,0.024473,5.06082,[21 24] ; [19 53],[15.38461538 29.61538462] ; [24.61538462 47.38461538],0
r4,1,0.029671,4.728247,[33 12] ; [64  8],[37.30769231  7.69230769] ; [59.69230769 12.30769231],0
v3,1,0.040069,4.214962,[15 30] ; [37 33],[20.34782609 24.65217391] ; [31.65217391 38.34782609],0
d2,1,0.047008,3.945097,[13 32] ; [10 62],[ 8.84615385 36.15384615] ; [14.15384615 57.84615385],0
s2,1,0.053639,3.723891,[26 19] ; [28 43],[20.94827586 24.05172414] ; [33.05172414 37.94827586],0
s4,1,0.057112,3.619334,[11 34] ; [ 8 64],[ 7.30769231 37.69230769] ; [11.69230769 60.30769231],0
v4,1,0.059529,3.550472,[39  5] ; [70  2],[41.34482759  2.65517241] ; [67.65517241  4.34482759],0
n2,1,0.06999,3.283256,[12  2] ; [7 6],[9.85185185 4.14814815] ; [9.14814815 3.85185185],0
p7,1,0.13134,2.276598,[31 12] ; [40 29],[27.25892857 15.74107143] ; [43.74107143 25.25892857],0
d4,1,0.131951,2.269397,[30 15] ; [57 15],[33.46153846 11.53846154] ; [53.53846154 18.46153846],0
s5,1,0.13313,2.255627,[16 27] ; [16 51],[12.50909091 30.49090909] ; [19.49090909 47.50909091],0
s3,1,0.169393,1.888303,[29 16] ; [36 34],[25.43478261 19.56521739] ; [39.56521739 30.43478261],0
p2,1,0.241413,1.372325,[32 12] ; [59 13],[34.51724138  9.48275862] ; [56.48275862 15.51724138],0
s1,1,0.256939,1.285173,[ 1 43] ; [ 5 65],[ 2.31578947 41.68421053] ; [ 3.68421053 66.31578947],0
a3,1,0.302936,1.061226,[25 20] ; [32 38],[22.30434783 22.69565217] ; [34.69565217 35.30434783],0
p1,1,0.311631,1.02375,[ 3 42] ; [ 9 63],[ 4.61538462 40.38461538] ; [ 7.38461538 64.61538462],0
p9,1,0.341809,0.903636,[34  9] ; [61 10],[35.83333333  7.16666667] ; [59.16666667 11.83333333],0
n1,1,0.343446,0.897527,[9 5] ; [6 7],[7.77777778 6.22222222] ; [7.22222222 5.77777778],0
s7,1,0.364576,0.822067,[20 22] ; [26 41],[17.72477064 24.27522936] ; [28.27522936 38.72477064],0
n3,1,0.410214,0.678179,[10  4] ; [11  2],[10.88888889  3.11111111] ; [10.11111111  2.88888889],0
