Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.3e-05,19.009931,[12 33] ; [49 23],[23.46153846 21.53846154] ; [37.53846154 34.46153846],1
p4,1,0.419083,0.652884,[26 18] ; [37 35],[23.89655172 20.10344828] ; [39.10344828 32.89655172],0
u2,1,0.42086,0.647913,[11  9] ; [25 13],[12.4137931  7.5862069] ; [23.5862069 14.4137931],0
p12,1,0.452677,0.56394,[ 2 41] ; [ 6 66],[ 2.99130435 40.00869565] ; [ 5.00869565 66.99130435],0
b5,1,0.456014,0.555661,[25 20] ; [45 27],[26.92307692 18.07692308] ; [43.07692308 28.92307692],0
a8,1,0.459949,0.546018,[ 4 39] ; [ 9 55],[ 5.22429907 37.77570093] ; [ 7.77570093 56.22429907],0
b4,1,0.482115,0.494076,[22 23] ; [40 32],[23.84615385 21.15384615] ; [38.15384615 33.84615385],0
a4,1,0.491451,0.473347,[12 33] ; [15 56],[10.47413793 34.52586207] ; [16.52586207 54.47413793],0
r3,1,0.500203,0.454506,[41  4] ; [67  4],[41.89655172  3.10344828] ; [66.10344828  4.89655172],0
u3,1,0.57615,0.3125,[13  7] ; [23 17],[12.  8.] ; [24. 16.],0
p6,1,0.603595,0.269608,[14 28] ; [26 42],[15.27272727 26.72727273] ; [24.72727273 43.27272727],0
a1,1,0.629334,0.232965,[ 2 43] ; [ 2 70],[ 1.53846154 43.46153846] ; [ 2.46153846 69.53846154],0
s6,1,0.718105,0.130316,[27 15] ; [48 23],[27.87610619 14.12389381] ; [47.12389381 23.87610619],0
s8,1,0.737476,0.112357,[17 28] ; [25 47],[16.15384615 28.84615385] ; [25.84615385 46.15384615],0
r1,1,0.753253,0.098818,[30 15] ; [50 22],[30.76923077 14.23076923] ; [49.23076923 22.76923077],0
p8,1,0.785563,0.074026,[20 24] ; [30 40],[19.29824561 24.70175439] ; [30.70175439 39.29824561],0
u1,1,0.85326,0.034211,[ 1 44] ; [ 2 70],[ 1.15384615 43.84615385] ; [ 1.84615385 70.15384615],0
n5,1,0.868346,0.027476,[33 11] ; [53 19],[32.62068966 11.37931034] ; [53.37931034 18.62068966],0
v2,1,0.884704,0.021028,[27 17] ; [42 28],[26.63157895 17.36842105] ; [42.36842105 27.63157895],0
p11,1,0.896618,0.016883,[32 13] ; [52 20],[32.30769231 12.69230769] ; [51.69230769 20.30769231],0
p10,1,0.905084,0.014219,[34  9] ; [56 14],[34.24778761  8.75221239] ; [55.75221239 14.24778761],0
b3,1,0.924203,0.009052,[10 21] ; [13 26],[10.18571429 20.81428571] ; [12.81428571 26.18571429],0
b2,1,0.924203,0.009052,[10 21] ; [13 26],[10.18571429 20.81428571] ; [12.81428571 26.18571429],0
p5,1,0.931134,0.007468,[ 7 36] ; [12 59],[ 7.16666667 35.83333333] ; [11.83333333 59.16666667],0
n4,1,0.973576,0.001097,[33 12] ; [53 19],[33.07692308 11.92307692] ; [52.92307692 19.07692308],0
