Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,58.887258,[55 80] ; [279  83],[90.72434608 44.27565392] ; [243.27565392 118.72434608],1
d3,1,0.0,58.887258,[55 80] ; [279  83],[90.72434608 44.27565392] ; [243.27565392 118.72434608],1
r4,1,0.0,28.842901,[99 36] ; [332  30],[117.07243461  17.92756539] ; [313.92756539  48.07243461],1
a2,1,0.0,27.240561,[  7 128] ; [ 96 266],[ 27.9778672 107.0221328] ; [ 75.0221328 286.9778672],1
d1,1,8e-06,19.878263,[53 82] ; [223 139],[74.96981891 60.03018109] ; [201.03018109 160.96981891],1
r3,1,1.4e-05,18.885185,[117  18] ; [350  11],[127.10685484   7.89314516] ; [339.89314516  21.10685484],1
r1,1,4.9e-05,16.482838,[86 49] ; [292  68],[103.09090909  31.90909091] ; [274.90909091  85.09090909],1
u1,1,0.000105,15.041253,[  7 128] ; [ 70 292],[ 20.91549296 114.08450704] ; [ 56.08450704 305.91549296],1
r2,1,0.00011,14.950749,[112  20] ; [341  17],[122.03265306   9.96734694] ; [330.96734694  27.03265306],1
d5,1,0.000128,14.67094,[90 45] ; [299  63],[105.6639839  29.3360161] ; [283.3360161  78.6639839],1
d4,1,0.000248,13.42841,[91 44] ; [299  63],[105.93561368  29.06438632] ; [284.06438632  77.93561368],1
u3,1,0.001999,9.550679,[14 32] ; [66 49],[22.85714286 23.14285714] ; [57.14285714 57.85714286],0
v4,1,0.002181,9.390241,[120  15] ; [348  14],[127.12273642   7.87726358] ; [340.87726358  21.12273642],0
v2,1,0.004173,8.206872,[56 74] ; [201 147],[69.89539749 60.10460251] ; [187.10460251 160.89539749],0
p10,1,0.007054,7.259062,[93 40] ; [290  67],[103.95714286  29.04285714] ; [279.04285714  77.95714286],0
p4,1,0.007762,7.087579,[61 72] ; [214 147],[74.03846154 58.96153846] ; [200.96153846 160.03846154],0
b5,1,0.014248,6.007097,[73 62] ; [239 123],[84.74849095 50.25150905] ; [227.25150905 134.74849095],0
p2,1,0.016166,5.784741,[99 34] ; [303  58],[108.23076923  24.76923077] ; [293.76923077  67.23076923],0
b4,1,0.017112,5.684847,[66 69] ; [220 142],[77.6861167 57.3138833] ; [208.3138833 153.6861167],0
u2,1,0.046071,3.978993,[18 28] ; [65 50],[23.71428571 22.28571429] ; [59.28571429 55.71428571],0
a5,1,0.052763,3.751403,[84 51] ; [258 104],[92.89738431 42.10261569] ; [249.10261569 112.89738431],0
b1,1,0.095266,2.783054,[56 79] ; [121 241],[48.07847082 86.92152918] ; [128.92152918 233.07847082],0
n2,1,0.127932,2.317426,[25 17] ; [57 21],[28.7 13.3] ; [53.3 24.7],0
s7,1,0.148404,2.088584,[61 69] ; [137 209],[54.07563025 75.92436975] ; [143.92436975 202.07563025],0
s8,1,0.148445,2.088156,[57 78] ; [127 234],[50.08064516 84.91935484] ; [133.91935484 227.08064516],0
n5,1,0.158827,1.985363,[111  24] ; [274  85],[105.21255061  29.78744939] ; [279.78744939  79.21255061],0
p9,1,0.158839,1.985248,[102  30] ; [295  61],[107.3852459  24.6147541] ; [289.6147541  66.3852459],0
n3,1,0.161588,1.959298,[25 16] ; [58 21],[28.35833333 12.64166667] ; [54.64166667 24.35833333],0
p5,1,0.170727,1.876551,[ 11 122] ; [ 18 342],[  7.82352941 125.17647059] ; [ 21.17647059 338.82352941],0
s6,1,0.173703,1.850691,[70 64] ; [212 147],[76.64908722 57.35091278] ; [205.35091278 153.64908722],0
p3,1,0.177294,1.820166,[54 80] ; [170 191],[60.63838384 73.36161616] ; [163.36161616 197.63838384],0
v1,1,0.187458,1.737487,[59 73] ; [180 170],[65.45228216 66.54771784] ; [173.54771784 176.45228216],0
p6,1,0.196703,1.666684,[35 97] ; [117 242],[40.86354379 91.13645621] ; [111.13645621 247.86354379],0
p8,1,0.223233,1.483468,[58 74] ; [179 178],[63.97546012 68.02453988] ; [173.02453988 183.97546012],0
s1,1,0.255586,1.29251,[  5 129] ; [  7 351],[  3.26829268 130.73170732] ; [  8.73170732 349.26829268],0
d2,1,0.256131,1.289548,[56 78] ; [172 190],[61.59677419 72.40322581] ; [166.40322581 195.59677419],0
a4,1,0.332507,0.93911,[49 84] ; [150 210],[53.68559838 79.31440162] ; [145.31440162 214.68559838],0
b2,1,0.343672,0.896686,[37 54] ; [ 73 136],[33.36666667 57.63333333] ; [ 76.63333333 132.36666667],0
b3,1,0.343672,0.896686,[37 54] ; [ 73 136],[33.36666667 57.63333333] ; [ 76.63333333 132.36666667],0
p11,1,0.37157,0.798408,[104  31] ; [292  70],[107.56539235  27.43460765] ; [288.43460765  73.56539235],0
p7,1,0.379361,0.772772,[73 59] ; [212 143],[77.24845996 54.75154004] ; [207.75154004 147.24845996],0
a8,1,0.383143,0.760592,[ 14 111] ; [ 47 281],[ 16.83222958 108.16777042] ; [ 44.16777042 283.83222958],0
u4,1,0.407952,0.684762,[  2 133] ; [ 10 352],[  3.25955734 131.74044266] ; [  8.74044266 353.25955734],0
s3,1,0.556721,0.345413,[59 74] ; [169 188],[61.88571429 71.11428571] ; [166.11428571 190.88571429],0
v3,1,0.582584,0.302075,[52 80] ; [128 221],[49.3970894 82.6029106] ; [130.6029106 218.3970894],0
a3,1,0.652392,0.202898,[89 46] ; [245 115],[91.09090909 43.90909091] ; [242.90909091 117.09090909],0
s2,1,0.661707,0.191457,[49 85] ; [139 220],[51.09939148 82.90060852] ; [136.90060852 222.09939148],0
n1,1,0.684743,0.164835,[15 27] ; [25 53],[14. 28.] ; [26. 52.],0
s4,1,0.78209,0.076505,[ 15 120] ; [ 43 315],[ 15.88235294 119.11764706] ; [ 42.11764706 315.88235294],0
p1,1,0.799591,0.064454,[  9 125] ; [ 22 339],[  8.39191919 125.60808081] ; [ 22.60808081 338.39191919],0
p12,1,0.80818,0.05894,[  7 126] ; [ 21 339],[  7.55375254 125.44624746] ; [ 20.44624746 339.55375254],0
a1,1,0.932535,0.007167,[  5 130] ; [ 14 348],[  5.16096579 129.83903421] ; [ 13.83903421 348.16096579],0
n4,1,0.993199,7.3e-05,[107  28] ; [286  75],[106.96572581  28.03427419] ; [286.03427419  74.96572581],0
