Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,41.116878,[237  61] ; [54 60],[210.48058252  87.51941748] ; [80.51941748 33.48058252],1
d3,1,0.0,38.208219,[224  74] ; [49 65],[197.46116505 100.53883495] ; [75.53883495 38.46116505],1
a2,1,5.3e-05,16.332807,[ 70 228] ; [  7 107],[ 55.69417476 242.30582524] ; [21.30582524 92.69417476],1
u1,1,0.000221,13.644621,[ 52 246] ; [  4 110],[ 40.50485437 257.49514563] ; [15.49514563 98.50485437],1
p10,1,0.000231,13.562546,[254  41] ; [78 33],[241.23152709  53.76847291] ; [90.76847291 20.23152709],1
d4,1,0.000345,12.808161,[247  51] ; [76 38],[233.62621359  64.37378641] ; [89.37378641 24.62621359],1
r3,1,0.000443,12.339942,[288   7] ; [102  12],[281.29584352  13.70415648] ; [108.70415648   5.29584352],1
p8,1,0.000534,11.9916,[161 132] ; [40 72],[145.41481481 147.58518519] ; [55.58518519 56.41481481],1
r4,1,0.000675,11.556254,[270  28] ; [89 25],[259.66504854  38.33495146] ; [99.33495146 14.66504854],1
p4,1,0.002767,8.954762,[175 122] ; [47 64],[161.60294118 135.39705882] ; [60.39705882 50.60294118],0
v4,1,0.002907,8.864644,[283  11] ; [100  13],[276.66339066  17.33660934] ; [106.33660934   6.66339066],0
d5,1,0.00377,8.391348,[239  59] ; [76 38],[227.83980583  70.16019417] ; [87.16019417 26.83980583],0
d1,1,0.005692,7.64539,[163 135] ; [45 69],[150.44660194 147.55339806] ; [57.55339806 56.44660194],0
v3,1,0.007275,7.203705,[101 185] ; [24 88],[ 89.8241206 196.1758794] ; [35.1758794 76.8241206],0
p3,1,0.007544,7.138752,[139 158] ; [36 76],[127.07823961 169.92176039] ; [47.92176039 64.07823961],0
s2,1,0.008579,6.908451,[109 186] ; [26 86],[ 97.85012285 197.14987715] ; [37.14987715 74.85012285],0
a5,1,0.012498,6.238782,[211  87] ; [66 48],[200.35436893  97.64563107] ; [76.64563107 37.35436893],0
r1,1,0.014691,5.953196,[234  62] ; [77 37],[224.52682927  71.47317073] ; [86.47317073 27.52682927],0
p9,1,0.022014,5.244691,[253  40] ; [87 26],[245.36945813  47.63054187] ; [94.63054187 18.36945813],0
n6,1,0.0269,4.897214,[256  39] ; [88 25],[248.7254902  46.2745098] ; [95.2745098 17.7254902],0
p2,1,0.035906,4.401561,[257  39] ; [87 24],[250.18181818  45.81818182] ; [93.81818182 17.18181818],0
r2,1,0.036323,4.38187,[275  18] ; [99 14],[269.90640394  23.09359606] ; [104.09359606   8.90640394],0
u3,1,0.039983,4.218598,[60 41] ; [18 26],[54.33103448 46.66896552] ; [23.66896552 20.33103448],0
b5,1,0.05226,3.767416,[183 115] ; [58 56],[174.31553398 123.68446602] ; [66.68446602 47.31553398],0
v2,1,0.065126,3.401784,[161 123] ; [51 59],[152.81218274 131.18781726] ; [59.18781726 50.81218274],0
p12,1,0.072922,3.215994,[ 22 273] ; [  3 109],[ 18.12039312 276.87960688] ; [  6.87960688 105.12039312],0
s5,1,0.081444,3.035843,[ 69 224] ; [35 74],[ 75.80099502 217.19900498] ; [28.19900498 80.80099502],0
s6,1,0.086521,2.937942,[157 133] ; [49 61],[149.35 140.65] ; [56.65 53.35],0
n4,1,0.130306,2.28885,[225  72] ; [78 36],[218.95620438  78.04379562] ; [84.04379562 29.95620438],0
p6,1,0.130529,2.286201,[ 91 204] ; [25 83],[ 84.91315136 210.08684864] ; [31.08684864 76.91315136],0
a8,1,0.137627,2.204291,[ 35 235] ; [ 8 98],[ 30.87765957 239.12234043] ; [12.12234043 93.87765957],0
p7,1,0.189963,1.717902,[177 112] ; [60 51],[171.2325 117.7675] ; [65.7675 45.2325],0
s4,1,0.218642,1.51326,[ 37 252] ; [20 94],[ 40.87593052 248.12406948] ; [16.12406948 97.87593052],0
v1,1,0.329797,0.949696,[143 145] ; [50 63],[138.61346633 149.38653367] ; [54.38653367 58.61346633],0
b1,1,0.338782,0.915036,[ 95 203] ; [42 72],[ 99.09223301 198.90776699] ; [37.90776699 76.09223301],0
s3,1,0.361637,0.832201,[121 170] ; [41 71],[116.97766749 174.02233251] ; [45.02233251 66.97766749],0
a3,1,0.406942,0.687716,[196 102] ; [70 44],[192.39805825 105.60194175] ; [73.60194175 40.39805825],0
s7,1,0.537343,0.380486,[ 76 209] ; [26 84],[ 73.59493671 211.40506329] ; [28.40506329 81.59493671],0
p5,1,0.5606,0.338666,[ 26 271] ; [ 12 101],[ 27.52682927 269.47317073] ; [ 10.47317073 102.52682927],0
d2,1,0.595017,0.282577,[115 182] ; [47 66],[117.35121951 179.64878049] ; [44.64878049 68.35121951],0
n2,1,0.604773,0.267857,[41 13] ; [29  7],[42. 12.] ; [28.  8.],0
n3,1,0.670091,0.181496,[43 12] ; [26  9],[42.16666667 12.83333333] ; [26.83333333  8.16666667],0
b4,1,0.77382,0.082588,[181 117] ; [71 43],[182.27184466 115.72815534] ; [69.72815534 44.27184466],0
a4,1,0.807159,0.059581,[120 178] ; [47 66],[121.08515815 176.91484185] ; [45.91484185 67.08515815],0
a1,1,0.807621,0.059291,[ 12 286] ; [  4 110],[ 11.57281553 286.42718447] ; [  4.42718447 109.57281553],0
n1,1,0.808253,0.058894,[17 38] ; [12 24],[17.52747253 37.47252747] ; [11.47252747 24.52747253],0
n5,1,0.822691,0.050214,[214  81] ; [80 32],[213.0958231  81.9041769] ; [80.9041769 31.0958231],0
u4,1,0.827979,0.047217,[  2 295] ; [  1 113],[  2.16788321 294.83211679] ; [  0.83211679 113.16788321],0
p1,1,0.841794,0.03984,[ 25 269] ; [  9 105],[ 24.5 269.5] ; [  9.5 104.5],0
s1,1,0.880785,0.022492,[  6 289] ; [  2 109],[  5.81280788 289.18719212] ; [  2.18719212 108.81280788],0
u2,1,0.880825,0.022477,[55 46] ; [24 19],[55.40972222 45.59027778] ; [23.59027778 19.40972222],0
b3,1,0.926625,0.008481,[ 48 110] ; [22 49],[ 48.29694323 109.70305677] ; [21.70305677 49.29694323],0
b2,1,0.926625,0.008481,[ 48 110] ; [22 49],[ 48.29694323 109.70305677] ; [21.70305677 49.29694323],0
