Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,47.306213,[24  5] ; [15 82],[ 8.97619048 20.02380952] ; [30.02380952 66.97619048],1
p5,1,0.001616,9.94109,[ 4 24] ; [ 1 96],[ 1.12 26.88] ; [ 3.88 93.12],0
p1,1,0.002246,9.336782,[ 7 22] ; [ 5 92],[ 2.76190476 26.23809524] ; [ 9.23809524 87.76190476],0
p2,1,0.0109,6.481624,[24  5] ; [55 42],[18.18253968 10.81746032] ; [60.81746032 36.18253968],0
s6,1,0.024152,5.083713,[19 10] ; [40 56],[13.688 15.312] ; [45.312 50.688],0
d5,1,0.035007,4.44481,[23  6] ; [56 41],[18.18253968 10.81746032] ; [60.81746032 36.18253968],0
p6,1,0.038328,4.290393,[ 6 23] ; [ 7 89],[ 3.016 25.984] ; [ 9.984 86.016],0
s5,1,0.040544,4.194981,[ 9 17] ; [15 77],[ 5.28813559 20.71186441] ; [18.71186441 73.28813559],0
v4,1,0.04635,3.968823,[27  2] ; [74 23],[23.24603175  5.75396825] ; [77.75396825 19.24603175],0
s8,1,0.046541,3.961919,[12 17] ; [22 75],[ 7.82539683 21.17460317] ; [26.17460317 70.82539683],0
n4,1,0.052103,3.772469,[20  9] ; [47 50],[15.42063492 13.57936508] ; [51.57936508 45.42063492],0
s2,1,0.052404,3.762838,[13 15] ; [26 70],[ 8.80645161 19.19354839] ; [30.19354839 65.80645161],0
d1,1,0.067019,3.354558,[14 15] ; [29 68],[ 9.8968254 19.1031746] ; [33.1031746 63.8968254],0
r4,1,0.068711,3.313541,[24  5] ; [63 34],[20.02380952  8.97619048] ; [66.97619048 30.02380952],0
v1,1,0.081208,3.040562,[13 15] ; [28 69],[ 9.184 18.816] ; [31.816 65.184],0
n6,1,0.123727,2.369499,[24  5] ; [66 31],[20.71428571  8.28571429] ; [69.28571429 27.71428571],0
r1,1,0.170307,1.880235,[20  9] ; [53 44],[16.8015873 12.1984127] ; [56.1984127 40.8015873],0
s7,1,0.190553,1.713337,[ 9 17] ; [21 74],[ 6.44628099 19.55371901] ; [23.55371901 71.44628099],0
u1,1,0.19259,1.697692,[ 2 27] ; [ 2 95],[ 0.92063492 28.07936508] ; [ 3.07936508 93.92063492],0
p10,1,0.201417,1.632069,[19  9] ; [51 43],[16.06557377 11.93442623] ; [53.93442623 40.06557377],0
r3,1,0.201448,1.631843,[26  3] ; [76 20],[23.664  5.336] ; [78.336 17.664],0
n5,1,0.256552,1.287269,[19 10] ; [52 45],[16.34126984 12.65873016] ; [54.65873016 42.34126984],0
s3,1,0.269078,1.221442,[14 14] ; [36 58],[11.47540984 16.52459016] ; [38.52459016 55.47540984],0
s4,1,0.297812,1.083967,[ 3 26] ; [18 79],[ 4.83333333 24.16666667] ; [16.16666667 80.83333333],0
p9,1,0.301201,1.068869,[21  7] ; [60 33],[18.74380165  9.25619835] ; [62.25619835 30.74380165],0
d3,1,0.31851,0.995056,[18 11] ; [50 47],[15.65079365 13.34920635] ; [52.34920635 44.65079365],0
a7,1,0.352058,0.866027,[20  9] ; [57 39],[17.864 11.136] ; [59.136 36.864],0
b4,1,0.397167,0.716886,[21  8] ; [62 35],[19.1031746  9.8968254] ; [63.8968254 33.1031746],0
b2,1,0.407299,0.686672,[ 4 10] ; [18 26],[5.31034483 8.68965517] ; [16.68965517 27.31034483],0
b3,1,0.407299,0.686672,[ 4 10] ; [18 26],[5.31034483 8.68965517] ; [16.68965517 27.31034483],0
r2,1,0.411482,0.674515,[25  4] ; [77 20],[23.47619048  5.52380952] ; [78.52380952 18.47619048],0
a3,1,0.429604,0.623893,[10 19] ; [41 55],[11.832 17.168] ; [39.168 56.832],0
a4,1,0.465031,0.53376,[ 4 25] ; [19 77],[ 5.336 23.664] ; [17.664 78.336],0
a6,1,0.525478,0.403128,[16 13] ; [47 50],[14.5 14.5] ; [48.5 48.5],0
p12,1,0.546723,0.36322,[ 2 27] ; [ 4 92],[ 1.392 27.608] ; [ 4.608 91.392],0
d2,1,0.605861,0.266246,[ 8 21] ; [22 74],[ 6.96 22.04] ; [23.04 72.96],0
n1,1,0.626005,0.237517,[3 3] ; [15 23],[2.45454545 3.54545455] ; [15.54545455 22.45454545],0
p11,1,0.634191,0.22642,[17 12] ; [52 45],[15.88095238 13.11904762] ; [53.11904762 43.88095238],0
v2,1,0.651071,0.204552,[ 8 18] ; [32 58],[ 8.96551724 17.03448276] ; [31.03448276 58.96551724],0
n2,1,0.663067,0.18982,[3 3] ; [22 15],[3.48837209 2.51162791] ; [21.51162791 15.48837209],0
p8,1,0.734659,0.114877,[ 6 23] ; [17 78],[ 5.37903226 23.62096774] ; [17.62096774 77.37903226],0
u3,1,0.743589,0.106997,[11  8] ; [30 26],[10.38666667  8.61333333] ; [30.61333333 25.38666667],0
b5,1,0.764707,0.089584,[20  9] ; [64 33],[19.33333333  9.66666667] ; [64.66666667 32.33333333],0
a8,1,0.809175,0.058318,[ 2 25] ; [ 8 82],[ 2.30769231 24.69230769] ; [ 7.69230769 82.30769231],0
b1,1,0.831434,0.045311,[12 17] ; [38 59],[11.50793651 17.49206349] ; [38.49206349 58.50793651],0
s1,1,0.865629,0.028633,[ 2 26] ; [ 6 90],[ 1.80645161 26.19354839] ; [ 6.19354839 89.80645161],0
n3,1,0.868126,0.027569,[4 2] ; [24 14],[3.81818182 2.18181818] ; [24.18181818 13.81818182],0
v3,1,0.874033,0.025134,[ 6 18] ; [25 69],[ 6.30508475 17.69491525] ; [24.69491525 69.30508475],0
d4,1,0.926473,0.008516,[19 10] ; [62 34],[18.792 10.208] ; [62.208 33.792],0
u2,1,1.0,0.0,[9 9] ; [28 28],[9. 9.] ; [28. 28.],0
