Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.014068,6.029609,[61 43] ; [ 7 16],[55.68503937 48.31496063] ; [12.31496063 10.68503937],0
u3,1,0.015204,5.89269,[22 27] ; [8 1],[25.34482759 23.65517241] ; [4.65517241 4.34482759],0
v1,1,0.020094,5.403745,[21 82] ; [10 13],[25.34126984 77.65873016] ; [ 5.65873016 17.34126984],0
s6,1,0.030156,4.700367,[37 65] ; [14  9],[41.616 60.384] ; [ 9.384 13.616],0
s8,1,0.073564,3.201657,[15 87] ; [ 7 16],[17.952 84.048] ; [ 4.048 18.952],0
a6,1,0.10505,2.627154,[53 51] ; [16  7],[56.50393701 47.49606299] ; [12.49606299 10.50393701],0
b3,1,0.112719,2.515683,[24 42] ; [ 3 15],[21.21428571 44.78571429] ; [ 5.78571429 12.21428571],0
b2,1,0.112719,2.515683,[24 42] ; [ 3 15],[21.21428571 44.78571429] ; [ 5.78571429 12.21428571],0
p6,1,0.117602,2.448975,[24 79] ; [ 2 21],[21.25396825 81.74603175] ; [ 4.74603175 18.25396825],0
a2,1,0.132516,2.262782,[14 90] ; [ 6 17],[16.37795276 87.62204724] ; [ 3.62204724 19.37795276],0
s2,1,0.146645,2.106804,[25 78] ; [ 9 14],[27.79365079 75.20634921] ; [ 6.20634921 16.79365079],0
r2,1,0.156806,2.004764,[80 22] ; [21  2],[82.416 19.584] ; [18.584  4.416],0
n4,1,0.200645,1.63767,[62 42] ; [17  6],[64.69291339 39.30708661] ; [14.30708661  8.69291339],0
a5,1,0.214792,1.538829,[53 51] ; [15  8],[55.68503937 48.31496063] ; [12.31496063 10.68503937],0
p5,1,0.22425,1.476962,[ 6 97] ; [ 3 20],[ 7.35714286 95.64285714] ; [ 1.64285714 21.35714286],0
r4,1,0.232019,1.428439,[68 36] ; [18  5],[70.42519685 33.57480315] ; [15.57480315  7.42519685],0
b1,1,0.304326,1.055141,[51 53] ; [14  9],[53.22834646 50.77165354] ; [11.77165354 11.22834646],0
a4,1,0.348206,0.879986,[38 64] ; [11 12],[39.984 62.016] ; [ 9.016 13.984],0
n1,1,0.3543,0.857998,[21 32] ; [2 1],[21.76785714 31.23214286] ; [1.23214286 1.76785714],0
s5,1,0.354441,0.857493,[14 86] ; [ 5 18],[15.44715447 84.55284553] ; [ 3.55284553 19.44715447],0
r1,1,0.357642,0.846157,[61 42] ; [16  7],[62.94444444 40.05555556] ; [14.05555556  8.94444444],0
s7,1,0.358556,0.842945,[23 74] ; [ 7 14],[24.66101695 72.33898305] ; [ 5.33898305 15.66101695],0
n2,1,0.390661,0.736885,[28 25] ; [3 1],[28.8245614 24.1754386] ; [2.1754386 1.8245614],0
n6,1,0.402742,0.700125,[62 41] ; [16  7],[63.76190476 39.23809524] ; [14.23809524  8.76190476],0
a1,1,0.408992,0.681729,[ 8 96] ; [ 3 20],[ 9.00787402 94.99212598] ; [ 1.99212598 21.00787402],0
d5,1,0.47061,0.520544,[64 40] ; [16  7],[65.51181102 38.48818898] ; [14.48818898  8.51181102],0
d1,1,0.47061,0.520544,[40 64] ; [ 7 16],[38.48818898 65.51181102] ; [ 8.51181102 14.48818898],0
p1,1,0.474787,0.510814,[ 9 93] ; [ 1 22],[ 8.16 93.84] ; [ 1.84 21.16],0
s3,1,0.502458,0.44974,[41 61] ; [11 12],[42.432 59.568] ; [ 9.568 13.432],0
p7,1,0.561193,0.337643,[43 61] ; [ 8 15],[41.76377953 62.23622047] ; [ 9.23622047 13.76377953],0
p3,1,0.573687,0.316552,[30 74] ; [ 8 15],[31.11811024 72.88188976] ; [ 6.88188976 16.11811024],0
a3,1,0.576289,0.312272,[55 46] ; [14  9],[56.2016129 44.7983871] ; [12.7983871 10.2016129],0
p9,1,0.602007,0.271979,[33 67] ; [ 6 16],[31.96721311 68.03278689] ; [ 7.03278689 14.96721311],0
a8,1,0.639716,0.219113,[10 88] ; [ 3 19],[10.61666667 87.38333333] ; [ 2.38333333 19.61666667],0
p11,1,0.655079,0.199557,[46 58] ; [ 9 14],[45.03937008 58.96062992] ; [ 9.96062992 13.03937008],0
n5,1,0.655866,0.198584,[64 40] ; [13 10],[63.05511811 40.94488189] ; [13.94488189  9.05511811],0
b5,1,0.719591,0.128885,[63 41] ; [13 10],[62.23622047 41.76377953] ; [13.76377953  9.23622047],0
u1,1,0.732503,0.116826,[11 93] ; [ 3 20],[11.46456693 92.53543307] ; [ 2.53543307 20.46456693],0
u2,1,0.749311,0.102111,[19 30] ; [4 5],[19.43103448 29.56896552] ; [3.56896552 5.43103448],0
