Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.878274,[19 37] ; [62 14],[34.36363636 21.63636364] ; [46.63636364 29.36363636],1
s6,1,0.000126,14.703556,[12 44] ; [41 34],[22.65648855 33.34351145] ; [30.34351145 44.65648855],1
d5,1,0.000187,13.958691,[28 27] ; [62 14],[37.78625954 17.21374046] ; [52.21374046 23.78625954],1
d4,1,0.000553,11.926584,[31 25] ; [63 13],[39.87878788 16.12121212] ; [54.12121212 21.87878788],1
r2,1,0.001082,10.680963,[39 15] ; [70  5],[45.62790698  8.37209302] ; [63.37209302 11.62790698],0
r3,1,0.001131,10.599078,[32 24] ; [63 13],[40.3030303 15.6969697] ; [54.6969697 21.3030303],0
a5,1,0.005441,7.726727,[24 32] ; [51 25],[31.81818182 24.18181818] ; [43.18181818 32.81818182],0
a7,1,0.007313,7.194353,[28 27] ; [56 20],[35.26717557 19.73282443] ; [48.73282443 27.26717557],0
v4,1,0.008387,6.948828,[37 19] ; [65 11],[43.27272727 12.72727273] ; [58.72727273 17.27272727],0
a2,1,0.011726,6.35188,[ 4 52] ; [18 58],[ 9.33333333 46.66666667] ; [12.66666667 63.33333333],0
d1,1,0.013332,6.124542,[16 40] ; [38 38],[22.90909091 33.09090909] ; [31.09090909 44.90909091],0
n3,1,0.014478,5.978875,[ 7 11] ; [23  8],[11.02040816  6.97959184] ; [18.97959184 12.02040816],0
v2,1,0.015131,5.901149,[13 42] ; [32 40],[19.48818898 35.51181102] ; [25.51181102 46.48818898],0
a3,1,0.016346,5.765214,[24 31] ; [48 26],[30.69767442 24.30232558] ; [41.30232558 32.69767442],0
a6,1,0.034465,4.471465,[25 31] ; [48 28],[30.96969697 25.03030303] ; [42.03030303 33.96969697],0
u3,1,0.046432,3.96585,[ 9 23] ; [14 12],[12.68965517 19.31034483] ; [10.31034483 15.68965517],0
b3,1,0.049481,3.858958,[13 16] ; [ 9 31],[ 9.24637681 19.75362319] ; [12.75362319 27.24637681],0
b2,1,0.049481,3.858958,[13 16] ; [ 9 31],[ 9.24637681 19.75362319] ; [12.75362319 27.24637681],0
a1,1,0.066461,3.368335,[ 7 49] ; [ 3 73],[ 4.24242424 51.75757576] ; [ 5.75757576 70.24242424],0
p2,1,0.081292,3.03888,[25 31] ; [45 30],[29.92366412 26.07633588] ; [40.07633588 34.92366412],0
