Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.480006,[38 18] ; [ 9 34],[26.58585859 29.41414141] ; [20.41414141 22.58585859],1
s5,1,0.000113,14.913109,[26 31] ; [ 4 38],[17.27272727 39.72727273] ; [12.72727273 29.27272727],1
s3,1,0.000137,14.545399,[41 15] ; [15 28],[31.67676768 24.32323232] ; [24.32323232 18.67676768],1
s7,1,0.001507,10.069851,[36 19] ; [13 27],[28.36842105 26.63157895] ; [20.63157895 19.36842105],0
p10,1,0.004543,8.053098,[48  7] ; [27 16],[42.09183673 12.90816327] ; [32.90816327 10.09183673],0
p8,1,0.005565,7.686114,[39 18] ; [17 25],[32.24242424 24.75757576] ; [23.75757576 18.24242424],0
s8,1,0.006394,7.435741,[27 30] ; [ 9 34],[20.52 36.48] ; [15.48 27.52],0
r4,1,0.010057,6.624747,[53  4] ; [32 11],[48.45  8.55] ; [36.55  6.45],0
a6,1,0.014195,6.013781,[47 10] ; [26 17],[41.61 15.39] ; [31.39 11.61],0
a4,1,0.028333,4.807713,[12 44] ; [18 25],[16.96969697 39.03030303] ; [13.03030303 29.96969697],0
p9,1,0.041856,4.141019,[49  8] ; [29 13],[44.90909091 12.09090909] ; [33.09090909  8.90909091],0
d4,1,0.052556,3.757976,[35 22] ; [18 25],[30.21 26.79] ; [22.79 20.21],0
s4,1,0.075094,3.168004,[13 44] ; [ 4 39],[ 9.69 47.31] ; [ 7.31 35.69],0
p11,1,0.081778,3.029197,[47 10] ; [29 14],[43.32 13.68] ; [32.68 10.32],0
s1,1,0.089004,2.892291,[ 1 54] ; [ 4 38],[ 2.83505155 52.16494845] ; [ 2.16494845 39.83505155],0
p4,1,0.102177,2.671229,[34 22] ; [19 24],[29.97979798 26.02020202] ; [23.02020202 19.97979798],0
r3,1,0.119805,2.419865,[53  4] ; [34  7],[50.60204082  6.39795918] ; [36.39795918  4.60204082],0
p2,1,0.122987,2.378863,[45 12] ; [28 15],[41.61 15.39] ; [31.39 11.61],0
p5,1,0.12993,2.293337,[10 47] ; [ 3 39],[ 7.48484848 49.51515152] ; [ 5.51515152 36.48484848],0
a3,1,0.167004,1.909632,[36 21] ; [32 10],[39.15151515 17.84848485] ; [28.84848485 13.15151515],0
u2,1,0.169084,1.891045,[13  8] ; [4 7],[11.15625  9.84375] ; [5.84375 5.15625],0
a1,1,0.227143,1.458661,[ 2 55] ; [ 4 39],[ 3.42 53.58] ; [ 2.58 40.42],0
v4,1,0.235595,1.406758,[53  4] ; [36  6],[51.24242424  5.75757576] ; [37.75757576  4.24242424],0
p12,1,0.280831,1.163064,[ 8 49] ; [ 3 39],[ 6.33333333 50.66666667] ; [ 4.66666667 37.33333333],0
b5,1,0.281956,1.157639,[34 23] ; [21 22],[31.35 25.65] ; [23.65 19.35],0
v3,1,0.295856,1.09278,[26 31] ; [14 26],[23.50515464 33.49484536] ; [16.49484536 23.50515464],0
p7,1,0.310988,1.026473,[33 24] ; [20 22],[30.51515152 26.48484848] ; [22.48484848 19.51515152],0
b1,1,0.312521,1.019992,[26 31] ; [24 19],[28.5 28.5] ; [21.5 21.5],0
b4,1,0.330391,0.947365,[36 21] ; [23 20],[33.63 23.37] ; [25.37 17.63],0
n1,1,0.342095,0.902564,[3 7] ; [6 6],[4.09090909 5.90909091] ; [4.90909091 7.09090909],0
p6,1,0.346829,0.885026,[21 36] ; [12 31],[18.81 38.19] ; [14.19 28.81],0
r2,1,0.371306,0.799289,[51  6] ; [35  7],[49.51515152  7.48484848] ; [36.48484848  5.51515152],0
a8,1,0.40512,0.693076,[ 9 45] ; [ 4 34],[ 7.63043478 46.36956522] ; [ 5.36956522 32.63043478],0
v1,1,0.52109,0.411736,[29 27] ; [19 23],[27.42857143 28.57142857] ; [20.57142857 21.42857143],0
d1,1,0.539181,0.377061,[ 6 51] ; [ 3 40],[ 5.13 51.87] ; [ 3.87 39.13],0
n6,1,0.544512,0.367241,[46 11] ; [31 10],[44.78571429 12.21428571] ; [32.21428571  8.78571429],0
n4,1,0.560409,0.338996,[39 18] ; [31 11],[40.3030303 16.6969697] ; [29.6969697 12.3030303],0
p3,1,0.624349,0.239802,[28 29] ; [19 24],[26.79 30.21] ; [20.21 22.79],0
p1,1,0.62778,0.235084,[10 47] ; [ 6 37],[ 9.12 47.88] ; [ 6.88 36.12],0
n5,1,0.654078,0.200797,[43 14] ; [30 12],[42.03030303 14.96969697] ; [30.96969697 11.03030303],0
d3,1,0.665492,0.186921,[29 28] ; [20 23],[27.93 29.07] ; [21.07 21.93],0
d2,1,0.691589,0.15737,[18 39] ; [12 31],[17.1 39.9] ; [12.9 30.1],0
n3,1,0.695943,0.152727,[8 3] ; [8 2],[8.38095238 2.61904762] ; [7.61904762 2.38095238],0
u1,1,0.720926,0.127607,[ 3 54] ; [ 3 40],[ 3.42 53.58] ; [ 2.58 40.42],0
u4,1,0.839925,0.0408,[ 1 56] ; [ 1 42],[ 1.14 55.86] ; [ 0.86 42.14],0
a7,1,0.853656,0.034024,[39 18] ; [28 14],[38.57575758 18.42424242] ; [28.42424242 13.57575758],0
u3,1,0.888126,0.01979,[12  9] ; [6 5],[11.8125  9.1875] ; [6.1875 4.8125],0
n2,1,0.923708,0.009171,[9 2] ; [10  2],[9.08695652 1.91304348] ; [9.91304348 2.08695652],0
v2,1,0.956043,0.003038,[27 29] ; [20 21],[27.13402062 28.86597938] ; [19.86597938 21.13402062],0
r1,1,0.975034,0.000979,[46 11] ; [34  8],[46.06060606 10.93939394] ; [33.93939394  8.06060606],0
b2,1,0.979286,0.000674,[17 16] ; [14 13],[17.05 15.95] ; [13.95 13.05],0
b3,1,0.979286,0.000674,[17 16] ; [14 13],[17.05 15.95] ; [13.95 13.05],0
a2,1,0.990711,0.000136,[ 8 49] ; [ 6 37],[ 7.98 49.02] ; [ 6.02 36.98],0
